,Team Name,W,L,Conf.,Conf. Rank,Conf. W,Conf. L,C,c,Cc,N_raw,N_adj,SOR_raw,SOR_adj,SPI
1,Indiana,14,0,big ten,2,10,0,0.9090909090909091,0.9444444444444444,0.8585858585858586,24.438985542759127,35.0,5.527597402597403,65.0,100.0
2,Oregon,13,1,big ten,2,8,1,0.9090909090909091,1.0,0.9090909090909091,14.161654135338349,20.281443101213238,4.842712842712842,56.94632077010931,77.22776387132255
3,Ohio State,12,2,big ten,2,9,1,0.9090909090909091,0.8888888888888888,0.808080808080808,17.733211233211236,25.396405758187676,3.7572929521458933,44.18267541965391,69.5790811778416
4,Texas Tech,12,2,big 12,3,9,1,0.8181818181818181,0.9375,0.7670454545454545,17.588509316770185,25.189172644252743,3.593094405594405,42.2518355359765,67.44100818022925
5,Georgia,12,2,sec,1,8,2,1.0,1.0,1.0,7.86684696150174,11.266410513268607,4.74818563789152,55.834758573032744,67.10116908630135
6,Ole Miss,13,1,sec,1,8,1,1.0,0.9375,0.9375,9.12632149634047,13.070151860970176,4.267857142857142,50.18649045521292,63.25664231618309
7,Miami,12,2,acc,4,6,2,0.7272727272727273,0.8235294117647058,0.5989304812834224,10.445017736214124,14.958706863174541,3.5456190051778282,41.6935638670544,56.65227073022895
8,Utah,11,2,big 12,3,7,2,0.8181818181818181,0.8125,0.6647727272727272,15.627990259275162,22.38143879244169,2.7954545454545454,32.87224669603524,55.253685488476926
9,Notre Dame,10,2,fbs independents,5,0,0,0.6363636363636364,1.0,0.6363636363636364,16.75,23.988311584140053,2.5692534589593414,30.212307928555663,54.20061951269572
10,BYU,12,2,big 12,3,8,2,0.8181818181818181,0.875,0.7159090909090908,-0.38961038961038774,-0.5579758461129661,3.7313311688311686,43.87738619676946,43.31941035065649
11,Alabama,11,4,sec,1,8,2,1.0,0.875,0.875,1.8735891647855514,2.6832382486892254,3.2639578558696205,38.38146036681927,41.06469861550849
12,North Texas,12,2,american athletic,6,7,2,0.5454545454545454,0.7857142857142857,0.42857142857142855,14.949852841295002,21.41025242352394,1.5205627705627702,17.880567792462063,39.290820215986
13,Texas A&M,11,2,sec,1,7,1,1.0,0.8125,0.8125,6.82162256877519,9.769504936667529,2.422794117647059,28.490066511185972,38.2595714478535
14,Vanderbilt,10,3,sec,1,6,2,1.0,0.75,0.75,11.346153846153847,16.24925813391806,1.8506546558017147,21.7621769216742,38.011435055592266
15,Oklahoma,10,3,sec,1,6,3,1.0,0.625,0.625,-3.230092488157002,-4.625938212029873,3.2952949827949825,38.74995921031163,34.12402099828176
16,James Madison,12,2,sun belt,8,9,0,0.36363636363636365,0.9285714285714286,0.33766233766233766,11.37420864299477,16.289436474697155,1.3298319327731094,15.637729981860586,31.927166456557742
17,Texas,10,3,sec,1,6,2,1.0,0.6875,0.6875,-0.38111888111888526,-0.5458148340823075,2.721590909090909,32.00367107195301,31.4578562378707
18,USC,9,4,big ten,2,7,2,0.9090909090909091,0.8333333333333334,0.7575757575757576,4.0132340777502105,5.747505045800656,1.5529401154401157,18.2612987436776,24.008803789478257
19,Navy,11,2,american athletic,6,8,1,0.5454545454545454,0.9285714285714286,0.5064935064935064,1.7391386119992491,2.4906865022475726,1.6893939393939394,19.865883504650025,22.3565700068976
20,Washington,9,4,big ten,2,5,4,0.9090909090909091,0.6666666666666667,0.6060606060606061,9.089946171210283,13.018057375406157,0.6136363636363638,7.215859030837006,20.233916406243164
21,Tulane,11,3,american athletic,6,8,1,0.5454545454545454,0.8571428571428572,0.4675324675324675,-6.809278350515467,-9.751826312555476,2.521973941091588,29.656339677329566,19.904513364774093
22,Iowa,9,4,big ten,2,6,3,0.9090909090909091,0.7222222222222222,0.6565656565656566,-0.4084393296991742,-0.5849414868084237,1.6622960372960376,19.547234459128735,18.96229297232031
23,Virginia,11,3,acc,4,7,3,0.7272727272727273,0.8823529411764706,0.6417112299465241,-0.761518064302285,-1.0905989613990692,1.5197192513368987,17.87064870000864,16.78004973860957
24,Arizona,9,4,big 12,3,7,3,0.8181818181818181,0.75,0.6136363636363635,3.290806754221391,4.71288941990778,0.9122103386809264,10.726843453974828,15.439732873882608
