,Team Name,W,L,Conf.,Conf. Rank,Conf. W,Conf. L,C,c,Cc,N_raw,N_adj,SOR_raw,SOR_adj,SPI
1,Indiana,13,0,big ten,2,10,0,0.9166666666666666,0.9444444444444444,0.8657407407407407,23.87367678193366,35.0,4.6398809523809526,64.624488877218,99.624488877218
2,Ohio State,12,1,big ten,2,9,1,0.9166666666666666,0.8888888888888888,0.8148148148148148,19.941036936631654,29.23455398836049,4.196581196581197,58.45018819322005,87.68474218158053
3,Texas Tech,12,1,big 12,3,9,1,0.8333333333333334,0.9375,0.78125,21.56103678929766,31.60955451137242,3.75400641025641,52.285984919533334,83.89553943090576
4,Georgia,12,1,sec,1,8,1,1.0,1.0,1.0,10.391102873030581,15.233874692954322,4.6668417366946775,65.0,80.23387469295432
5,Oregon,11,1,big ten,2,8,1,0.9166666666666666,1.0,0.9166666666666666,14.863901018922853,21.79121969415232,3.7280092592592595,51.92389532872334,73.71511502287565
6,Notre Dame,10,2,fbs independents,5,0,0,0.6666666666666667,1.0,0.6666666666666667,16.75,24.556334801501674,2.582847027699968,35.97401974882561,60.53035455032729
7,Utah,10,2,big 12,3,7,2,0.8333333333333334,0.8125,0.6770833333333334,15.34956051386072,22.50322071846411,2.4548611111111116,34.19142564179516,56.69464636025927
8,Ole Miss,11,1,sec,1,7,1,1.0,0.9375,0.9375,9.44854586129754,13.852039137753156,2.7589285714285716,38.42649210338748,52.278531241140634
9,Texas A&M,11,1,sec,1,7,1,1.0,0.875,0.875,8.681957186544343,12.728181934632024,2.75,38.30213452376486,51.03031645839688
10,Alabama,10,3,sec,1,7,2,1.0,0.8125,0.8125,6.718832891246682,9.850143877778805,2.7844109866168694,38.78141242867207,48.63155630645088
11,Vanderbilt,10,2,sec,1,6,2,1.0,0.75,0.75,13.710711768851302,20.100586779868763,1.9894957983193278,27.709794800615228,47.81038158048399
12,Miami,10,2,acc,4,6,2,0.75,0.8235294117647058,0.6176470588235294,13.453952730236345,19.72416523267231,2.001750700280112,27.880481674607047,47.60464690727936
13,BYU,11,2,big 12,3,8,2,0.8333333333333334,0.875,0.7291666666666667,-0.04819277108433795,-0.07065300428412725,3.3257177871148462,46.32076002550925,46.250107021225126
14,Oklahoma,10,2,sec,1,6,2,1.0,0.6875,0.6875,-2.1687697160883257,-3.179524492872994,3.254171754171754,45.32426337880815,42.144738885935155
15,USC,9,3,big ten,2,7,2,0.9166666666666666,0.8333333333333334,0.7638888888888888,6.184931506849315,9.067417839196898,2.1312830687830684,29.684614839546,38.75203267874289
16,James Madison,12,1,sun belt,9,9,0,0.33333333333333337,0.9285714285714286,0.3095238095238096,14.375892149088024,21.07577436915134,1.2036064425770312,16.7638894099111,37.83966377906244
17,North Texas,11,2,american athletic,7,7,2,0.5,0.7857142857142857,0.39285714285714285,15.844303462860166,23.228538539139496,0.8452380952380953,11.772517537607385,35.00105607674688
18,Texas,9,3,sec,1,6,2,1.0,0.625,0.625,-0.7300469483568044,-1.0702852110247338,2.1967592592592595,30.596570423445172,29.52628521242044
19,Tulane,11,2,american athletic,7,8,1,0.5,0.9285714285714286,0.4642857142857143,-4.031339031339034,-5.910143937428224,2.3960278555866785,33.371993180861395,27.461849243433168
20,Arizona,9,3,big 12,3,7,3,0.8333333333333334,0.75,0.625,4.176470588235292,6.122914033034654,1.4618055555555558,20.36009928599118,26.483013319025833
21,Michigan,9,3,big ten,2,7,2,0.9166666666666666,0.7777777777777778,0.7129629629629629,1.5201409869083573,2.2286024489556295,1.7149216524216522,23.88551266500773,26.11411511396336
22,South Florida,9,3,american athletic,7,6,2,0.5,0.7142857142857143,0.35714285714285715,10.625968992248065,15.578200129195155,0.23074229691876735,3.2137899988745904,18.79199012806974
23,Georgia Tech,9,3,acc,4,6,2,0.75,0.6470588235294117,0.48529411764705876,-3.1257346767422334,-4.582482819268412,1.362570028011204,18.977942003976437,14.395459184708029
24,Virginia,10,3,acc,4,7,3,0.75,0.8823529411764706,0.6617647058823529,0.13213102686786904,0.19371067065275252,0.955882352941176,13.313576171362113,13.507286842014866
