,Team Name,W,L,Conf.,Conf. Rank,Conf. W,Conf. L,C,c,Cc,N_raw,N_adj,SOR_raw,SOR_adj,SPI
1,Georgia,15,0,sec,1,9,0,1.0,1.0,1.0,19.1469696969697,35.0,6.79004329004329,65.0,100.0
2,Michigan,13,1,big ten,2,10,0,0.9090909090909091,1.0,0.9090909090909091,14.051489146895499,25.68563735801899,4.924242424242424,47.138986292636275,72.82462365065527
3,Tennessee,11,2,sec,1,6,2,1.0,0.9285714285714286,0.9285714285714286,18.652883010145114,34.09682658339417,3.634199134199134,34.789607905642335,68.8864344890365
4,Alabama,11,2,sec,1,6,2,1.0,0.8571428571428572,0.8571428571428572,14.369057908383752,26.26614209730669,3.637662337662338,34.8227605992987,61.08890269660539
5,Ohio State,11,2,big ten,2,8,1,0.9090909090909091,0.9285714285714286,0.8441558441558441,17.05685618729097,31.179344617110182,3.044372294372294,29.14328976729359,60.32263438440377
6,Penn State,11,2,big ten,2,7,2,0.9090909090909091,0.8571428571428572,0.7792207792207793,10.980148883374696,20.071333323253576,3.1212121212121207,29.878865157794067,49.95019848104765
7,TCU,13,2,big 12,3,9,1,0.8181818181818181,1.0,0.8181818181818181,1.2962199312714784,2.3694453123661585,4.6695592286501375,44.7009447358507,47.07039004821686
8,LSU,10,4,sec,1,6,3,1.0,0.7857142857142857,0.7857142857142857,7.284679089026914,13.316142039765904,2.9083038173947267,27.84072796823833,41.15687000800423
9,Florida State,10,3,acc,4,5,3,0.7272727272727273,0.8571428571428572,0.6233766233766235,11.137772675086108,20.3594641761881,1.72987012987013,16.55977048135161,36.91923465753971
10,Tulane,12,2,american athletic,7,8,1,0.4545454545454546,1.0,0.4545454545454546,7.873015873015872,14.391601382184586,2.0387052341597793,19.51619961167299,33.90780099385758
11,Washington,11,2,pac-12,5,7,2,0.6363636363636364,0.8333333333333334,0.5303030303030303,8.396839594514015,15.349133072190687,1.4186147186147187,13.580172138986294,28.92930521117698
12,Utah,10,4,pac-12,5,8,2,0.6363636363636364,1.0,0.6363636363636364,12.56812780565091,22.974104004948643,0.5984848484848482,5.729199872489637,28.70330387743828
13,Clemson,11,3,acc,4,9,0,0.7272727272727273,1.0,0.7272727272727273,3.469278033794165,6.341720549232033,2.210743801652893,21.16309734256818,27.504817891800215
14,Oregon,10,3,pac-12,5,7,2,0.6363636363636364,0.75,0.4772727272727273,5.829059829059827,10.655320254117433,1.6958874458874456,16.23445967484858,26.88977992896601
15,Kansas State,10,4,big 12,3,8,2,0.8181818181818181,0.9,0.7363636363636363,1.254108723135273,2.2924674768081665,2.1792207792207785,20.86133248326426,23.153799960072423
16,USC,11,3,pac-12,5,8,2,0.6363636363636364,0.9166666666666666,0.5833333333333333,5.9135208487540085,10.809712084056152,1.0731995277449824,10.273567681919612,21.083279765975764
17,Troy,12,2,sun belt,6,8,1,0.5454545454545454,0.9285714285714286,0.5064935064935064,-0.6304868316041485,-1.152508175204228,2.059622195985832,19.716434346654303,18.563926171450074
18,Oregon State,10,3,pac-12,5,6,3,0.6363636363636364,0.6666666666666667,0.4242424242424243,6.052138791995596,11.063100901724955,0.7813852813852815,7.480076506216132,18.543177407941087
19,Minnesota,9,4,big ten,2,5,4,0.9090909090909091,0.7142857142857143,0.6493506493506493,7.146300565919096,13.063190873841188,0.5595238095238093,5.3562320688555936,18.41942294269678
20,Mississippi State,9,4,sec,1,4,4,1.0,0.7142857142857143,0.7142857142857143,-0.8933183604716461,-1.6329551417975015,1.6468909878000786,15.765424406642131,14.13246926484463
21,James Madison,8,3,sun belt,6,6,2,0.5454545454545454,1.0,0.5454545454545454,10.76658476658477,19.680945486120773,-0.6304604486422671,-6.03529718607819,13.645648300042582
22,Notre Dame,9,4,fbs independents,8,1,0,0.36363636363636365,0.4285714285714286,0.15584415584415587,1.2959582790091257,2.368967021058068,1.015053128689492,9.716941490132433,12.0859085111905
23,Texas,8,5,big 12,3,6,3,0.8181818181818181,0.8,0.6545454545454545,2.4591346153846168,4.495213232205796,0.6614718614718611,6.332164488364676,10.827377720570471
24,UCLA,9,4,pac-12,5,6,3,0.6363636363636364,0.5833333333333333,0.37121212121212116,5.223227752639519,9.547880120754362,0.07034632034632038,0.6734140898948042,10.221294210649166
