rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Notre Dame,fbs independents,1,0,69.67983243566727,0.13370949816192187,1.0
2,Texas Tech,big 12,1,0,64.96319569120287,0.1846627340343678,0.8999999999999999
3,Virginia,acc,1,0,59.70441138753527,0.1140035906642729,0.8571428571428572
4,Kansas State,big 12,1,0,57.773163507599136,0.21800875327834268,0.7714285714285715
5,Iowa,big ten,1,0,57.25583482944345,0.15016670941266994,0.8
6,Louisville,acc,1,0,51.47085622494296,0.1440652798963297,0.7142857142857142
7,SMU,american athletic,1,0,51.30270244732118,0.16579149849489075,0.7000000000000001
8,Oklahoma,big 12,1,0,49.37953486832851,0.21696630236040676,0.6428571428571427
9,Michigan State,big ten,1,0,48.07569248525264,0.1001218261092588,0.6857142857142858
10,New Mexico State,conference usa,1,0,46.90552995391705,0.17281105990783413,0.6285714285714286
11,North Texas,american athletic,1,0,44.64183123877918,0.16119517825083357,0.6000000000000001
12,Michigan,big ten,1,0,44.23630128486212,0.20266983262871374,0.5714285714285714
13,NC State,acc,1,0,40.872659656322135,0.10656578609899976,0.5714285714285714
14,Texas,big 12,1,0,39.87830212875096,0.18427802000512955,0.5142857142857142
15,UAB,american athletic,1,0,37.60006336466363,0.14571609613324685,0.49999999999999994
16,Navy,american athletic,1,0,36.973967684021545,0.31354193382918705,0.39999999999999997
17,Missouri,sec,1,0,35.85176851873442,0.148826039310779,0.4714285714285715
18,Wisconsin,big ten,1,0,34.43152090279559,0.13477814824313927,0.45714285714285713
19,UNLV,mountain west,1,0,32.360253663056696,0.18172153323019138,0.4
20,Pittsburgh,acc,1,0,32.18725955373173,0.12371761990253914,0.4285714285714286
21,Arkansas,sec,1,0,31.591067769254487,0.07720511086758843,0.4444444444444445
22,South Carolina,sec,1,0,30.066336768100427,0.2753647239865426,0.3142857142857144
23,Oklahoma State,big 12,1,0,28.436110630632783,0.09613377312012027,0.38571428571428573
24,New Mexico,mountain west,1,0,28.345302214242974,0.19081815850218006,0.33333333333333337
25,Northwestern,big ten,1,0,27.3063996342429,0.14344815281510312,0.3428571428571429
26,Toledo,mid-american,1,0,26.109627468581685,0.18884649910233395,0.3
27,Middle Tennessee,conference usa,1,0,25.800418910831844,0.11810720697614774,0.3333333333333334
28,Tulane,american athletic,1,0,25.793761220825857,0.17982174916645297,0.30000000000000004
29,Georgia Tech,acc,1,0,25.106727117788687,0.18672281561028883,0.2857142857142858
30,Liberty,conference usa,1,0,24.376250320595023,0.1393214377312864,0.3
31,Washington,pac-12,1,0,23.786681899787823,0.3081909114225093,0.19999999999999996
32,Penn State,big ten,1,0,22.80447978114047,0.2270667692570745,0.22857142857142865
33,Colorado State,mountain west,1,0,21.81268701376422,0.1279815337265966,0.2666666666666667
34,San José State,mountain west,1,0,21.453770197486534,0.24153629135675814,0.2
35,West Virginia,big 12,1,0,21.22056937676328,0.1287509617850731,0.25714285714285723
36,Western Kentucky,conference usa,1,0,20.611410333133854,0.17619902539112595,0.22222222222222224
37,Rice,american athletic,1,0,20.06912028725315,0.2019748653500898,0.20000000000000007
38,Eastern Michigan,mid-american,1,0,19.508527827648113,0.09310079507566042,0.24999999999999997
39,Miami (OH),mid-american,1,0,19.414604636640387,0.18327441818972537,0.2
40,California,pac-12,1,0,18.042090564532213,0.20596449231996808,0.1666666666666666
41,Georgia,sec,1,0,16.35644767214265,0.17549034165305546,0.15714285714285708
42,Tennessee,sec,0,1,15.363554757630164,0.4389587073608618,0.0
43,Clemson,acc,1,0,14.69342842250701,0.15450611819407792,0.1428571428571428
44,UCLA,pac-12,1,0,13.112948439320924,0.12703662207583594,0.1333333333333333
45,Ohio,mid-american,1,0,12.855660576618439,0.0887331593319554,0.15
46,Northern Illinois,mid-american,1,0,12.816202872531418,0.1804629392151834,0.09999999999999998
47,Ole Miss,sec,1,0,12.815080789946142,0.1804308797127469,0.10000000000000003
48,Ohio State,big ten,1,0,12.649712677540323,0.14917546425625422,0.11428571428571424
49,TCU,big 12,1,0,12.589638368812514,0.12092844319056172,0.1285714285714285
50,App State,sun belt,1,0,12.25368437666463,0.2174522066802139,0.07142857142857144
51,Wyoming,mountain west,1,0,12.167564332734889,0.10002564760194924,0.1333333333333333
52,Army,fbs independents,1,0,11.999422928956147,0.10406514490895102,0.12857142857142861
53,LSU,sec,1,0,11.034848679148501,0.15609771736342654,0.08571428571428574
54,Arizona,pac-12,1,0,10.956912028725313,0.12734034367786615,0.09999999999999998
55,Oregon,pac-12,1,0,10.658031974010429,0.18070567544791705,0.06666666666666664
56,UTSA,american athletic,1,0,10.545268017440367,0.115579086212582,0.09999999999999996
57,Jacksonville State,conference usa,1,0,10.500947536405352,0.09367786611951784,0.11111111111111117
58,Mississippi State,sec,1,0,10.080517831338872,0.07576989722192684,0.11428571428571432
59,Old Dominion,sun belt,1,0,9.706206719671712,0.1711977430110285,0.05714285714285716
60,South Alabama,sun belt,1,0,9.276352911002823,0.21197743011028472,0.028571428571428588
61,Boise State,mountain west,1,0,8.75284260921604,0.12627169359664872,0.06666666666666671
62,Troy,sun belt,1,0,7.750821136933375,0.14186019574911682,0.04285714285714287
63,Ball State,mid-american,1,0,6.19566480092935,0.08416185145512425,0.05000000000000002
64,Washington State,pac-12,1,0,5.455490724117295,0.09396640164144654,0.03333333333333334
65,Texas A&M,sec,1,0,4.8020410091656425,0.13720117169044693,0.0
66,Florida State,acc,1,0,4.212220640128769,0.12034916114653625,0.0
67,Alabama,sec,1,0,3.382976987106251,0.09665648534589288,0.0
68,UConn,fbs independents,1,0,3.3254184282156714,0.09501195509187634,0.0
69,Arkansas State,sun belt,1,0,2.9483200820723265,0.05770710438573994,0.014285714285714285
70,Kentucky,sec,0,1,0.8404719158758691,0.3158502180046166,-0.15714285714285708
71,Vanderbilt,sec,0,0,0.0,0.0,0.0
72,North Carolina,acc,0,1,-2.0394973070018003,0.31315721979994876,-0.20000000000000007
73,Minnesota,big ten,0,1,-4.0000000000000036,1.0,-0.6
74,Florida,sec,0,1,-15.07471725587205,0.15296726207712485,-0.31428571428571417
75,Syracuse,acc,0,1,-16.10405931590852,0.17661871342302224,-0.34285714285714297
76,Baylor,big 12,0,1,-19.788678846763137,0.1774663186639108,-0.40000000000000013
77,UL Monroe,sun belt,0,1,-20.730315465503995,0.8668889458835599,-0.7857142857142859
78,Boston College,acc,0,1,-22.29741600410361,0.2649717876378559,-0.48571428571428565
79,Rutgers,big ten,0,1,-25.351372146704286,0.6022056937676328,-0.7142857142857143
80,Cincinnati,big 12,0,1,-27.89394716593999,0.1846627340343678,-0.5285714285714287
81,Georgia State,sun belt,0,1,-30.044755065401386,0.30892536547832783,-0.6285714285714286
82,Miami,acc,0,1,-35.820801859864815,0.143895457065087,-0.6285714285714286
83,Houston,big 12,0,1,-38.297768658630424,0.12618620159015134,-0.6571428571428571
84,Iowa State,big 12,0,1,-43.11025262887922,0.22746216978712494,-0.7857142857142859
85,South Florida,american athletic,0,1,-44.06014362657091,0.22685303924083103,-0.8
86,Purdue,big ten,0,1,-44.85804052321107,0.25711720954090794,-0.8285714285714284
87,Charlotte,american athletic,0,1,-45.27737881508078,0.3777891767119775,-0.8999999999999999
88,Virginia Tech,acc,0,1,-45.564760194921774,0.13080276994101053,-0.7714285714285715
89,Florida Atlantic,american athletic,0,1,-46.87612208258527,0.5178250833547065,-0.9999999999999999
90,Wake Forest,acc,0,1,-50.673249551166975,0.4093357271095153,-1.0000000000000002
91,Duke,acc,0,1,-53.898948448320084,0.15798922800718135,-0.9142857142857144
92,BYU,big 12,0,1,-54.56883175173122,0.1388497050525776,-0.9142857142857144
93,Maryland,big ten,0,1,-54.6586945370608,0.18934342139010005,-0.942857142857143
94,Kansas,big 12,0,1,-61.249209198939916,0.18675728819355392,-1.0428571428571431
95,Nebraska,big ten,0,1,-62.564745108097085,0.1757011601768176,-1.057142857142857
96,Florida International,conference usa,0,1,-66.35637342908439,0.1469607591690177,-1.1
97,Temple,american athletic,0,1,-66.53254039497307,0.14192741728648373,-1.1
98,UCF,big 12,0,1,-67.43100795075662,0.24890997691715827,-1.1714285714285717
99,Louisiana Tech,conference usa,0,1,-69.17805470482628,0.25205557986210647,-1.2
100,Indiana,big ten,0,1,-70.69402410874585,0.15568094383175177,-1.1714285714285717
101,Utah State,mountain west,0,1,-71.27378815080792,0.5636060528340601,-1.4000000000000001
102,Illinois,big ten,0,1,-72.95272949671516,0.3033914021346697,-1.285714285714286
103,Southern Miss,sun belt,0,1,-75.8368171325981,0.16792767376250323,-1.2571428571428571
104,East Carolina,american athletic,0,1,-78.63285457809695,-0.018081559374198513,-1.2
