rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Indiana,big ten,13,0,99.57710735041042,0.9921824104234528,0.9977034305475319
2,Texas Tech,big 12,12,1,95.46515352892945,1.0,0.9302331312142992
3,Ohio State,big ten,12,1,94.85869834686146,0.9192182410423453,0.9644009216981443
4,Georgia,sec,12,1,90.78827361563518,0.7368078175895765,1.0
5,Oregon,big ten,11,1,90.65520967126417,0.8610206297502714,0.9310690404616104
6,Notre Dame,fbs independents,10,2,86.3359063533033,0.8793702497285559,0.8547376555815976
7,Utah,big 12,10,2,84.24457205840551,0.8454940282301846,0.8408043241592161
8,Ole Miss,sec,11,1,83.02174394909152,0.7565689467969599,0.8698743201722757
9,BYU,big 12,11,2,82.53556444883505,0.6846905537459282,0.9010983856573472
10,Oklahoma,sec,10,2,82.3479564063684,0.6775244299674267,0.9020707901155148
11,Texas A&M,sec,11,1,81.16807378523477,0.7099891422366992,0.8664377508761583
12,Alabama,sec,10,3,80.9156103575074,0.7003257328990228,0.86775707240064
13,Miami,acc,10,2,80.85320330935072,0.8087947882736156,0.8083905495349872
14,Vanderbilt,sec,10,2,79.59082521556124,0.762214983713355,0.8140507813168278
15,James Madison,sun belt,12,1,79.00336272716336,0.8293159609120522,0.7688816014652544
16,USC,big ten,9,3,77.95385573634492,0.7043431053203041,0.820028416155912
17,North Texas,american athletic,11,2,76.90922095060282,0.8019543973941368,0.7513971852585851
18,Texas,sec,9,3,75.92745006686282,0.632356134636265,0.8276151593014391
19,Tulane,american athletic,11,2,75.6539694243797,0.575244299674267,0.8541602913196976
20,Arizona,big 12,9,3,74.6141483438641,0.6972855591748099,0.7724485195807039
21,South Florida,american athletic,9,3,73.69707750550856,0.798914223669924,0.7036166104163265
22,Michigan,big ten,9,3,73.24329924911925,0.616829533116178,0.7946810090777388
23,Iowa,big ten,8,4,72.46236280598413,0.6986970684039088,0.7385840832591896
24,Virginia,acc,10,3,70.95787715396811,0.6625407166123778,0.7349069549620754
25,Georgia Tech,acc,9,3,70.7660008452031,0.60271444082519,0.7641691602510992
26,Tennessee,sec,8,4,69.42967734275275,0.6690553745928338,0.707888295876978
27,Missouri,sec,8,4,69.09623628686299,0.6817589576547232,0.6959180425991951
28,Washington,big ten,8,4,68.96842669838577,0.7085776330076005,0.6795109160479961
29,Illinois,big ten,8,4,68.08842457644462,0.5688382193268187,0.7412167215385534
30,Iowa State,big 12,8,4,67.61775214571064,0.5885993485342019,0.7233349991848242
31,Navy,american athletic,9,2,66.76632985425744,0.55972756884809,0.725782537608835
32,Louisville,acc,8,4,66.64438856568373,0.6196525515743755,0.6916392193935477
33,TCU,big 12,8,4,66.47264008672656,0.5603691639522259,0.7209187592061331
34,Houston,big 12,9,3,66.44114999784962,0.5758957654723127,0.7120738185587489
35,Old Dominion,sun belt,9,3,66.22746183804662,0.6930510314875135,0.6457027036305177
36,LSU,sec,7,5,65.77587147232087,0.5250814332247556,0.7292003278377606
37,East Carolina,american athletic,8,4,65.74661717430212,0.6888165038002172,0.6405852237122233
38,SMU,acc,8,4,65.44896544785563,0.6732899022801303,0.6443664441238627
39,Duke,acc,8,5,63.96399957844975,0.555700325732899,0.6848382796584351
40,San Diego State,mountain west,9,3,63.711669619560375,0.6704668838219328,0.6191589028583496
41,Pittsburgh,acc,8,4,63.46994555582193,0.6380021715526601,0.6329210700227512
42,New Mexico,mountain west,9,3,63.18104873516831,0.5575461454940281,0.6717989791211896
43,UNLV,mountain west,10,3,63.178527594338554,0.5856677524429966,0.6566177885974411
44,Arizona State,big 12,8,4,62.762840444041736,0.494028230184582,0.699566959808944
45,Boise State,mountain west,9,4,62.66364997792937,0.6078175895765473,0.6367697591192341
46,Wake Forest,acc,8,4,62.08888481485412,0.5561346362649294,0.6557565007012551
47,UConn,fbs independents,9,3,62.02311031222192,0.653528773072747,0.6023015885334734
48,Penn State,big ten,6,6,61.97168175035377,0.6408251900108578,0.6083507707688269
49,Kennesaw State,conference usa,10,3,61.71249966728997,0.5335504885993485,0.6621266548663503
50,Nebraska,big ten,7,5,61.60183664892192,0.5716612377850163,0.6399029742530208
51,Memphis,american athletic,8,4,61.16394118991072,0.6704668838219328,0.5799630808637396
52,Cincinnati,big 12,7,5,60.787687305911284,0.5829533116178067,0.6212972522967394
53,Toledo,mid-american,8,4,59.881049690059896,0.7946796959826277,0.4933424666256605
54,NC State,acc,7,5,59.83386906145677,0.4883821932681867,0.657546035339542
55,Clemson,acc,7,5,58.09699050978365,0.6055374592833876,0.5677412220748473
56,Northwestern,big ten,6,6,57.287288752814725,0.49261672095548326,0.6160877464518894
57,Florida State,acc,5,7,57.245696219043985,0.6521172638436482,0.5295629536079431
58,Hawai'i,mountain west,8,4,56.97166605796795,0.5504885993485342,0.5800702320118346
59,Auburn,sec,5,7,56.903567970909165,0.5688382193268187,0.5691420045303155
60,Minnesota,big ten,7,5,56.67993638718225,0.46297502714440825,0.6227047759558149
61,Mississippi State,sec,5,7,56.638273860196705,0.4883821932681867,0.6083830322432334
62,Fresno State,mountain west,8,4,56.025500417927255,0.5730727470141151,0.5533531426528189
63,Kansas State,big 12,6,6,54.71900740434074,0.5123778501628664,0.5659351176713912
64,Western Michigan,mid-american,9,4,54.24361825239661,0.5570032573289903,0.5345923730135683
65,Western Kentucky,conference usa,8,4,54.24252188339241,0.5730727470141151,0.5259227036599751
66,California,acc,7,5,54.10576138533215,0.4375678610206297,0.5967828653786171
67,Ohio,mid-american,8,4,53.905903865187234,0.5631921824104235,0.5260642689357293
68,South Carolina,sec,4,8,53.34707878529715,0.4756786102062975,0.5645896527396421
69,Utah State,mountain west,6,6,52.27560006806473,0.5250814332247556,0.5215038446953583
70,UTSA,american athletic,6,6,52.045855296066,0.5363735070575462,0.511888962293106
71,Washington State,pac-12,6,6,51.390941363149054,0.48979370249728554,0.5268947965499087
72,Kansas,big 12,5,7,50.35029100166126,0.4883821932681867,0.5116448344196112
73,Troy,sun belt,8,5,50.20656406694521,0.4631921824104234,0.5229975028089292
74,Florida,sec,4,8,50.057282015069084,0.4248642779587405,0.5413389582540487
75,Baylor,big 12,5,7,50.01760646219849,0.4403908794788273,0.5323680873913774
76,Kentucky,sec,5,7,49.9509861535144,0.4079261672095548,0.548824158479692
77,Texas State,sun belt,6,6,49.912211911910745,0.558957654723127,0.4669029845630969
78,Army,american athletic,6,5,49.660867544391664,0.47349718685223585,0.5090533231471293
79,Louisiana Tech,conference usa,7,5,49.63301205046889,0.5730727470141151,0.45500716776884403
80,Wisconsin,big ten,4,8,49.463742322823556,0.31758957654723124,0.5899708791333917
81,Missouri State,conference usa,7,5,48.77616811898594,0.41639522258414763,0.5261897742852427
82,Rutgers,big ten,5,7,48.76549606517602,0.4121606948968512,0.5283057191351728
83,Florida International,conference usa,7,5,48.04403021398637,0.49120521172638437,0.47464381236250636
84,Jacksonville State,conference usa,8,5,47.93554764634863,0.5140065146579804,0.46069722512798944
85,Southern Miss,sun belt,7,5,47.6626235064337,0.5067318132464712,0.4604155391201109
86,Central Michigan,mid-american,7,5,47.615907713217,0.48555917480998917,0.47109748607488267
87,UCF,big 12,5,7,47.40996636380942,0.4785016286644951,0.4717293747777244
88,Temple,american athletic,5,7,44.91236212227469,0.4347448425624321,0.4568660405013779
89,Michigan State,big ten,4,8,43.53432553356572,0.3754614549402823,0.46758730170239754
90,Georgia Southern,sun belt,6,6,43.32367144988963,0.35852334419109666,0.4734669908184807
91,Miami (OH),mid-american,7,6,43.23975031277493,0.5179153094462541,0.3863494535716313
92,Louisiana,sun belt,6,6,42.59720879200959,0.41639522258414763,0.4311288615625295
93,West Virginia,big 12,4,8,42.229272112131675,0.311943539630836,0.4817115111546526
94,Maryland,big ten,4,8,41.52644380286906,0.41498371335504886,0.41541559746834383
95,Marshall,sun belt,5,7,40.97855265184243,0.4742671009771987,0.37506467873293026
96,Arkansas State,sun belt,6,6,40.94145843769985,0.41639522258414763,0.40565577918853357
97,Delaware,conference usa,6,6,40.031944163887985,0.4192182410423453,0.39014316503701385
98,Stanford,acc,4,8,39.480819286356535,0.2907709011943539,0.4508282729931408
99,Arkansas,sec,2,10,39.457587893478454,0.45027144408251896,0.36458595923985054
100,North Carolina,acc,4,8,39.34384948071784,0.3768729641693811,0.4023583959198384
101,Colorado,big 12,3,9,38.98655761298839,0.3034744842562431,0.4363838563695367
102,Air Force,mountain west,4,8,38.496169034772045,0.45732899022801304,0.3459946827198706
103,Coastal Carolina,sun belt,6,6,38.009995182723934,0.27806731813246466,0.4350406007398103
104,Buffalo,mid-american,5,7,37.163647748698786,0.4742671009771987,0.316373834069182
105,UCLA,big ten,3,9,37.04437582158039,0.20749185667752443,0.45818708981333894
106,App State,sun belt,5,7,36.66679740904426,0.38957654723127033,0.35433258855307376
107,Rice,american athletic,5,7,36.444731225345905,0.25548317046688385,0.42312031167699954
108,Purdue,big ten,2,10,35.02388988651269,0.24419109663409355,0.407341561604914
109,Virginia Tech,acc,3,9,34.973985298461066,0.31758957654723124,0.36705154029704573
110,Syracuse,acc,3,9,34.55546126185347,0.21596091205211726,0.4153358360004518
111,Tulsa,american athletic,4,8,33.98860038758704,0.36840390879478824,0.32453020891953005
112,Florida Atlantic,american athletic,4,8,33.68203951440228,0.3500542888165038,0.3296944523973022
113,South Alabama,sun belt,4,8,33.30675605052413,0.39945711183496196,0.2973193405584686
114,Wyoming,mountain west,4,8,33.167036551826,0.38957654723127016,0.3004901138266392
115,Liberty,conference usa,4,8,32.69656033237908,0.45027144408251896,0.26057015060755245
116,UAB,american athletic,4,8,32.61455591967658,0.2653637350705754,0.358874233726253
117,Akron,mid-american,5,7,32.30168002052915,0.37828447339847987,0.29325728387049776
118,Kent State,mid-american,5,7,31.701213484781615,0.2568946796959826,0.349383072237265
119,Boston College,acc,2,10,30.131733100080794,0.341585233441911,0.2796346143017524
120,Bowling Green,mid-american,4,8,29.89732816608622,0.4022801302931598,0.24334651701270194
121,New Mexico State,conference usa,4,8,29.75247067686315,0.36416938110749186,0.26163911289386055
122,Eastern Michigan,mid-american,4,8,27.54852096110098,0.36981541802388707,0.22469202046561437
123,Nevada,mountain west,3,9,27.204312832223877,0.29782844733984803,0.25815872577429533
124,San José State,mountain west,3,9,26.763233934515874,0.27806731813246466,0.26201350461353246
125,Oregon State,pac-12,2,10,24.366975115201818,0.2752442996742671,0.22666807117849955
126,UL Monroe,sun belt,3,9,23.897512585572002,0.2060803474484256,0.2566876988442632
