rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Georgia,sec,6,0,95.96173512868586,1.0,0.9378728481336287
2,Iowa,big ten,6,0,90.90536105032822,0.7401531728665206,1.0
3,Pittsburgh,acc,4,1,86.44270634613085,0.9256017505470457,0.8314868473382193
4,Coastal Carolina,sun belt,6,0,86.39779036450707,0.9917943107221004,0.7951536844497471
5,Michigan,big ten,6,0,86.05435407054279,0.8140043763676147,0.885603090733481
6,Cincinnati,american athletic,5,0,84.13177194945487,0.9091903719912471,0.804770906611711
7,Wake Forest,acc,6,0,83.98118169384895,0.7210065645514223,0.903783875916141
8,Oklahoma,big 12,6,0,81.03217569728885,0.7210065645514222,0.8584145528921393
9,Baylor,big 12,5,1,79.04197074166636,0.7729759299781178,0.7998125106528037
10,Alabama,sec,5,1,78.32240764368743,0.8030634573304156,0.7725413328788137
11,SMU,american athletic,6,0,77.81260030842823,0.7401531728665205,0.7985729116630769
12,Kentucky,sec,6,0,77.77983307219588,0.6580962800875272,0.8422532810635759
13,Ohio State,big ten,5,1,77.56206332969737,0.896061269146608,0.7107679832240936
14,Notre Dame,fbs independents,5,1,76.74301818868524,0.5459518599562362,0.8866877398494919
15,Oklahoma State,big 12,5,0,76.7388628252502,0.548140043763676,0.8854455583618698
16,Penn State,big ten,5,1,75.47555965526624,0.6745076586433258,0.7979660246576898
17,Boston College,acc,4,1,75.28569298313396,0.7450765864332602,0.7570463455072284
18,Michigan State,big ten,6,0,74.67489227847481,0.721006564551422,0.7606101926026929
19,Florida,sec,4,2,74.51857430248229,0.710065645514223,0.7640965647612997
20,Texas,big 12,4,2,73.63688493927573,0.6881838074398248,0.7623146412135673
21,NC State,acc,4,1,72.53738030079873,0.7056892778993433,0.7359731626818724
22,San Diego State,mountain west,5,0,72.33624519295141,0.7483588621444199,0.7099028464291801
23,UTSA,conference usa,6,0,71.91960146926387,0.6854485776805251,0.737367711545315
24,Ole Miss,sec,4,1,71.58623711487537,0.6859956236323849,0.7319444659652601
25,Houston,american athletic,5,1,70.94243047658544,0.7811816192560173,0.670785750809613
26,Arkansas,sec,4,2,70.28168484185737,0.5650984682713347,0.776972899267087
27,Auburn,sec,4,2,68.4677179484406,0.6963894967177241,0.678370547128004
28,Liberty,fbs independents,5,1,67.84033400479407,0.7811816192560173,0.6230611897051302
29,Iowa State,big 12,3,2,67.60580448669056,0.735229759299781,0.6441963524799726
30,Oregon,pac-12,4,1,66.90687084245386,0.6663019693654265,0.6705584909948298
31,Texas A&M,sec,4,2,66.56555920397898,0.5924507658643324,0.705073575365036
32,Army,fbs independents,4,1,66.15086303406522,0.659737417943107,0.6624623600931765
33,Clemson,acc,3,2,65.95522503010757,0.5842450765864332,0.7001022669166523
34,Tennessee,sec,4,2,65.74627778136237,0.7647702407002186,0.5996818362593033
35,App State,sun belt,4,1,65.72448339220468,0.6859956236323849,0.6417636394626337
36,Wyoming,mountain west,4,1,64.84335825110395,0.5514223194748358,0.7006704164536105
37,Air Force,mountain west,5,1,64.19498747160763,0.7073304157549233,0.606744968002851
38,Arizona State,pac-12,5,1,63.99879448489659,0.7182713347921224,0.5978353502641894
39,Louisiana,sun belt,4,1,63.45201815542357,0.5284463894967176,0.6916368388159763
40,Kansas State,big 12,3,2,63.14035954044286,0.5317286652078774,0.6850747116641099
41,Nevada,mountain west,4,1,62.92556482704321,0.6334792122538292,0.6269814215101415
42,Virginia,acc,4,2,62.54491054255544,0.5295404814004374,0.6770922106698481
43,Eastern Michigan,mid-american,4,2,62.3052926983336,0.5432166301969364,0.6660417021760127
