name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,53.544117647058826,12.150735294117649,0.8150428115731154,
big ten,True,47.393382352941174,12.075367647058822,0.7969459985780964,
big 12,True,36.560661764705884,11.636029411764707,0.7585720279186848,
acc,True,36.63602941176471,21.272058823529413,0.6326582439210209,
fbs independents,False,13.347426470588234,8.832720588235293,0.6017735786507541,
american athletic,False,30.439338235294116,20.832720588235293,0.5936827764233472,
mountain west,False,27.318014705882355,26.347426470588232,0.5090429540316503,
sun belt,False,28.075367647058826,28.318014705882355,0.49784862116174455,
pac-12,False,6.954044117647058,8.757352941176471,0.4426114426114426,
conference usa,False,15.803308823529411,25.318014705882355,0.384309342869915,
mid-american,False,19.954044117647058,32.24264705882353,0.3822856136643775,
