name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,20.0,28.0,0.5,10.007633587786259
mid-american,False,18.0,30.0,0.25,10.007633587786259
sec,True,40.0,6.0,0.75,10.007633587786259
sun belt,False,31.0,22.0,0.25,10.007633587786259
pac-12,False,25.0,9.0,1.0,10.007633587786259
fbs independents,False,28.0,29.0,0.4444444444444444,10.007633587786259
big 12,True,25.0,5.0,0.6666666666666666,10.007633587786259
acc,True,34.0,14.0,1.0,10.007633587786259
conference usa,False,19.0,24.0,0.5,10.007633587786259
american athletic,False,23.0,19.0,0.75,10.007633587786259
big ten,True,32.0,10.0,0.6666666666666666,10.007633587786259
