name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,40.45112781954887,9.172932330827068,0.8151515151515152,
big ten,True,33.46616541353384,10.466165413533835,0.7617662159849392,
big 12,True,27.360902255639097,9.947368421052632,0.7333736396614269,
acc,True,35.6390977443609,15.639097744360903,0.6950146627565982,
pac-12,False,29.0,7.639097744360902,0.791504206854094,
sun belt,False,32.58646616541353,19.93233082706767,0.620472440944882,
mountain west,False,23.706766917293233,25.639097744360903,0.48042053938747525,
american athletic,False,24.466165413533837,27.94736842105263,0.4667909912494621,
conference usa,False,14.8796992481203,18.172932330827066,0.45018198362147405,
fbs independents,False,16.91729323308271,21.571428571428573,0.43953897245555773,
mid-american,False,21.466165413533833,30.639097744360903,0.41197691197691194,
