rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Michigan,big ten,10,0,96.60641728474687,1.0,0.9477910351499518
2,Georgia,sec,10,0,92.99548595592316,0.8732943469785575,0.9604643663334408
3,Ohio State,big ten,10,0,91.59574161136477,0.8421052631578948,0.9557239600128993
4,Florida State,acc,10,0,91.54925311774545,0.7953216374269005,0.980199935504676
5,Alabama,sec,9,1,89.08382066276803,0.6881091617933723,1.0
6,Penn State,big ten,8,2,87.28949537123472,0.865497076023392,0.8768784263140923
7,Oregon,pac-12,9,1,85.96320812062763,0.9551656920077973,0.8081909061593034
8,Washington,pac-12,10,0,85.6336058983677,0.7270955165692008,0.9259271202837795
9,Texas,big 12,9,1,83.54058647999484,0.686159844054581,0.9157691067397615
10,Ole Miss,sec,8,2,81.60953738748678,0.5964912280701755,0.9343437600773945
11,Oklahoma,big 12,8,2,80.91258494870233,0.8148148148148148,0.8060625604643664
12,James Madison,sun belt,10,0,80.72939151239021,0.699805068226121,0.8651725249919381
13,Louisville,acc,9,1,79.80973785102334,0.6900584795321637,0.8562721702676556
14,Liberty,conference usa,10,0,79.75068219834765,0.7426900584795322,0.8270235407932925
15,Missouri,sec,8,2,77.10785805748382,0.5906432748538012,0.8682360528861659
16,LSU,sec,7,3,77.06738661300858,0.7173489278752436,0.7993872944211545
17,Notre Dame,fbs independents,7,3,75.744589716076,0.773879142300195,0.7485972267010642
18,Kansas State,big 12,7,3,75.14970961388924,0.7816764132553607,0.7352466946146404
19,Iowa,big ten,8,2,71.739825799764,0.512670565302144,0.8276362463721381
20,North Carolina,acc,8,2,71.61485542298183,0.6666666666666667,0.7427926475330539
21,SMU,american athletic,8,2,70.41015128742349,0.8557504873294348,0.6224443727829733
22,Oregon State,pac-12,8,2,69.68743717834845,0.7251461988304094,0.6816510802966785
23,Toledo,mid-american,9,1,69.54157119661456,0.7017543859649124,0.6920025798129635
24,Troy,sun belt,8,2,69.51427509078691,0.6413255360623782,0.7241212512092874
25,Tennessee,sec,7,3,69.27502981180064,0.6159844054580897,0.7340857787810384
26,Tulane,american athletic,9,1,67.8086594716035,0.5536062378167641,0.745114479200258
27,UNLV,mountain west,8,2,66.50115286963333,0.621832358674464,0.6882618510158014
28,Kansas,big 12,7,3,65.64018052404651,0.5126705653021443,0.733795549822638
29,Texas A&M,sec,6,4,65.08698853982209,0.6549707602339182,0.6486617220251532
30,Memphis,american athletic,8,2,64.95813461418784,0.5964912280701755,0.6781683327958723
31,Utah,pac-12,7,3,64.46739497351356,0.5321637426900587,0.7052563689132539
32,Miami,acc,6,4,63.71872306801617,0.584795321637427,0.6653982586262496
33,Fresno State,mountain west,8,2,63.29900748862375,0.5555555555555557,0.6746855852950662
34,Auburn,sec,6,4,63.260332609803925,0.5575048732943471,0.6730409545307966
35,Air Force,mountain west,8,2,62.8431342967401,0.635477582846004,0.6246372138019994
36,Duke,acc,6,4,61.889484496292155,0.5575048732943471,0.6519509835536924
37,Rutgers,big ten,6,4,61.82351351164468,0.4990253411306043,0.6824250241857466
38,Oklahoma State,big 12,7,3,61.744675835563335,0.41520467836257313,0.7263463398903581
39,Arizona,pac-12,7,3,61.08602393870305,0.584795321637427,0.6248951950983554
40,Coastal Carolina,sun belt,7,3,60.0733184855794,0.5594541910331385,0.6229603353756853
41,Miami (OH),mid-american,8,2,59.278532423358364,0.6120857699805068,0.582392776523702
42,Clemson,acc,6,4,59.00032216231574,0.5633528265107213,0.6043534343760077
43,USC,pac-12,7,4,58.93037765195304,0.5649477228424598,0.6024185746533377
44,Kentucky,sec,6,4,58.840064168447206,0.46588693957115007,0.65436955820703
45,Maryland,big ten,6,4,56.377523316694045,0.5126705653021443,0.5912931312479845
46,NC State,acc,7,3,56.32503663221259,0.4912280701754387,0.6020316027088036
47,Jacksonville State,conference usa,7,3,55.805578656950885,0.5380116959064328,0.5688487584650113
