rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Texas,sec,2,0,83.89492753623189,0.5398550724637681,1.0
2,Missouri,sec,2,0,77.27175912963482,0.967391304347826,0.6678932842686293
3,Boston College,acc,2,0,77.08151771968336,0.5398550724637681,0.8951783105146383
4,Purdue,big ten,1,0,76.97792088316467,1.0,0.6458141674333027
5,BYU,big 12,2,0,73.02209578283534,0.39492753623188404,0.9107635694572216
6,Memphis,american athletic,2,0,72.52101582603362,0.5036231884057971,0.8445262189512419
7,Illinois,big ten,2,0,71.65653373865047,0.4673913043478261,0.8507359705611776
8,Indiana,big ten,2,0,71.18544591549671,0.6376811594202898,0.7517939282428703
9,Alabama,sec,2,0,71.08974545780073,0.605072463768116,0.7678801419371797
10,Ole Miss,sec,2,0,70.30393117608628,0.7355072463768116,0.6855565777368905
11,UCF,big 12,2,0,68.6758096342813,0.5905797101449275,0.7385464581416743
12,Syracuse,acc,2,0,68.58786138750528,0.35144927536231885,0.8659559499972941
13,California,acc,2,0,68.35943228937509,0.37318840579710144,0.8507359705611776
14,Oklahoma State,big 12,2,0,67.76712264842739,0.39855072463768115,0.8279668813247469
15,Nebraska,big ten,2,0,67.48565057397704,0.4673913043478261,0.7865685372585096
16,Tennessee,sec,2,0,67.46414947323676,0.6702898550724637,0.6769846853184697
17,Arizona State,big 12,2,0,67.1500639974401,0.45652173913043476,0.7872585096596135
18,USC,big ten,2,0,66.8716917989947,0.48188405797101447,0.7693192272309107
19,Louisville,acc,2,0,65.89212098182739,0.6340579710144928,0.6723091076356946
20,Ohio State,big ten,2,0,65.88036478540859,0.6521739130434783,0.6623735050597976
21,Georgia,sec,2,0,65.55907371548275,0.5579710144927537,0.7081552032036366
22,TCU,big 12,2,0,65.55472094841696,0.47101449275362317,0.7549109800313869
23,North Carolina,acc,2,0,65.35696191199972,0.35507246376811596,0.8142988566171638
24,Penn State,big ten,2,0,64.83034011972855,0.38768115942028986,0.7886384544618216
25,Oregon State,pac-12,2,0,64.62464834739944,0.4420289855072464,0.7562097516099356
26,Oregon,big ten,2,0,64.28134541285016,0.3297101449275362,0.8114075436982521
27,Pittsburgh,acc,2,0,64.26896257483033,0.39855072463768115,0.7741490340386383
28,UNLV,mountain west,2,0,64.18233270669174,0.5652173913043478,0.6830726770929163
29,Miami,acc,2,0,63.83283002013253,0.5398550724637681,0.6913523459061638
30,Washington State,pac-12,2,0,63.2374371691799,0.5036231884057971,0.701701931922723
31,Vanderbilt,sec,2,0,62.77066956537425,0.5072463768115942,0.6925699442610531
32,Iowa State,big 12,2,0,62.65031065424049,0.35144927536231885,0.7746090156393743
33,Kansas State,big 12,2,0,62.26956636020273,0.43478260869565216,0.7238796162439216
34,Louisiana,sun belt,2,0,62.16139354425824,0.4782608695652174,0.6988040478380865
35,Georgia Tech,acc,2,1,61.35721331184101,0.33816425120772947,0.7618686849164689
36,Oklahoma,sec,2,0,61.3465270912973,0.47101449275362317,0.6901695360756999
37,East Carolina,american athletic,2,0,61.26611364116864,0.44565217391304346,0.702589039295571
38,Washington,big ten,2,0,61.10173926376278,0.4746376811594203,0.6844526218951241
39,Rutgers,big ten,2,0,60.97801087956483,0.532608695652174,0.6513339466421343
40,South Carolina,sec,2,0,60.71711893429025,0.38768115942028986,0.7253581285320015
41,UCLA,big ten,1,0,60.70277188912443,0.30434782608695654,0.7700091996320146
42,Utah,big 12,2,0,60.68882244710212,0.5,0.6644434222631095
43,Arizona,big 12,2,0,60.665640041065025,0.4057971014492754,0.7148114075436983
44,Coastal Carolina,sun belt,2,0,59.551541271682474,0.4528985507246377,0.6723091076356946
45,Texas State,sun belt,2,0,59.547741899847814,0.4492753623188406,0.6742016033644369
46,UL Monroe,sun belt,2,0,59.501791356917145,0.43478260869565216,0.6812984623472204
47,Toledo,mid-american,2,0,59.43462261509539,0.4782608695652174,0.6568537258509659
48,Army,american athletic,2,0,59.386019797303334,0.47101449275362317,0.6600078853988697
49,Navy,american athletic,2,0,59.30515874603112,0.48188405797101447,0.6529110264160862
50,Northern Illinois,mid-american,2,0,59.221214484753936,0.431159420289855,0.6789328426862925
51,Duke,acc,2,0,57.93866578670186,0.38768115942028986,0.6826126954921803
52,James Madison,sun belt,2,0,57.05746055872052,0.391304347826087,0.6671047443816533
53,North Texas,american athletic,2,0,56.46935313063667,0.38768115942028974,0.6600078853988697
54,Arkansas State,sun belt,2,0,56.44727306145849,0.3079710144927536,0.702589039295571
55,San José State,mountain west,2,0,56.31691399010707,0.38405797101449274,0.6596136154553818
56,Wisconsin,big ten,2,0,56.137521165820026,0.38405797101449274,0.6568537258509659
57,Michigan,big ten,1,1,55.89783075343653,0.286231884057971,0.7058417663293468
58,Virginia,acc,2,0,55.67212213472246,0.36231884057971014,0.6613994263758861
