rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
59,Liberty,conference usa,2,0,55.64697745423517,0.36594202898550726,0.6590616375344986
60,Kentucky,sec,1,1,55.20566320204334,0.30434782608695654,0.6854382967538442
61,Michigan State,big ten,2,0,55.12907340849223,0.31521739130434784,0.6784071494283086
62,South Florida,american athletic,1,1,54.278645520845835,0.35144927536231885,0.6458141674333027
63,Ball State,mid-american,1,0,53.89821073823714,0.34057971014492755,0.6458141674333027
64,Louisiana Tech,conference usa,1,0,53.89821073823714,0.34057971014492755,0.6458141674333027
65,Maryland,big ten,1,1,53.832213378131534,0.427536231884058,0.5979760809567617
66,Baylor,big 12,1,1,51.49495686839193,0.39492753623188404,0.5795768169273229
67,Florida International,conference usa,1,1,50.04229830806768,0.32608695652173914,0.594296228150874
68,Eastern Michigan,mid-american,1,1,49.546401477274244,0.2572463768115942,0.6237350505979761
69,Mississippi State,sec,1,1,49.257179712811485,0.43478260869565216,0.5236890524379024
70,Sam Houston,conference usa,1,1,49.10963085286112,0.2427536231884058,0.624819292942568
71,SMU,acc,2,1,48.720551177952885,0.41304347826086957,0.5271389144434223
72,Stanford,acc,1,1,48.56590736370545,0.3804347826086957,0.5423183072677092
73,Tulane,american athletic,1,1,48.42671293148274,0.44565217391304346,0.5050597976080956
74,Fresno State,mountain west,1,1,48.0133128008213,0.26811594202898553,0.594296228150874
75,Western Kentucky,conference usa,1,1,47.811254216498014,0.16666666666666666,0.6458141674333027
76,Clemson,acc,1,1,47.65922934511191,0.33695652173913043,0.5517807859114207
77,Virginia Tech,acc,1,1,47.198157311802774,0.318840579710145,0.5544421080299645
78,Arkansas,sec,1,1,46.94980534111969,0.5072463768115942,0.44917203311867526
79,Colorado State,mountain west,1,1,46.45807501033292,0.17028985507246377,0.6230450781968722
80,Wake Forest,acc,1,1,46.30311748314381,0.39492753623188404,0.4997023648465826
81,Kansas,big 12,1,1,45.09454621815128,0.42391304347826086,0.4655013799448023
82,Georgia Southern,sun belt,1,1,44.21719797874752,0.2536231884057971,0.5436982520699172
83,LSU,sec,1,1,43.37383171339813,0.34057971014492755,0.48390064397424104
84,NC State,acc,1,1,42.90578376864926,0.1956521739130435,0.5547378104875805
85,Auburn,sec,1,1,42.25675384749316,0.5108695652173914,0.3750202933059148
86,Middle Tennessee,conference usa,1,1,42.103165873365064,0.13043478260869565,0.577506899724011
87,Buffalo,mid-american,1,1,41.80622775088997,0.20652173913043478,0.53196872125115
88,Iowa,big ten,1,1,41.61133554657813,0.42391304347826086,0.4119135234590616
89,Ohio,mid-american,1,1,41.1402035515218,0.2499999999999999,0.4983108238695662
90,Texas Tech,big 12,1,1,40.72213778115542,0.21014492753623187,0.5133394664213431
91,Florida,sec,1,1,40.09515305662283,0.3333333333333333,0.4373613290762487
92,Rice,american athletic,1,1,39.54305827766889,0.43478260869565216,0.37424103035878564
93,Cincinnati,big 12,1,1,39.4625460079636,0.3442028985507246,0.42177607013366525
94,Minnesota,big ten,1,1,39.08791491477596,0.4492753623188406,0.35943503436333135
95,Notre Dame,fbs independents,1,1,39.07047051451275,0.3115942028985506,0.43330266789328425
96,UAB,american athletic,1,1,38.93702823315639,0.32608695652173914,0.4234459193060849
97,Nevada,mountain west,1,2,38.75322606143373,0.26811594202898553,0.45183335523721907
98,Air Force,mountain west,1,1,38.69003573190406,0.3007246376811594,0.4333026678932843
99,Boise State,mountain west,1,1,38.60063216518959,0.3115942028985507,0.42607438559600475
100,Tulsa,american athletic,1,1,38.45186192552298,0.391304347826087,0.38086476540938363
101,UTSA,american athletic,1,1,38.35830995331616,0.18478260869565216,0.49062951767643587
102,Northwestern,big ten,1,1,38.21444691231959,0.286231884057971,0.43378970723524
103,Utah State,mountain west,1,1,38.04774475687639,0.18840579710144928,0.48390064397424104
104,Georgia State,sun belt,1,1,37.80964251626013,0.21014492753623187,0.46853184696141564
105,Central Michigan,mid-american,1,1,37.614288761782866,0.35507246376811596,0.3874885004599817
106,Bowling Green,mid-american,1,1,37.520882498033416,0.3442028985507246,0.39190432382704693
107,Colorado,big 12,1,1,37.30439115768703,0.23550724637681159,0.4471021159153634
108,West Virginia,big 12,1,1,37.01363612122182,0.3297101449275362,0.39190432382704693
109,San Diego State,mountain west,1,1,36.991986987187175,0.3188405797101449,0.39742410303587855
110,New Mexico State,conference usa,1,1,36.927039585083264,0.286231884057971,0.4139834406623736
111,Texas A&M,sec,1,1,34.40005733104009,0.39855072463768115,0.3146274149034039
112,Marshall,sun belt,1,1,34.39878777397924,0.37318840579710144,0.32826451647816446
113,Hawai'i,mountain west,1,1,34.05983760649575,0.34782608695652173,0.3367065317387305
114,App State,sun belt,1,1,29.95893105452253,0.21739130434782616,0.3438497754207479
115,UConn,fbs independents,1,1,29.765759369625215,0.29347826086956524,0.2999080036798528
116,Florida State,acc,0,2,29.579040367797056,0.21739130434782608,0.33800530331727907
117,Southern Miss,sun belt,1,1,28.908493660253594,0.2608695652173913,0.30427782888684457
118,Miami (OH),mid-american,0,1,28.805914430089462,0.2318840579710145,0.3183072677092917
119,Old Dominion,sun belt,0,2,28.574233221147345,0.2463768115942029,0.3069391510053884
120,Akron,mid-american,0,2,26.908923643054283,0.0,0.4139834406623736
121,Florida Atlantic,american athletic,0,2,26.72493338361704,0.19927536231884058,0.30385070311473256
122,Western Michigan,mid-american,0,2,19.551751263282807,0.028985507246376812,0.2851885924563018
123,Houston,big 12,0,2,19.31562737490501,0.1956521739130435,0.1918123275068998
124,Jacksonville State,conference usa,0,2,18.73494934152214,0.05434782608695652,0.2589657758227486
125,Wyoming,mountain west,0,2,14.54471821127155,0.11956521739130435,0.1593836246550138
126,Kennesaw State,conference usa,0,2,13.783177244338802,0.15217391304347827,0.1301090813510317
127,Troy,sun belt,0,2,13.407151809165729,0.19927536231884058,0.09896175581548167
128,New Mexico,mountain west,0,2,13.321433809314295,0.18840579710144928,0.1034958601655934
129,Charlotte,american athletic,0,2,12.678778423092773,0.13405797101449277,0.12287306827054655
130,UTEP,conference usa,0,2,10.7078716851326,0.15217391304347827,0.08279668813247477
131,Temple,american athletic,0,2,10.336736530538781,0.010869565217391304,0.15317387304507823
132,Kent State,mid-american,0,2,8.93486711511932,0.14855072463768115,0.05747064235077662
133,Massachusetts,fbs independents,0,2,7.6489107102382565,0.17753623188405798,0.022079116835326564
134,South Alabama,sun belt,0,2,7.22826086956522,0.20652173913043487,0.0
