rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Indiana,big ten,6,0,98.97333333333333,0.9706666666666667,1.0
2,Ohio State,big ten,6,0,94.70297388090603,0.9146666666666666,0.9644560084241953
3,Texas Tech,big 12,6,0,93.51088523697207,1.0,0.9001674651841858
4,Utah,big 12,5,1,84.74083131061863,0.8453333333333332,0.8485256099069535
5,Miami,acc,5,0,84.3645017066219,0.7770666666666666,0.8794948980505933
6,Texas A&M,sec,6,0,83.91131085425955,0.664,0.933404782373224
7,Georgia Tech,acc,6,0,82.2689726586452,0.6853333333333332,0.8966508614150543
8,BYU,big 12,6,0,82.1030975769799,0.8,0.8323553473381524
9,Ole Miss,sec,6,0,82.0400319060504,0.7333333333333334,0.8672825421443653
10,Alabama,sec,5,1,81.4786708163121,0.7146666666666666,0.868697499738135
11,Memphis,american athletic,6,0,80.5649433726511,0.8239999999999998,0.7957683595792476
12,LSU,sec,5,1,80.5255602044787,0.6586666666666666,0.8841881057099288
13,Oregon,big ten,5,1,79.09284355744146,0.8666666666666668,0.7501463111401251
14,Missouri,sec,5,1,78.74237778385316,0.8346666666666666,0.7619852992387665
15,Vanderbilt,sec,5,1,77.61444144120951,0.8159999999999997,0.7546837144801465
16,Georgia,sec,5,1,77.47122371553718,0.6773333333333332,0.8271470315210849
17,Nebraska,big ten,5,1,77.01113681936734,0.792,0.7583251818364206
18,Tennessee,sec,5,1,75.58948843779693,0.7359999999999999,0.7666075144276451
19,Illinois,big ten,5,2,75.45938067620011,0.5718095238095237,0.8530161129671814
20,Cincinnati,big 12,5,1,74.28728879999917,0.7040000000000001,0.7638044430769103
21,USC,big ten,5,1,74.24297068614294,0.8213333333333334,0.6999431387611735
22,Washington,big ten,5,1,74.22263458459244,0.7466666666666666,0.7398354038655248
23,Tulane,american athletic,5,1,73.82473241026001,0.4826666666666666,0.8758676781065643
24,Notre Dame,fbs independents,4,2,72.67746554230736,0.7413333333333333,0.7189353673175493
25,South Florida,american athletic,5,1,72.4045198547677,0.6906666666666664,0.7420182541759135
26,Mississippi State,sec,4,2,72.2853263284168,0.6559999999999999,0.7588511742833354
27,Oklahoma,sec,5,1,72.21394549429256,0.7439999999999999,0.7103683922198857
28,Virginia,acc,5,1,71.87968383382005,0.7413333333333333,0.7066618025715906
29,Navy,american athletic,6,0,71.60425528582562,0.6746666666666666,0.7383218761921889
30,Louisville,acc,4,1,71.53123393494714,0.6746666666666666,0.7371984707940584
31,UNLV,mountain west,6,0,70.52022514417148,0.5706666666666665,0.77764448939751
32,North Texas,american athletic,5,1,69.73837586145125,0.6933333333333334,0.6995647568428396
33,Iowa State,big 12,5,2,67.16180599056194,0.5992380952380951,0.7105918870342862
34,Texas,sec,4,2,66.59730345363592,0.7146666666666666,0.6397533864661936
35,Houston,big 12,5,1,66.23809642016748,0.6213333333333332,0.6844835346692433
36,Michigan,big ten,4,2,65.9335934327868,0.608,0.6869783605044123
37,San Diego State,mountain west,5,1,65.21692758977954,0.7306666666666666,0.6099014500991725
38,Florida State,acc,3,3,64.49689363405851,0.7733333333333333,0.5758496456521821
39,Old Dominion,sun belt,4,2,63.72884503403593,0.6586666666666666,0.6257771030877323
40,TCU,big 12,4,2,63.63290240557262,0.6053333333333332,0.653019011367784
41,Arizona,big 12,4,2,63.091772722752424,0.6533333333333332,0.6188477854782426
42,Maryland,big ten,4,2,62.971120187195105,0.6479999999999999,0.6198633874953093
43,James Madison,sun belt,5,1,62.95116152262727,0.6506666666666666,0.6181204336814451
44,Iowa,big ten,4,2,62.8793849145505,0.7173333333333334,0.5811187422751357
45,Duke,acc,4,2,61.85828681247497,0.6106666666666666,0.6228454381406406
46,Auburn,sec,3,3,61.813143546387984,0.5573333333333332,0.6508688750726358
47,Northwestern,big ten,4,2,61.5253810621236,0.5253333333333332,0.6636725291608758
48,Baylor,big 12,4,2,59.866214831694755,0.5413333333333332,0.6295315102312014
49,Kansas,big 12,4,3,59.107211093104475,0.5763809523809523,0.59898273476571
50,Wake Forest,acc,4,2,59.07327918460613,0.5786666666666666,0.5972299361734277
51,East Carolina,american athletic,3,3,58.77701539297349,0.6426666666666666,0.5582104932252332
52,Western Kentucky,conference usa,5,1,58.367846975699365,0.608,0.5705822611646055
53,SMU,acc,4,2,57.32118072442935,0.6213333333333332,0.5473002162732721
54,Minnesota,big ten,4,2,57.28673783401952,0.5333333333333332,0.5941549410361978
55,Syracuse,acc,3,3,56.991080167661266,0.4213333333333332,0.6499140538614554
56,Penn State,big ten,3,3,56.75716809547422,0.7093333333333334,0.4912384835201161
57,Boise State,mountain west,4,2,56.58189741899873,0.568,0.5646445756769035
58,Louisiana Tech,conference usa,4,2,56.30912983593402,0.5519999999999999,0.5690635359374465
59,NC State,acc,4,3,56.161611817288815,0.4895238095238094,0.6004350535993151
60,Arizona State,big 12,4,2,55.684425696290305,0.4559999999999999,0.6111450107121585
61,Pittsburgh,acc,4,2,55.39622980207655,0.7280000000000001,0.4602496892627161
62,California,acc,4,2,55.063545062312656,0.46133333333333326,0.5987212060868614
63,Kennesaw State,conference usa,4,2,54.115386561543176,0.4586666666666664,0.585570049664767
64,UConn,fbs independents,4,2,53.814781273176884,0.6639999999999999,0.4703812503565675
65,Troy,sun belt,4,2,53.459385850110166,0.44533333333333325,0.5826572182068231
66,Hawai'i,mountain west,5,2,53.16585120634512,0.5055238095238095,0.5457310442001813
67,Clemson,acc,3,3,53.00283237332476,0.5599999999999999,0.513889728820381
68,Rutgers,big ten,3,3,52.954476968426256,0.5653333333333332,0.5102740046424552
69,Fresno State,mountain west,5,2,51.13255910571583,0.5238095238095237,0.5046034734212691
70,South Carolina,sec,3,3,51.12457128649913,0.4879999999999999,0.5237626351769098
71,UCF,big 12,3,3,51.03961111127756,0.6026666666666666,0.4607119658145267
72,Arkansas,sec,2,4,50.442777378721146,0.5253333333333332,0.49317093403160744
73,Southern Miss,sun belt,4,2,50.1768125342822,0.5066666666666666,0.4991304492453672
74,Kentucky,sec,2,3,49.54014526400628,0.3802666666666665,0.5573971066257377
75,Temple,american athletic,3,3,49.519966588085765,0.5013333333333333,0.49189692186798617
76,Colorado,big 12,3,4,48.78137191654864,0.45295238095238083,0.5065852089725433
77,Washington State,pac-12,3,3,48.66147747050995,0.31733333333333325,0.5777663200591274
78,Delaware,conference usa,3,2,48.247179670773086,0.48586666666666656,0.4806437898067654
79,Michigan State,big ten,3,3,47.38519529665813,0.39733333333333326,0.5150542866152533
80,Florida,sec,2,4,47.17577347356456,0.47466666666666657,0.47019138677278816
81,App State,sun belt,4,2,47.141667340616145,0.45066666666666655,0.4825897539581972
82,Texas State,sun belt,3,3,46.84848437597995,0.5333333333333332,0.43356642629712755
83,Utah State,mountain west,3,3,46.800442692984305,0.46666666666666656,0.46872475937924585
84,UTSA,american athletic,3,3,46.78259752256864,0.5573333333333332,0.4196297054754151
85,New Mexico,mountain west,3,3,46.31579764606253,0.46933333333333327,0.4598327842983979
86,Marshall,sun belt,3,3,46.160829016764886,0.5066666666666666,0.43734608743740855
87,Toledo,mid-american,3,3,45.206579202230934,0.7333333333333334,0.300614039008681
88,Missouri State,conference usa,3,3,43.038544150091,0.30666666666666653,0.49700324333473345
89,Kansas State,big 12,3,4,42.668712604033374,0.4735238095238094,0.4014673733953853
90,Buffalo,mid-american,3,3,42.613682207006086,0.4959999999999999,0.3885181878000938
91,New Mexico State,conference usa,3,2,42.166439988177295,0.42506666666666654,0.4198324100745226
92,Ohio,mid-american,3,3,41.50436584126047,0.4399999999999999,0.4016056283270842
93,Western Michigan,mid-american,4,3,40.909695440671136,0.5169523809523809,0.35102095549750467
94,Wyoming,mountain west,3,3,40.4464879054655,0.39466666666666655,0.4097408395712642
95,Bowling Green,mid-american,3,3,40.220156929029194,0.38666666666666655,0.41056651685685946
96,Purdue,big ten,2,4,39.87008786291486,0.38933333333333325,0.4037449414807416
97,Wisconsin,big ten,2,4,39.27951945496371,0.31999999999999984,0.4319926069994418
98,UL Monroe,sun belt,3,3,38.871706616797866,0.23199999999999987,0.47310317871996727
99,Florida Atlantic,american athletic,3,3,38.69132587172507,0.4266666666666666,0.3655075775137191
100,Army,american athletic,3,3,38.682804419861164,0.45066666666666655,0.3524534013311975
101,West Virginia,big 12,2,4,37.90896482766409,0.33599999999999985,0.40229176657944765
102,Central Michigan,mid-american,3,3,37.22425558055748,0.32266666666666655,0.39893726534191015
103,Miami (OH),mid-american,3,3,36.440659340887805,0.47199999999999986,0.30647168216750476
104,Jacksonville State,conference usa,3,3,36.38279669283116,0.4773333333333333,0.3027096927102229
105,North Carolina,acc,2,3,35.83133316909063,0.32266666666666655,0.37750768978088156
106,Stanford,acc,2,4,35.284310478547745,0.2533333333333332,0.40642528941355516
107,Coastal Carolina,sun belt,3,3,34.28100127144396,0.23999999999999988,0.39816925032990713
108,UCLA,big ten,2,4,34.152755413858685,0.33333333333333326,0.3459398268798773
109,UAB,american athletic,2,4,33.311965551999265,0.2453333333333332,0.38038921362050165
110,Colorado State,mountain west,2,4,33.25994204380983,0.37066666666666653,0.3121016724688692
111,Florida International,conference usa,2,3,33.00062389218471,0.2618666666666665,0.36669677782848287
112,Georgia Southern,sun belt,2,4,32.64402177012744,0.2746666666666664,0.3543182836429864
113,Rice,american athletic,3,4,32.49840032460456,0.3112380952380951,0.33238564601955745
114,Louisiana,sun belt,2,4,30.744923753617933,0.3546666666666666,0.28202446800437847
115,Virginia Tech,acc,2,5,30.270601727736192,0.334095238095238,0.2858041291446594
116,Tulsa,american athletic,2,4,29.60003962615035,0.3119999999999999,0.2873852250176977
117,Liberty,conference usa,2,4,26.809698025587902,0.38133333333333325,0.2071235593680191
118,Air Force,mountain west,1,5,26.474911386904864,0.4079999999999998,0.18761402133699806
119,San José State,mountain west,2,4,26.009070834525964,0.35199999999999987,0.210601089761938
120,Boston College,acc,1,5,24.397396587278003,0.3493333333333332,0.187241998778636
121,Arkansas State,sun belt,2,4,24.198821416555184,0.3013333333333332,0.21003314999828496
122,Kent State,mid-american,2,4,23.14925966797496,0.1386666666666664,0.28147578976371745
123,Oklahoma State,big 12,1,5,22.46564647694209,0.11199999999999984,0.2853176381068015
124,Georgia State,sun belt,1,5,20.32712867376098,0.06399999999999983,0.2782635180578613
125,South Alabama,sun belt,1,5,18.452024686301634,0.32799999999999985,0.10726191825079442
126,Ball State,mid-american,2,4,17.011168808578596,0.1493333333333332,0.18130003295249128
127,UTEP,conference usa,1,5,16.520452561406497,0.32799999999999985,0.07754542402163847
128,Akron,mid-american,2,5,15.073328821856608,0.23809523809523797,0.10369223828497354
129,Northern Illinois,mid-american,1,5,14.99277293308011,0.2826666666666667,0.07845291691918117
130,Charlotte,american athletic,1,5,14.796657015726433,0.1973333333333332,0.12138446690861189
131,Nevada,mountain west,1,5,13.607288924740457,0.20799999999999988,0.09734290653446864
132,Oregon State,pac-12,0,7,12.743391857177905,0.1489523809523808,0.11584705421299349
133,Eastern Michigan,mid-american,2,5,10.573333333333329,0.302095238095238,0.0
134,Middle Tennessee,conference usa,1,5,9.916795216032865,0.23466666666666655,0.02620710588768515
135,Sam Houston,conference usa,0,6,4.027806025905309,0.07466666666666663,0.02176111834726118
136,Massachusetts,mid-american,0,6,0.34763838746932,0.0,0.005348282884143385
