name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,25.0,23.0,0.75,7.293233082706767
mid-american,False,20.0,28.0,0.25,7.293233082706767
sec,True,35.0,8.0,0.5,7.293233082706767
sun belt,False,33.0,17.0,0.6666666666666666,7.293233082706767
pac-12,False,29.0,6.0,1.0,7.293233082706767
fbs independents,False,10.0,20.0,0.14285714285714285,7.293233082706767
big 12,True,30.0,12.0,0.6666666666666666,7.293233082706767
acc,True,33.0,13.0,1.0,7.293233082706767
american athletic,False,24.0,31.0,0.25,7.293233082706767
conference usa,False,14.0,17.0,0.5,7.293233082706767
big ten,True,33.0,9.0,0.6666666666666666,7.293233082706767
