name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,45.80882352941176,6.51470588235294,0.8754918493535694,
big ten,True,44.330882352941174,10.220588235294118,0.8126432133710743,
big 12,True,36.963235294117645,9.220588235294118,0.8003502626970228,
acc,True,37.11029411764706,18.36764705882353,0.6689198144466534,
fbs independents,False,10.514705882352942,5.367647058823529,0.6620370370370371,
american athletic,False,31.96323529411765,16.40441176470588,0.6608391608391608,
mountain west,False,26.110294117647058,20.625,0.5586847073631215,
sun belt,False,26.220588235294116,28.073529411764707,0.4829360780065005,
conference usa,False,17.816176470588236,25.073529411764707,0.415395165438025,
pac-12,False,5.257352941176471,11.0,0.32338308457711445,
mid-american,False,16.330882352941178,35.779411764705884,0.3133907153943841,
