name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,43.781716417910445,11.042910447761194,0.798577553937249,
big ten,True,39.39179104477612,10.869402985074625,0.7837416481069043,
big 12,True,33.86940298507463,12.60820895522388,0.7287251123956326,
acc,True,41.73880597014925,17.347014925373134,0.7064098515945689,
pac-12,False,18.736940298507463,5.91231343283582,0.7601422948834393,
sun belt,False,32.781716417910445,26.738805970149254,0.5507632511049118,
american athletic,False,25.86940298507463,27.651119402985074,0.48335482971380767,
mountain west,False,23.477611940298505,25.73880597014925,0.4770280515542077,
conference usa,False,15.477611940298509,22.13059701492537,0.4115487647584086,
mid-american,False,20.30410447761194,29.173507462686565,0.410369532428356,
fbs independents,False,8.869402985074627,13.5205223880597,0.396133655528706,
