rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Indiana,big ten,10,0,100.0,1.0,1.0
2,Ohio State,big ten,9,0,95.1816293227287,0.943142527852478,0.9564867822752612
3,Texas Tech,big 12,9,1,92.87972249497575,0.9498655397618133,0.917452747743266
4,Texas A&M,sec,9,0,86.47169677787888,0.6972723780253554,0.9548794391844836
5,Utah,big 12,7,2,86.14458783384852,0.8778332693046484,0.8526218985874742
6,Alabama,sec,8,1,85.92930949428523,0.7087975412985018,0.9403291622898102
7,Georgia,sec,8,1,85.29249562190415,0.676142912024587,0.9481152877083632
8,Oregon,big ten,8,1,85.25933430469294,0.8701498271225508,0.8431398516215948
9,Ole Miss,sec,9,1,82.58983423541713,0.7458701498271226,0.8689904460225822
10,BYU,big 12,8,1,81.26990623584749,0.6934306569343065,0.8769205114330271
11,Notre Dame,fbs independents,7,2,80.9846723487222,0.783711102573953,0.8239197501328283
12,USC,big ten,7,2,78.13283561785182,0.7472147522089897,0.7996972198544182
13,North Texas,american athletic,8,1,78.00382107279702,0.7913945447560506,0.7739232616359271
14,Vanderbilt,sec,8,2,77.96903245694185,0.7182097579715713,0.8127952450451822
15,Oklahoma,sec,7,2,77.68911091900435,0.695351517479831,0.8207970431878502
16,Georgia Tech,acc,8,1,77.52342549187047,0.6626968882059162,0.8358312985332831
17,Miami,acc,7,2,75.83811842499289,0.749135612754514,0.7633595689013061
18,Texas,sec,7,2,75.64772775828871,0.6665386092969651,0.8049057912753067
19,James Madison,sun belt,8,1,74.2316093162013,0.749135612754514,0.7386440441506663
20,Michigan,big ten,7,2,73.60023041101549,0.6281213983864773,0.7940920225767505
21,South Florida,american athletic,7,2,73.31210536440197,0.7472147522089897,0.7255321390321128
22,Nebraska,big ten,7,3,72.86487844229585,0.6577026507875529,0.7668505486881768
23,Iowa,big ten,6,3,71.52760909988375,0.7145601229350748,0.7156616122639404
24,Cincinnati,big 12,7,2,70.3227904426427,0.676142912024587,0.717812131104341
25,Missouri,sec,6,3,69.97042207939353,0.685747214752209,0.70721953173948
26,Louisville,acc,7,2,69.88800218233672,0.6338839800230504,0.7338778904850762
27,Illinois,big ten,6,3,69.64590010370826,0.5647330003841721,0.7673883860040345
28,Tennessee,sec,6,3,69.36600998878197,0.6550134460238186,0.7144698365838201
29,Houston,big 12,8,2,69.2410856191914,0.5678063772570111,0.7595055756184003
30,Virginia,acc,8,2,69.12421539325862,0.6490587783326931,0.7139562792556057
31,Tulane,american athletic,7,2,68.508938718236,0.457164809834806,0.8078180057541199
32,Pittsburgh,acc,7,2,67.41443651592466,0.749135612754514,0.633764462607949
33,Memphis,american athletic,8,2,67.2463812196386,0.7164809834805993,0.6487622584279634
34,East Carolina,american athletic,6,3,67.06437097750748,0.7260852862082213,0.6407905532341497
35,LSU,sec,5,4,66.60563619621603,0.520553207837111,0.7444042141833407
36,Washington,big ten,6,3,66.09007172514671,0.6588551671148675,0.6620021673250208
37,SMU,acc,7,3,65.97477224567434,0.6438724548597772,0.6682959434704945
38,Arizona,big 12,6,3,65.94147626253867,0.6665386092969651,0.6555788451868444
39,Iowa State,big 12,6,4,65.40600932384315,0.5366884364195159,0.7172602161409245
40,TCU,big 12,6,3,64.30901021237675,0.5800998847483674,0.6770079114797521
41,San Diego State,mountain west,7,2,63.18476567320366,0.6684594698424893,0.6121336035187159
42,Navy,american athletic,7,2,63.01032037849815,0.530157510564733,0.6839201155189615
43,Arizona State,big 12,6,3,62.9606714868395,0.457164809834806,0.7224600483480198
44,Florida State,acc,4,5,62.304741788644016,0.7107184018440261,0.5758399649862016
45,Kennesaw State,conference usa,7,2,62.052657183801784,0.5243949289281599,0.6722897641740953
46,Mississippi State,sec,5,5,61.549382328463764,0.5384172109104879,0.6569966145630259
47,Old Dominion,sun belt,6,3,61.019873027008266,0.5858624663849404,0.6233028723620823
48,Southern Miss,sun belt,7,2,60.8932987826398,0.5800998847483674,0.6244585048684145
49,UNLV,mountain west,7,2,60.84262439502904,0.5416826738378794,0.6443650893954348
50,NC State,acc,5,4,60.652988443445174,0.47253169419900115,0.6786827560996944
51,Minnesota,big ten,6,3,60.44782213221478,0.4782942758355743,0.6724234227379949
52,Wake Forest,acc,6,3,60.07544840335329,0.4917402996542451,0.659454429468534
53,Boise State,mountain west,6,3,59.59814729845241,0.5800998847483674,0.6045330974193776
54,Duke,acc,5,4,58.16265681603725,0.5455243949289281,0.601066199900381
55,New Mexico,mountain west,6,3,57.85083360322996,0.5147906262005378,0.6128178720955559
56,Baylor,big 12,5,4,56.966548405921856,0.5167114867460622,0.5981791749201489
57,Hawai'i,mountain west,7,3,56.91403101894472,0.5574337303111795,0.5754438532008221
58,UConn,fbs independents,7,3,56.84150653883291,0.6473300038417211,0.5259224062211181
59,Western Kentucky,conference usa,7,2,56.689295816429905,0.5666538609296965,0.5670217028290852
60,Northwestern,big ten,5,4,56.062082982235474,0.48789857856319635,0.5997789651157476
61,Fresno State,mountain west,6,3,55.18213988712803,0.5147906262005378,0.5717610456939878
62,California,acc,6,4,54.01318110588317,0.43641951594314254,0.5959768930442028
63,Troy,sun belt,6,3,54.0116268149031,0.4898194391087207,0.5671991760938134
64,Ohio,mid-american,6,3,53.83894829209853,0.5167114867460622,0.5500622500920979
65,Missouri State,conference usa,6,3,53.310194430254775,0.3822512485593546,0.6143292420104209
66,Utah State,mountain west,5,4,53.15624417365302,0.5071071840184402,0.5447306574308863
67,Auburn,sec,4,6,53.14221565007612,0.500384172109105,0.5481349173270376
68,Kentucky,sec,4,5,52.77692657268409,0.4321936227429889,0.5792330734873766
69,Penn State,big ten,3,6,52.71606756616419,0.5839416058394161,0.4965863286428404
70,Kansas,big 12,5,5,52.1584816086607,0.5263157894736842,0.5190373688781807
71,Rutgers,big ten,5,5,51.4844236689196,0.43814829043411446,0.5561420539034707
72,Kansas State,big 12,4,5,51.28131747068054,0.47637341529004995,0.53243458362352
73,Toledo,mid-american,5,4,51.25546772517568,0.7568190549366115,0.3810277046522196
74,UCF,big 12,4,5,51.05201983109539,0.5647330003841721,0.4813286895022982
75,Clemson,acc,4,5,49.854541559248204,0.5339992316557817,0.4794548992507054
76,Coastal Carolina,sun belt,6,3,49.814355384200795,0.3726469458317326,0.5657186504629254
77,Jacksonville State,conference usa,6,3,49.754767380971366,0.5071071840184402,0.492400245235784
78,Louisiana Tech,conference usa,5,4,49.495128970284696,0.5993084902036113,0.4387589509716661
79,Temple,american athletic,5,5,48.75161122705751,0.4900115251632731,0.4861724284052762
80,South Carolina,sec,3,6,48.61961309501691,0.39761813292354975,0.5338919760414257
81,Florida,sec,3,6,48.60494351343628,0.40530157510564735,0.529529052072902
82,Maryland,big ten,4,5,48.263004072797486,0.47253169419900115,0.48806761193588377
83,Army,american athletic,5,4,47.02058540209971,0.4456396465616596,0.4834338118837173
84,Wisconsin,big ten,3,6,47.00908281063087,0.27084133691893963,0.5773790156687382
85,Buffalo,mid-american,5,4,46.3888600962081,0.530157510564733,0.4282053419452684
86,Central Michigan,mid-american,5,4,45.998501211412574,0.4417979254706108,0.46977805876832607
87,Western Michigan,mid-american,5,4,45.81819179081535,0.49750288129081827,0.437009091471334
88,Washington State,pac-12,4,5,45.218363325040045,0.3860929696504034,0.4877709136503989
89,Miami (OH),mid-american,5,4,44.81614284018738,0.5032654629273915,0.41849002519582573
90,UTSA,american athletic,4,5,44.62071316538171,0.43603534383403764,0.4516842481721599
91,Michigan State,big ten,3,6,43.352336444928326,0.33807145601229344,0.4849205459153548
92,Marshall,sun belt,4,5,42.53543866505717,0.4417979254706108,0.41650017343978146
93,North Carolina,acc,4,5,42.4416128470665,0.4072224356511717,0.43367427075808446
94,West Virginia,big 12,4,6,41.80674931279507,0.339608144448713,0.46031483472446333
95,Delaware,conference usa,5,4,41.65376313490094,0.39761813292354975,0.4267250535781031
