name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,19.0,27.0,0.5,7.3816793893129775
mid-american,False,18.0,30.0,0.25,7.3816793893129775
sec,True,40.0,5.0,0.75,7.3816793893129775
sun belt,False,28.0,21.0,0.25,7.3816793893129775
pac-12,False,25.0,9.0,1.0,7.3816793893129775
fbs independents,False,21.0,25.0,0.375,7.3816793893129775
big 12,True,25.0,5.0,0.6666666666666666,7.3816793893129775
acc,True,33.0,11.0,1.0,7.3816793893129775
conference usa,False,19.0,24.0,0.5,7.3816793893129775
american athletic,False,22.0,18.0,0.75,7.3816793893129775
big ten,True,32.0,10.0,0.6666666666666666,7.3816793893129775
