name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,21.0,28.0,0.0,6.029850746268656
mid-american,False,20.0,27.0,0.25,6.029850746268656
sec,True,41.0,8.0,0.6666666666666666,6.029850746268656
sun belt,False,28.0,25.0,0.6666666666666666,6.029850746268656
big 12,True,33.0,11.0,0.3333333333333333,6.029850746268656
american athletic,False,26.0,23.0,0.5,6.029850746268656
acc,True,41.0,14.0,0.3333333333333333,6.029850746268656
conference usa,False,12.0,23.0,0.5,6.029850746268656
big ten,True,42.0,10.0,0.6666666666666666,6.029850746268656
fbs independents,False,10.0,9.0,0.6666666666666666,6.029850746268656
pac-12,False,9.0,3.0,0.8333333333333334,6.029850746268656
