name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
big ten,True,53.231884057971016,13.797101449275363,0.7941621621621622,
sec,True,57.15942028985508,15.768115942028986,0.7837837837837838,
big 12,True,40.40579710144928,12.826086956521738,0.7590525456030494,
acc,True,49.31884057971015,29.565217391304348,0.6252066874885174,
fbs independents,False,18.72463768115942,5.91304347826087,0.76,
american athletic,False,38.44927536231884,23.65217391304348,0.6191365227537923,
mountain west,False,27.608695652173914,26.65217391304348,0.5088141025641025,
sun belt,False,29.565217391304348,33.507246376811594,0.46875000000000006,
conference usa,False,22.666666666666668,31.565217391304348,0.4179583110636024,
pac-12,False,6.898550724637682,13.797101449275363,0.3333333333333333,
mid-american,False,17.73913043478261,38.434782608695656,0.3157894736842105,
