rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,USC,big ten,1,0,56.30707762557078,0.9897260273972606,0.3333333333333332
2,Virginia,acc,1,0,55.392156862745104,1.0,0.3137254901960784
3,Memphis,american athletic,1,0,52.547564687975644,-0.35578386605783874,1.0
4,Florida State,acc,1,0,42.66095890410957,0.47602739726027393,0.39999999999999974
5,Stanford,acc,1,0,40.96522892755768,-0.06766012587930383,0.6666666666666664
6,Eastern Michigan,mid-american,1,0,23.71004566210046,0.5821917808219179,0.051282051282051246
7,North Dakota State,mountain west,1,0,9.356890826068904,-0.10408883354088821,0.19999999999999987
8,Air Force,mountain west,0,0,0.0,0.0,0.0
9,Akron,mid-american,0,0,0.0,0.0,0.0
10,Alabama,sec,0,0,0.0,0.0,0.0
11,App State,sun belt,0,0,0.0,0.0,0.0
12,Arizona,big 12,0,0,0.0,0.0,0.0
13,Arizona State,big 12,0,0,0.0,0.0,0.0
14,Arkansas,sec,0,0,0.0,0.0,0.0
15,Arkansas State,sun belt,0,0,0.0,0.0,0.0
16,Army,american athletic,0,0,0.0,0.0,0.0
17,Auburn,sec,0,0,0.0,0.0,0.0
18,Ball State,mid-american,0,0,0.0,0.0,0.0
19,Baylor,big 12,0,0,0.0,0.0,0.0
20,Boise State,pac-12,0,0,0.0,0.0,0.0
21,Boston College,acc,0,0,0.0,0.0,0.0
22,Bowling Green,mid-american,0,0,0.0,0.0,0.0
23,Buffalo,mid-american,0,0,0.0,0.0,0.0
24,BYU,big 12,0,0,0.0,0.0,0.0
25,California,acc,0,0,0.0,0.0,0.0
26,Central Michigan,mid-american,0,0,0.0,0.0,0.0
27,Charlotte,american athletic,0,0,0.0,0.0,0.0
28,Cincinnati,big 12,0,0,0.0,0.0,0.0
29,Clemson,acc,0,0,0.0,0.0,0.0
30,Coastal Carolina,sun belt,0,0,0.0,0.0,0.0
31,Colorado,big 12,0,0,0.0,0.0,0.0
32,Colorado State,pac-12,0,0,0.0,0.0,0.0
33,Delaware,conference usa,0,0,0.0,0.0,0.0
34,Duke,acc,0,0,0.0,0.0,0.0
35,East Carolina,american athletic,0,0,0.0,0.0,0.0
36,Florida,sec,0,0,0.0,0.0,0.0
37,Florida Atlantic,american athletic,0,0,0.0,0.0,0.0
38,Florida International,conference usa,0,0,0.0,0.0,0.0
39,Fresno State,pac-12,0,0,0.0,0.0,0.0
40,Georgia,sec,0,0,0.0,0.0,0.0
41,Georgia Southern,sun belt,0,0,0.0,0.0,0.0
42,Georgia State,sun belt,0,0,0.0,0.0,0.0
43,Georgia Tech,acc,0,0,0.0,0.0,0.0
44,Houston,big 12,0,0,0.0,0.0,0.0
45,Illinois,big ten,0,0,0.0,0.0,0.0
46,Indiana,big ten,0,0,0.0,0.0,0.0
47,Iowa,big ten,0,0,0.0,0.0,0.0
48,Iowa State,big 12,0,0,0.0,0.0,0.0
49,James Madison,sun belt,0,0,0.0,0.0,0.0
50,Kansas,big 12,0,0,0.0,0.0,0.0
51,Kansas State,big 12,0,0,0.0,0.0,0.0
52,Kennesaw State,conference usa,0,0,0.0,0.0,0.0
53,Kent State,mid-american,0,0,0.0,0.0,0.0
54,Kentucky,sec,0,0,0.0,0.0,0.0
55,Liberty,conference usa,0,0,0.0,0.0,0.0
56,Louisiana,sun belt,0,0,0.0,0.0,0.0
57,Louisiana Tech,sun belt,0,0,0.0,0.0,0.0
58,Louisville,acc,0,0,0.0,0.0,0.0
59,LSU,sec,0,0,0.0,0.0,0.0
60,Marshall,sun belt,0,0,0.0,0.0,0.0
61,Maryland,big ten,0,0,0.0,0.0,0.0
62,Massachusetts,mid-american,0,0,0.0,0.0,0.0
63,Miami,acc,0,0,0.0,0.0,0.0
64,Miami (OH),mid-american,0,0,0.0,0.0,0.0
65,Michigan,big ten,0,0,0.0,0.0,0.0
66,Michigan State,big ten,0,0,0.0,0.0,0.0
67,Middle Tennessee,conference usa,0,0,0.0,0.0,0.0
68,Minnesota,big ten,0,0,0.0,0.0,0.0
69,Mississippi State,sec,0,0,0.0,0.0,0.0
70,Missouri,sec,0,0,0.0,0.0,0.0
71,Missouri State,conference usa,0,0,0.0,0.0,0.0
72,Navy,american athletic,0,0,0.0,0.0,0.0
73,Nebraska,big ten,0,0,0.0,0.0,0.0
74,Nevada,mountain west,0,0,0.0,0.0,0.0
75,New Mexico,mountain west,0,0,0.0,0.0,0.0
76,Northern Illinois,mountain west,0,0,0.0,0.0,0.0
77,North Texas,american athletic,0,0,0.0,0.0,0.0
78,Northwestern,big ten,0,0,0.0,0.0,0.0
79,Notre Dame,fbs independents,0,0,0.0,0.0,0.0
80,Ohio,mid-american,0,0,0.0,0.0,0.0
81,Ohio State,big ten,0,0,0.0,0.0,0.0
82,Oklahoma,sec,0,0,0.0,0.0,0.0
83,Oklahoma State,big 12,0,0,0.0,0.0,0.0
84,Old Dominion,sun belt,0,0,0.0,0.0,0.0
85,Ole Miss,sec,0,0,0.0,0.0,0.0
86,Oregon,big ten,0,0,0.0,0.0,0.0
87,Oregon State,pac-12,0,0,0.0,0.0,0.0
88,Penn State,big ten,0,0,0.0,0.0,0.0
89,Pittsburgh,acc,0,0,0.0,0.0,0.0
90,Purdue,big ten,0,0,0.0,0.0,0.0
91,Rice,american athletic,0,0,0.0,0.0,0.0
92,Rutgers,big ten,0,0,0.0,0.0,0.0
93,Sam Houston,conference usa,0,0,0.0,0.0,0.0
94,San Diego State,pac-12,0,0,0.0,0.0,0.0
95,SMU,acc,0,0,0.0,0.0,0.0
96,South Alabama,sun belt,0,0,0.0,0.0,0.0
97,South Carolina,sec,0,0,0.0,0.0,0.0
98,Southern Miss,sun belt,0,0,0.0,0.0,0.0
99,South Florida,american athletic,0,0,0.0,0.0,0.0
100,Syracuse,acc,0,0,0.0,0.0,0.0
101,Temple,american athletic,0,0,0.0,0.0,0.0
102,Tennessee,sec,0,0,0.0,0.0,0.0
103,Texas,sec,0,0,0.0,0.0,0.0
104,Texas A&M,sec,0,0,0.0,0.0,0.0
105,Texas State,pac-12,0,0,0.0,0.0,0.0
106,Texas Tech,big 12,0,0,0.0,0.0,0.0
107,Toledo,mid-american,0,0,0.0,0.0,0.0
108,Troy,sun belt,0,0,0.0,0.0,0.0
109,Tulane,american athletic,0,0,0.0,0.0,0.0
110,Tulsa,american athletic,0,0,0.0,0.0,0.0
111,UAB,american athletic,0,0,0.0,0.0,0.0
112,UCF,big 12,0,0,0.0,0.0,0.0
113,UCLA,big ten,0,0,0.0,0.0,0.0
114,UConn,fbs independents,0,0,0.0,0.0,0.0
115,UL Monroe,sun belt,0,0,0.0,0.0,0.0
116,Utah,big 12,0,0,0.0,0.0,0.0
117,Utah State,pac-12,0,0,0.0,0.0,0.0
118,UTEP,mountain west,0,0,0.0,0.0,0.0
119,UTSA,american athletic,0,0,0.0,0.0,0.0
120,Vanderbilt,sec,0,0,0.0,0.0,0.0
121,Virginia Tech,acc,0,0,0.0,0.0,0.0
122,Wake Forest,acc,0,0,0.0,0.0,0.0
123,Washington,big ten,0,0,0.0,0.0,0.0
124,Washington State,pac-12,0,0,0.0,0.0,0.0
125,Western Kentucky,conference usa,0,0,0.0,0.0,0.0
126,Western Michigan,mid-american,0,0,0.0,0.0,0.0
127,West Virginia,big 12,0,0,0.0,0.0,0.0
128,Wisconsin,big ten,0,0,0.0,0.0,0.0
129,Wyoming,mountain west,0,0,0.0,0.0,0.0
130,North Carolina,acc,1,0,-21.81221461187216,-1.3196347031963473,0.37499999999999983
131,San José State,mountain west,0,1,-80.71488506420013,-1.5495258166491046,-0.40740740740740744
132,Hawai'i,mountain west,0,1,-209.81738890381112,-0.5325976661593103,-2.9411764705882346
133,NC State,acc,0,1,-216.10705412301905,-1.8775684931506853,-2.3137254901960778
134,New Mexico State,conference usa,0,1,-223.40417673918878,-1.5034246575342471,-2.627450980392156
