name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,43.54850746268657,12.76679104477612,0.7732979956932251,
big ten,True,34.01492537313433,10.014925373134329,0.7725423728813559,
big 12,True,32.0223880597015,13.76679104477612,0.6993440084749216,
acc,True,38.78917910447761,18.53358208955224,0.676680227827502,
pac-12,False,26.55597014925373,8.270522388059701,0.7625220978196817,
sun belt,False,33.541044776119406,24.533582089552237,0.5775507581598561,
mountain west,False,23.781716417910445,24.029850746268657,0.49740508057907673,
conference usa,False,16.774253731343283,18.270522388059703,0.47865204429301533,
american athletic,False,23.774253731343286,28.796641791044777,0.4522322379161048,
mid-american,False,19.02238805970149,27.037313432835823,0.4129941672067401,
fbs independents,False,8.014925373134329,17.53358208955224,0.31371403534394626,
