rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Georgia,sec,5,0,100.0,1.0,1.0
2,Iowa,big ten,5,0,91.65318417162509,0.7855072463768115,0.9870835468990261
3,Michigan,big ten,5,0,89.63475438088236,0.863768115942029,0.9138903126601744
4,Coastal Carolina,sun belt,5,0,87.47879571234374,0.9681159420289857,0.8245344267896806
5,Wake Forest,acc,5,0,85.31925656853787,0.7652173913043477,0.9005638134290108
6,Pittsburgh,acc,4,1,85.24691165437271,0.9043478260869566,0.8245344267896806
7,Cincinnati,american athletic,4,0,84.8322655048693,0.8166666666666665,0.8653681872543995
8,Alabama,sec,5,0,84.64031823145322,0.8695652173913043,0.8339313172731933
9,Arkansas,sec,4,1,82.42117383133139,0.6115942028985508,0.9386981035366478
10,Texas,big 12,4,1,82.3577726769624,0.7594202898550726,0.8581240389543824
11,Penn State,big ten,5,0,82.2265504869298,0.7333333333333334,0.8701520587732787
12,Oklahoma,big 12,5,0,81.98768713588316,0.7536231884057971,0.8555519314104656
13,Baylor,big 12,4,1,79.48441156151806,0.7565217391304349,0.8154792414146592
14,SMU,american athletic,5,0,79.0911967714945,0.773913043478261,0.8000652346116212
15,Oklahoma State,big 12,5,0,77.94426965260205,0.5710144927536231,0.8916732677880806
16,Michigan State,big ten,5,0,76.93437033405388,0.7217391304347825,0.794976934905177
17,Kentucky,sec,5,0,76.86870352624815,0.6463768115942029,0.8345463864684778
18,UTSA,conference usa,5,0,76.69662731655468,0.7188405797101449,0.7928801081030707
19,Auburn,sec,4,1,76.46859655769245,0.8173913043478261,0.7363061677772083
20,Ole Miss,sec,3,1,75.8609498253995,0.7442028985507246,0.7663668980942175
21,Boston College,acc,4,1,75.27450467953668,0.7449275362318841,0.7569544755603187
22,Maryland,big ten,4,1,74.90220548362416,0.6318840579710145,0.8120963608405947
23,NC State,acc,4,1,74.82035833115548,0.7101449275362319,0.7686967056521132
24,San Diego State,mountain west,4,0,74.80348056366486,0.7297101449275363,0.757901930633863
25,Wyoming,mountain west,4,0,74.49373602537533,0.6355072463768117,0.8038612677259526
26,Western Michigan,mid-american,4,1,74.16643267295107,0.5449275362318841,0.8475995216128482
27,Florida,sec,3,2,73.38506316479709,0.6405797101449275,0.7840734355342249
28,Louisiana,sun belt,4,1,73.30026964990084,0.5536231884057972,0.8295916623953529
29,Houston,american athletic,4,1,73.25413473310873,0.7855072463768117,0.7040212478449281
30,Texas Tech,big 12,4,1,73.12324411858654,0.5420289855072463,0.833111225012814
31,Notre Dame,fbs independents,4,1,72.90832578678278,0.5797101449275363,0.8095149340664463
32,Ohio State,big ten,4,1,72.15707022310103,0.8173913043478263,0.6699749933988787
33,BYU,fbs independents,5,0,71.36147808393926,0.6144927536231884,0.7669881801096564
34,Oregon,pac-12,4,1,69.42531143449291,0.6753623188405797,0.7044250811549634
35,Air Force,mountain west,4,1,68.11309493661912,0.7304347826086958,0.654582731466381
36,Clemson,acc,3,2,67.91077782482414,0.6028985507246378,0.7201435161455664
37,Army,fbs independents,4,1,67.68542330577407,0.6695652173913044,0.6807790876473604
38,Virginia Tech,acc,3,1,67.67693453375824,0.5920289855072465,0.7223987698616094
