name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,56.81617647058823,15.671874999999998,0.7838005756526811,
big ten,True,47.39889705882353,13.199448529411764,0.7821813714337718,
big 12,True,32.94485294117647,13.21783088235294,0.7136684917869587,
acc,True,35.4172794117647,23.417279411764707,0.6019808785852653,
fbs independents,False,18.144301470588236,11.690257352941176,0.6081638940234134,
american athletic,False,27.43566176470588,22.417279411764707,0.5503318584070797,
pac-12,False,9.45404411764706,8.708639705882353,0.5205202165882293,
sun belt,False,27.162683823529413,26.181066176470587,0.5092008683965678,
mountain west,False,25.690257352941178,30.125919117647058,0.4602654459228034,
mid-american,False,20.417279411764703,27.19944852941176,0.42878375509101085,
conference usa,False,11.981617647058822,23.435661764705884,0.3382986453521565,
