name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,45.0,6.0,0.8823529411764706,
big ten,True,44.0,10.0,0.8148148148148148,
big 12,True,37.0,9.0,0.8043478260869565,
acc,True,37.0,19.0,0.6607142857142857,
fbs independents,False,12.0,5.0,0.7058823529411765,
american athletic,False,33.0,17.0,0.66,
mountain west,False,26.0,21.0,0.5531914893617021,
sun belt,False,26.0,28.0,0.48148148148148145,
conference usa,False,18.0,25.0,0.4186046511627907,
pac-12,False,5.0,11.0,0.3125,
mid-american,False,16.0,36.0,0.3076923076923077,
