rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Georgia,sec,14,1,100.0,1.0,1.0
2,Alabama,sec,13,2,93.54672910334212,0.825413593250265,0.9947269744551206
3,Baylor,big 12,12,2,88.45044414933874,0.7299117492063907,0.967746660417155
4,Oklahoma State,big 12,12,2,88.3008576339751,0.7235259754052631,0.968883822996783
5,Cincinnati,american athletic,13,1,87.08575905568416,0.923592808473758,0.8424617039861942
6,Ohio State,big ten,11,2,86.20210430674224,0.9099311583889413,0.8362232886635277
7,Oklahoma,big 12,11,2,84.08623625263526,0.7605911623117562,0.8840853164880584
8,Notre Dame,fbs independents,11,2,80.64692305454719,0.7635688734207743,0.8295694228433859
9,Louisiana,sun belt,13,1,79.76584789005423,0.7994467370642567,0.7966955706585424
10,Pittsburgh,acc,11,3,79.32841600916636,0.8269357937066045,0.7751640496836185
11,Ole Miss,sec,10,3,78.45953231693012,0.6955524385938288,0.8325414917868633
12,Michigan State,big ten,11,2,77.12880734803778,0.6386880776328446,0.8426880712444341
13,Coastal Carolina,sun belt,11,2,76.54270624835287,0.9167044598863149,0.683970002343567
14,Clemson,acc,10,3,76.35099127260186,0.6606954016551753,0.8188715725333958
15,Wake Forest,acc,11,3,76.07104538693066,0.7545416697313813,0.764032106866651
16,Houston,american athletic,12,2,75.93563593473928,0.7804517263985206,0.7479973155506316
17,Kentucky,sec,10,3,75.51107243736881,0.7058999035136944,0.7816088586829154
18,Arkansas,sec,0,0,74.22425422157377,0.6544445261873868,0.7895183970002344
19,Michigan,big ten,12,2,72.65122721934569,0.8453432424583883,0.6625263651277244
20,Air Force,mountain west,10,3,72.61289951062525,0.7670930726780989,0.7040714148752583
21,NC State,acc,9,3,71.60253480711326,0.7074376603541375,0.7206494876110531
22,San Diego State,mountain west,12,2,71.27649167790881,0.5669584853167956,0.7912760721818608
23,BYU,fbs independents,10,3,69.74732513248215,0.7059796792924949,0.6928928670345358
24,Fresno State,mountain west,10,3,68.69451287100001,0.743855160337186,0.6563012655261308
25,Kansas State,big 12,8,5,67.95212203680026,0.6194663680138386,0.7118584485587064
26,Utah State,mountain west,11,3,67.87662857276459,0.6586022238440289,0.689623857511132
27,Army,fbs independents,9,4,67.24533014344085,0.7770826539176728,0.6161144193280355
28,Iowa State,big 12,7,6,67.2401501860865,0.6756166650643213,0.670670260135927
29,Purdue,big ten,9,4,66.93192592102852,0.5701339375608737,0.7227267400984299
30,Wisconsin,big ten,9,4,66.56282600126504,0.6244652720037359,0.6877929458636044
31,Miami (OH),mid-american,7,6,65.86171585747537,0.6513572035478082,0.6625263651277244
32,Texas A&M,sec,8,4,65.72373394052708,0.647822894802163,0.6623066557300211
33,UTSA,conference usa,12,2,65.7095101344916,0.6777344949811946,0.645981581694612
34,UCF,american athletic,9,4,65.18025754333465,0.7422286397946779,0.6031116177003217
35,Tennessee,sec,7,6,65.05566221599521,0.6914360084077241,0.6285446449496133
36,Minnesota,big ten,9,4,65.00507252762927,0.6532133280350471,0.6483477853292712
37,Miami,acc,7,5,64.90048160206791,0.6238933676790235,0.6625263651277244
38,Utah,pac-12,10,4,64.69270190597891,0.7560075431571998,0.5881913522381065
39,SMU,american athletic,8,4,64.23501045848302,0.7414444199609919,0.5889916270745893
40,App State,sun belt,10,4,64.22271514402355,0.6811643910013322,0.6212609455227219
41,West Virginia,big 12,0,0,63.90186729867713,0.6544445261873868,0.630712444340286
42,Oregon,pac-12,10,4,63.86901955031339,0.6259502756783769,0.6455501523318491
43,Iowa,big ten,10,4,63.44794046523181,0.39091649847764665,0.765628661823295
44,Memphis,american athletic,6,6,62.16718175593415,0.545799086360916,0.6625263651277244
45,Texas Tech,big 12,7,6,61.862390937262504,0.5217784589204923,0.6707714596160811
46,Liberty,fbs independents,8,5,61.54146825144456,0.8208883459701628,0.5047750175767518
47,Maryland,big ten,7,6,61.08495966948099,0.5148784553193971,0.6625263651277244
48,Nevada,mountain west,8,5,60.937977645990536,0.6312659487458006,0.597594914459808
49,Boise State,mountain west,7,5,60.93771645979883,0.5712011602017156,0.6299334746575197
50,Mississippi State,sec,7,6,60.69488029755787,0.5895980457248006,0.6162915184183054
51,UCLA,pac-12,8,4,60.67860748636915,0.7047000612296168,0.5540631591281932
52,Penn State,big ten,7,6,60.19371409865648,0.6023030771633948,0.6017400984298101
53,Texas,big 12,5,7,59.34604134557677,0.6398326587537317,0.5684907429107101
54,Florida,sec,6,7,58.08289245078024,0.6755562763231396,0.5298218889149285
55,Western Kentucky,conference usa,9,5,57.48391347017614,0.7890127475124148,0.45951488164987114
56,Louisville,acc,6,7,57.15693411319709,0.5934225384001848,0.5598022349106249
57,Western Michigan,mid-american,8,5,56.99926838979602,0.6437795253892642,0.5302613077103351
58,Auburn,sec,6,7,56.21133694478529,0.528483253952798,0.5802218931759593
59,UAB,conference usa,9,4,55.963117616915525,0.6460758807916775,0.5130840275262587
60,Central Michigan,mid-american,9,4,55.160739595149735,0.6240286809233916,0.5126113194281697
61,Virginia,acc,6,6,54.061782032595886,0.5998384541369756,0.5087297867354114
62,Georgia State,sun belt,8,5,53.95702754041518,0.5391769829251168,0.5397820482774783
63,South Carolina,sec,7,6,53.79822173505353,0.39066629346827053,0.6173061763640625
64,LSU,sec,6,7,53.69868237354963,0.5086194896912267,0.552261542067026
65,Arizona State,pac-12,0,0,53.36907200924661,0.6544445261873868,0.46866943988750875
66,Nebraska,big ten,3,9,53.20940251582126,0.6903864912451659,0.44685962034216076
67,East Carolina,american athletic,7,5,53.052173497643594,0.5321181994460034,0.5296621002620534
68,North Carolina,acc,6,7,52.747750296745934,0.5794320232764062,0.4995019920318726
69,Boston College,acc,6,6,51.74437069048998,0.5257628170888808,0.5129641860366023
70,Oregon State,pac-12,7,6,51.61994460981659,0.6541133191609186,0.44193812983360675
71,Marshall,conference usa,7,6,51.13319079962788,0.749039260262013,0.38333564139165266
72,Syracuse,acc,5,7,50.60107657749451,0.5292513559621617,0.4934966018279822
73,Wyoming,mountain west,7,6,50.05888745640301,0.5360659732597117,0.4814858214202016
74,TCU,big 12,5,7,49.77876017455215,0.3606728799472569,0.5716186057907409
75,Tulsa,american athletic,7,6,49.53675485938661,0.4555957455647414,0.5167831348403179
76,Florida State,acc,5,7,49.26404921497852,0.5492631022150949,0.4621513944223108
77,Washington State,pac-12,7,6,47.79820823981177,0.6182305538134978,0.40246367471291306
78,Northern Illinois,mid-american,9,5,47.49947932296665,0.4468907782054885,0.49012772439653157
79,Toledo,mid-american,7,6,47.11446352315542,0.7061433483096469,0.3446068666510429
80,Massachusetts,fbs independents,1,11,46.34068915270373,0.09361358341147535,0.6625263651277244
81,Missouri,sec,6,7,44.07261163455195,0.3587730345484159,0.4848546988516522
82,Hawai'i,mountain west,6,7,43.56671765334471,0.40443559695217035,0.4524841809233654
83,Eastern Michigan,mid-american,7,6,43.37091701467079,0.49160050822993884,0.4025369111788142
84,Illinois,big ten,5,7,43.03384031966738,0.3777856415951034,0.45863604405905783
85,Rutgers,big ten,5,8,42.96897251958626,0.3778611531882068,0.45759741781536956
86,South Alabama,sun belt,5,7,41.521245534811605,0.5053979356325362,0.36665104288727446
87,UTEP,conference usa,7,6,40.823366852902524,0.4752577512560518,0.3721437778298571
88,Kent State,mid-american,7,7,40.46034283276862,0.465293668133675,0.3719240684321537
89,Middle Tennessee,conference usa,7,6,40.448283133391314,0.5340424796958768,0.3347199437543942
90,Troy,sun belt,5,7,40.216233010278195,0.4490703823687239,0.37690414811342865
91,San José State,mountain west,5,7,39.498585749170886,0.3445116367585936,0.42216428404030937
92,Virginia Tech,acc,6,7,39.40947571205166,0.39305120936974386,0.39465666744785566
93,California,pac-12,5,7,38.95203746354829,0.5122110305464563,0.3234561752988048
94,North Texas,conference usa,6,7,37.572805784145714,0.5608428228053087,0.2760508767070755
95,Florida Atlantic,conference usa,5,7,35.952860409928164,0.5210748124755666,0.27254218420435905
96,Northwestern,big ten,3,9,35.77874246165267,0.3432305673699951,0.36562573236465906
97,Ball State,mid-american,6,7,34.806524466971645,0.371489269145723,0.3354523084134052
98,Washington,pac-12,4,8,34.64915039876899,0.499331161080366,0.2641932270916335
99,Tulane,american athletic,2,10,34.42797924088471,0.4402868657558645,0.29258367599122237
