rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Michigan,big ten,8,0,98.08393704721459,1.0,0.970522108418686
2,Florida State,acc,8,0,92.71493212669684,0.7918552036199095,1.0
3,Ohio State,big ten,8,0,90.18573456785239,0.7782805429864253,0.9683987009742693
4,Texas,big 12,7,1,87.84665177587398,0.7058823529411765,0.9713964526605047
5,Penn State,big ten,7,1,87.63132684423334,0.8665158371040724,0.8815888083937046
6,Georgia,sec,8,0,87.18647665834334,0.8371040723981901,0.8905820634524106
7,Ole Miss,sec,7,1,85.07789406813666,0.6877828054298643,0.9385460904321757
8,Alabama,sec,7,1,84.8721857927821,0.6266968325791855,0.9682737946540094
9,Washington,pac-12,8,0,84.04320345713565,0.7285067873303167,0.9006994753934549
10,Oklahoma,big 12,7,1,83.64199700903055,0.7873303167420814,0.8628528603547339
11,Oregon,pac-12,7,1,83.09337849554012,0.9117647058823529,0.7874094429178117
12,Notre Dame,fbs independents,7,2,82.61089533528587,0.7873303167420814,0.8469897576817387
13,James Madison,sun belt,8,0,81.27909723815733,0.5859728506787331,0.9349238071446414
14,Air Force,mountain west,8,0,79.41823515470486,0.7375565610859729,0.8246731617953201
15,LSU,sec,6,2,79.00768428203735,0.748868778280543,0.8122658006495128
16,Kansas State,big 12,6,2,78.50241278317279,0.7601809954751131,0.7984011991006744
17,Liberty,conference usa,8,0,78.23133498292569,0.6628959276018099,0.8466150387209592
18,Missouri,sec,7,1,77.2477966185994,0.5633484162895928,0.8850861853609792
19,Louisville,acc,7,1,74.49431874058257,0.6380090497737556,0.8025231076692481
20,Tennessee,sec,6,2,73.50107611598993,0.5769230769230769,0.8201348988258805
21,SMU,american athletic,6,2,71.98126668950022,0.8506787330316742,0.6493463235906403
22,Rutgers,big ten,6,2,71.26046584970774,0.5950226244343894,0.7759180614539095
23,Kansas,big 12,6,2,70.78451625082091,0.509049773755656,0.8148888333749686
24,Miami,acc,6,2,70.27058608758364,0.6493212669683258,0.7314514114414189
25,Tulane,american athletic,7,1,69.98126687789588,0.5542986425339367,0.778166375218586
26,Fresno State,mountain west,7,1,69.07457981174751,0.6063348416289592,0.7361978516112915
27,Iowa,big ten,6,2,68.99983666096581,0.46153846153846134,0.8130152385710716
28,Oklahoma State,big 12,6,2,68.39534376367044,0.49321266968325794,0.7866600049962527
29,Toledo,mid-american,7,1,67.94235771135449,0.6380090497737556,0.7017237072195852
30,Oregon State,pac-12,6,2,67.8450353411412,0.6470588235294118,0.6953534848863352
31,Utah,pac-12,6,2,67.59906314607935,0.43891402714932126,0.8036472645515862
32,Troy,sun belt,6,2,67.42180638276947,0.5565610859728507,0.7375718211341493
33,North Carolina,acc,6,2,67.13785362335713,0.5746606334841629,0.7234574069447913
34,UCLA,pac-12,6,2,66.00014355749025,0.6583710407239819,0.6608793404946289
35,Georgia Southern,sun belt,6,2,65.54813245269668,0.5361990950226244,0.7197102173369972
36,Texas A&M,sec,5,3,65.26670607903799,0.5972850678733032,0.6824881338995752
37,Wisconsin,big ten,5,3,65.1556892285537,0.4751131221719457,0.7465650761928553
38,USC,pac-12,7,2,65.09638321786564,0.6123680241327301,0.671746190357232
39,Memphis,american athletic,6,2,64.13596476850508,0.581447963800905,0.6736197851611291
40,UNLV,mountain west,6,2,62.21765990740731,0.504524886877828,0.6855275210258972
41,Kentucky,sec,5,3,61.31143723655222,0.47963800904977394,0.6849862603047714
42,Duke,acc,5,3,60.88418414695765,0.5678733031674208,0.6309018236322758
43,Jacksonville State,conference usa,7,2,60.56528744718486,0.5480140774258422,0.6366891498043135
44,Georgia State,sun belt,6,2,60.176584190816165,0.4592760180995475,0.6784911316512615
45,Arizona,pac-12,5,3,60.07689839709207,0.5565610859728507,0.6245732367391122
46,Auburn,sec,4,4,59.76441876737244,0.4479638009049774,0.6782413190107419
47,Iowa State,big 12,5,3,59.63651978210912,0.4457013574660634,0.6774918810891831
48,Minnesota,big ten,5,3,59.598782248155516,0.3416289592760181,0.7329502872845366
49,Florida,sec,5,3,58.87355128450042,0.4638009049773756,0.6560079940044966
50,West Virginia,big 12,5,3,58.31925264196649,0.44796380090497756,0.6560079940044966
51,Miami (OH),mid-american,7,2,58.10276028524106,0.5661136249371543,0.589058206345241
52,Coastal Carolina,sun belt,5,3,57.54840355404638,0.5452488687782805,0.5917645099508702
53,Maryland,big ten,5,3,57.20051590266575,0.5927601809954751,0.560829377966525
54,Nebraska,big ten,5,3,56.45879655115375,0.4004524886877828,0.6529686068781747
55,Louisiana,sun belt,5,3,54.410363042197986,0.4796380090497738,0.578815888083937
56,Wyoming,mountain west,5,3,53.50738642850441,0.3257918552036199,0.6477641768673494
57,Boston College,acc,5,3,52.58636056893982,0.3665158371040726,0.6116662503122657
58,TCU,big 12,4,4,52.38274348537239,0.48642533936651583,0.5439670247314513
59,BYU,big 12,5,3,51.75271449881669,0.3574660633484163,0.6037138812557249
