name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,43.0,9.0,0.8269230769230769,
big ten,True,33.0,9.0,0.7857142857142857,
big 12,True,30.0,12.0,0.7142857142857143,
acc,True,37.0,15.0,0.7115384615384616,
pac-12,False,29.0,6.0,0.8285714285714286,
sun belt,False,34.0,22.0,0.6071428571428571,
mountain west,False,25.0,24.0,0.5102040816326531,
conference usa,False,18.0,19.0,0.4864864864864865,
american athletic,False,24.0,31.0,0.43636363636363634,
mid-american,False,20.0,28.0,0.4166666666666667,
fbs independents,False,17.0,25.0,0.40476190476190477,
