rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Indiana,big ten,10,0,96.10164398312196,1.0,0.94002529204803
2,Oregon,big ten,11,0,93.11656165616562,0.8033303330333034,1.0
3,Texas,sec,9,1,92.22756706270876,0.9174917491749175,0.9248516283321022
4,Notre Dame,fbs independents,9,1,91.67337110505672,0.9422442244224423,0.9029972807734036
5,Ohio State,big ten,9,1,90.11566361914967,0.957095709570957,0.8710355966794797
6,Alabama,sec,8,2,89.7757156947931,0.8762376237623762,0.9093445978939988
7,Penn State,big ten,9,1,89.57944906530044,0.8234323432343233,0.9347587238784479
8,SMU,acc,9,1,87.04904973187844,0.792079207920792,0.9127119608407801
9,Miami,acc,9,1,86.3925795523988,0.8646864686468647,0.8635162023039773
10,Georgia,sec,8,2,84.2342521258594,0.7062706270627062,0.9156120027486875
11,Ole Miss,sec,8,2,83.91303276147428,0.962046204620462,0.7729448553808942
12,Army,american athletic,9,0,82.5525295975994,0.9140080674734139,0.7778807267081524
13,Boise State,mountain west,9,1,80.31844918249197,0.8151815181518152,0.7967245545719759
14,Tennessee,sec,8,2,80.05059480657121,0.8514851485148515,0.7730556093623295
15,Tulane,american athletic,9,2,78.8079762821525,0.8903390339033903,0.7330170783928281
16,Clemson,acc,8,2,78.72962115681659,0.7260726072607261,0.8202627677337103
17,BYU,big 12,9,1,78.3844877101994,0.7029702970297029,0.8273927279101506
18,Iowa State,big 12,8,2,76.56695936553099,0.7145214521452145,0.7932109006222845
19,South Carolina,sec,7,3,76.44109004177366,0.698019801980198,0.8001599534225651
20,Texas A&M,sec,8,2,75.97260646422863,0.7046204620462047,0.7893983121940226
21,Colorado,big 12,8,2,72.99534746834269,0.6914191419141914,0.7507027307899383
22,Memphis,american athletic,9,2,72.98602919970625,0.7118211821182119,0.7395736588549051
23,UNLV,mountain west,8,2,72.39599357397991,0.7755775577557755,0.6961658315773502
24,Missouri,sec,7,3,71.7304738569485,0.6386138613861386,0.7596767493605177
25,Washington State,pac-12,8,2,71.38479732662813,0.6815181518151815,0.7312563386630273
26,Kansas State,big 12,7,3,71.34031428735422,0.6287128712871287,0.7590055968046878
27,Iowa,big ten,6,4,70.39097161778982,0.6881188118811882,0.7124125107992036
28,Arizona State,big 12,8,2,69.8225706900263,0.6353135313531353,0.7321014937333317
29,Illinois,big ten,7,3,69.78789012207217,0.6105610561056105,0.7448962024365507
30,Pittsburgh,acc,7,3,69.3814271819868,0.6683168316831684,0.7075436626627062
31,Duke,acc,7,3,68.78267743643514,0.5808580858085809,0.7454252989713046
32,James Madison,sun belt,8,2,67.82806899629243,0.7887788778877887,0.6187816656956897
33,LSU,sec,6,4,67.8002401765212,0.5693069306930694,0.7365307323425194
34,Baylor,big 12,6,4,66.69090144440216,0.6270627062706271,0.68836471884508
35,Louisville,acc,6,4,66.56456084750313,0.6765676567656765,0.6597645055492992
36,Louisiana,sun belt,8,2,65.65916722301165,0.6996699669966996,0.6333956673558025
37,Vanderbilt,sec,6,4,65.61472279171355,0.6072607260726072,0.6824707289103429
38,USC,big ten,5,5,65.22309865006184,0.6402640264026402,0.6586747342456835
39,Georgia Tech,acc,6,4,65.02402157171036,0.5891089108910889,0.6831570721618809
40,Minnesota,big ten,6,4,64.47689412020617,0.6518151815181518,0.64097481180109
41,Texas Tech,big 12,6,4,63.80796897552577,0.5099009900990099,0.7070989895701604
42,Navy,american athletic,7,3,63.293064550673584,0.6452145214521452,0.6263162507669
43,Michigan,big ten,5,5,62.78385650302043,0.46039603960396047,0.7179999248751049
44,North Carolina,acc,6,4,62.33986960028483,0.6270627062706271,0.6214257673971212
45,Florida,sec,5,5,62.046732815794606,0.5297029702970297,0.6693404439292088
46,Oklahoma,sec,5,5,61.936753139016055,0.556105610561056,0.6534316426058322
47,Washington,big ten,6,5,61.79987410700952,0.5393039303930391,0.6603728698962024
48,Texas State,sun belt,6,4,60.5825424506278,0.759075907590759,0.5233059336146344
49,Colorado State,mountain west,7,3,59.82829217084128,0.5181518151815181,0.64143044060751
50,Rutgers,big ten,6,4,59.61584136441822,0.5511551155115512,0.620390958792522
51,Arkansas,sec,5,5,59.611583475762785,0.5858085808580858,0.6016658945496889
52,Syracuse,acc,7,3,59.47891952806991,0.5627062706270627,0.6120646162480418
53,Virginia Tech,acc,5,5,59.46180877947016,0.612211221122112,0.5851448621568651
54,Cincinnati,big 12,5,5,59.44478213193383,0.5693069306930693,0.6079852239642523
55,Marshall,sun belt,7,3,59.37686237868613,0.6303630363036304,0.5740639401239855
56,Liberty,conference usa,7,2,59.1562090076145,0.6261459479281261,0.5729400127712322
57,Sam Houston,conference usa,8,2,58.76711865158995,0.5792079207920792,0.5922283295979567
58,Wisconsin,big ten,5,5,58.75810224370128,0.552805280528053,0.6063064219264527
59,Kansas,big 12,4,6,58.47588829713226,0.5957095709570955,0.5788623586712911
60,TCU,big 12,6,4,58.09678837439307,0.5957095709570958,0.573030052167611
61,UConn,fbs independents,7,3,57.402470586431676,0.6749174917491749,0.5196978211570854
62,Western Kentucky,conference usa,7,3,57.38596333489701,0.6171617161716171,0.5505431272136987
63,Nebraska,big ten,5,5,57.38243157942324,0.5561056105610562,0.5833651570736349
64,Boston College,acc,5,5,57.03731387345994,0.5544554455445545,0.5789442042984697
65,Ohio,mid-american,7,3,56.64928223031497,0.6353135313531353,0.5294355174300804
66,UCF,big 12,4,6,56.179324075119766,0.6122112211221122,0.5346450974745514
67,Jacksonville State,conference usa,7,3,56.061881593447104,0.6567656765676567,0.5088474294396788
68,California,acc,5,5,55.77968370960696,0.6287128712871287,0.5196112802239606
69,Toledo,mid-american,7,3,55.58917791484282,0.6485148514851484,0.5060178171209636
70,Bowling Green,mid-american,6,4,54.946355096494784,0.6171617161716171,0.5130106927767413
71,UCLA,big ten,4,6,54.140184960343106,0.36633663366336633,0.6356677351096197
72,West Virginia,big 12,5,5,53.98383025901607,0.4966996699669967,0.5630667970795565
73,Kentucky,sec,4,6,53.272131854025794,0.5462046204620462,0.5254610790439105
74,Miami (OH),mid-american,6,4,53.11361414134828,0.5957095709570958,0.4963658331976912
75,Northern Illinois,mid-american,6,4,52.78892900127883,0.6237623762376237,0.4762653205071078
76,South Alabama,sun belt,5,5,51.49580187478349,0.6666666666666666,0.4332687467915409
77,Georgia Southern,sun belt,6,4,51.323187061278155,0.47194719471947194,0.535462080709179
78,South Florida,american athletic,5,5,50.90402184800208,0.5082508250825083,0.5094652764632968
79,East Carolina,american athletic,6,4,50.72551030692487,0.599009900990099,0.45784867341956004
