rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Georgia,sec,11,0,96.92516806010954,0.9604430379746837,0.9739947958614708
2,Michigan,big ten,11,0,93.43680228194731,0.9667721518987342,0.9169196456229478
3,Ohio State,big ten,11,0,93.22102874666997,1.0,0.8957081345641534
4,TCU,big 12,11,0,90.53006329113924,0.7294303797468354,1.0
5,Tennessee,sec,9,2,87.89350710001027,0.8496835443037974,0.894685893067344
6,Alabama,sec,9,2,87.52269360438352,0.8829113924050632,0.8710891518493278
7,LSU,sec,9,2,82.4850418268126,0.7183544303797468,0.8821944117464842
8,Penn State,big ten,9,2,79.51552046482774,0.7943037974683544,0.7956136546682361
9,Clemson,acc,10,1,79.4306782437052,0.7420886075949368,0.822424261198191
10,USC,pac-12,10,1,78.37275583289352,0.7753164556962027,0.7882566135927143
11,Kansas State,big 12,8,3,76.14854684469694,0.7199367088607596,0.7838578774549285
12,Florida State,acc,8,3,75.97171661285554,0.7879746835443038,0.7445015798277679
13,Oregon,pac-12,9,2,75.22940636275732,0.7246835443037974,0.7671612663403754
14,Texas,big 12,7,4,73.45762109072031,0.7436708860759494,0.729679078124032
15,Tulane,american athletic,9,2,72.47611191799483,0.7579113924050634,0.7069109720587324
16,Ole Miss,sec,8,3,71.78808300506847,0.6787974683544304,0.7389257171178986
17,Utah,pac-12,8,3,71.76348078523205,0.7863924050632912,0.6806114862771823
18,Washington,pac-12,9,2,70.75542940808805,0.7310126582278482,0.6949228672325134
19,Notre Dame,fbs independents,8,3,69.99703610743613,0.6724683544303798,0.714779133882659
20,Troy,sun belt,9,2,69.77510049884759,0.5870253164556963,0.7573725295830493
21,North Carolina,acc,9,2,69.68063236635379,0.6186708860759494,0.7388792515953163
22,UTSA,conference usa,9,2,68.37831061946972,0.6977848101265823,0.6762437271544514
23,UCLA,pac-12,8,3,68.34101076431668,0.6882911392405064,0.6807818598599839
24,South Alabama,sun belt,9,2,67.95756286177428,0.7120253164556962,0.6621027197819218
25,UCF,american athletic,8,3,67.85095536643456,0.7325949367088608,0.6493866551019144
26,Coastal Carolina,sun belt,9,1,67.24402099496604,0.5675632911392406,0.7289123970014248
27,Cincinnati,american athletic,9,2,67.00558625373392,0.694620253164557,0.6568288829688372
28,Mississippi State,sec,7,4,66.94491443677906,0.643987341772152,0.6831593457654421
29,Oregon State,pac-12,8,3,66.33102842121525,0.6882911392405064,0.6498590545815005
30,Minnesota,big ten,7,4,65.7610694794842,0.7579113924050634,0.6036026268508766
31,Illinois,big ten,7,4,65.19584776640038,0.6756329113924051,0.6392107056564029
32,Louisville,acc,7,4,64.7406037694714,0.639240506329114,0.651802862276191
33,Oklahoma State,big 12,7,4,64.57497133645822,0.5395569620253166,0.7029304256241868
34,Wake Forest,acc,7,4,64.38720847295863,0.634493670886076,0.648921999876092
