name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,26.0,20.0,0.5,5.227941176470588
mid-american,False,16.0,35.0,0.25,5.227941176470588
sec,True,44.0,6.0,1.0,5.227941176470588
sun belt,False,26.0,28.0,0.5,5.227941176470588
big 12,True,37.0,9.0,0.6666666666666666,5.227941176470588
american athletic,False,31.0,16.0,0.5,5.227941176470588
acc,True,35.0,16.0,1.0,5.227941176470588
conference usa,False,18.0,25.0,0.6666666666666666,5.227941176470588
big ten,True,44.0,9.0,0.6666666666666666,5.227941176470588
fbs independents,False,7.0,4.0,0.6666666666666666,5.227941176470588
pac-12,False,3.0,8.0,0.6,5.227941176470588
