name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,13.0,13.0,1.0,2.0902255639097747
mid-american,False,10.0,15.0,0.5,2.0902255639097747
sec,True,23.0,6.0,0.6666666666666666,2.0902255639097747
sun belt,False,17.0,9.0,1.0,2.0902255639097747
pac-12,False,20.0,3.0,1.0,2.0902255639097747
fbs independents,False,5.0,5.0,0.0,2.0902255639097747
big 12,True,20.0,8.0,0.5,2.0902255639097747
acc,True,18.0,6.0,1.0,2.0902255639097747
american athletic,False,13.0,15.0,0.5,2.0902255639097747
conference usa,False,9.0,8.0,1.0,2.0902255639097747
big ten,True,18.0,4.0,0.5,2.0902255639097747
