week,season_type,start_date,home_team,away_team,home_points,away_points,completed,neutral_site,conference_game,home_conference,away_conference,home_classification,away_classification,notes
1,regular,2021-09-03 00:00:00+00:00,Minnesota,Ohio State,31,45,True,False,True,Big Ten,Big Ten,fbs,fbs,
1,regular,2021-09-03 00:00:00+00:00,Winona State,Concordia St. Paul,47,6,True,False,True,Northern Sun,Northern Sun,ii,ii,
1,regular,2021-09-03 00:00:00+00:00,Colorado School of Mines,Western Oregon,42,3,True,False,False,Rocky Mountain,Great Northwest,ii,ii,
1,regular,2021-09-03 00:00:00+00:00,Central Missouri,Pittsburg State,16,35,True,False,True,Mid America,Mid America,ii,ii,
1,regular,2021-09-03 00:00:00+00:00,Tennessee,Bowling Green,38,6,True,False,False,SEC,Mid-American,fbs,fbs,
1,regular,2021-09-03 00:00:00+00:00,Nebraska Kearney,Missouri Southern State,38,0,True,False,True,Mid America,Mid America,ii,ii,
1,regular,2021-09-03 00:00:00+00:00,Eastern New Mexico,Central Washington,24,66,True,False,False,Lone Star,Great Northwest,ii,ii,
1,regular,2021-09-03 00:00:00+00:00,South Dakota Mines,Missouri S&T,34,31,True,False,False,Rocky Mountain,Great Lakes,ii,ii,
1,regular,2021-09-03 00:00:00+00:00,Central Oklahoma,Missouri Western,24,20,True,False,True,Mid America,Mid America,ii,ii,
1,regular,2021-09-03 00:05:00+00:00,Florida International,Long Island University,48,10,True,False,False,Conference USA,NEC,fbs,fcs,
1,regular,2021-09-03 01:00:00+00:00,Northern Arizona,Sam Houston,16,42,True,False,False,Big Sky,AWC,fcs,fcs,
1,regular,2021-09-03 01:00:00+00:00,West Texas,Texas College,73,0,True,False,False,Lone Star,,ii,,
1,regular,2021-09-03 02:00:00+00:00,UNLV,Eastern Washington,33,35,True,False,False,Mountain West,Big Sky,fbs,fcs,
1,regular,2021-09-03 02:30:00+00:00,Arizona State,Southern Utah,41,14,True,False,False,Pac-12,Big Sky,fbs,fcs,
1,regular,2021-09-03 22:00:00+00:00,Central Connecticut,Southern Connecticut State,21,28,True,False,False,NEC,Northeast 10,fcs,ii,
1,regular,2021-09-03 22:00:00+00:00,Bentley,West Chester,41,17,True,False,False,Northeast 10,Pennsylvania State Athletic,ii,ii,
1,regular,2021-09-03 22:00:00+00:00,Virginia Tech,North Carolina,17,10,True,False,True,ACC,ACC,fbs,fbs,
1,regular,2021-09-03 23:00:00+00:00,Charlotte,Duke,31,28,True,False,False,Conference USA,ACC,fbs,fbs,
1,regular,2021-09-03 23:00:00+00:00,Eastern Michigan,Saint Francis,35,15,True,False,False,Mid-American,NEC,fbs,fcs,
1,regular,2021-09-03 23:00:00+00:00,Wake Forest,Old Dominion,42,10,True,False,False,ACC,Conference USA,fbs,fbs,
1,regular,2021-09-04 00:00:00+00:00,Kansas,South Dakota,17,14,True,False,False,Big 12,MVFC,fbs,fcs,
1,regular,2021-09-04 01:00:00+00:00,Colorado State,South Dakota State,23,42,True,False,False,Mountain West,MVFC,fbs,fcs,
1,regular,2021-09-04 01:00:00+00:00,Colorado,Northern Colorado,35,7,True,False,False,Pac-12,Big Sky,fbs,fcs,
1,regular,2021-09-04 01:00:00+00:00,Northwestern,Michigan State,21,38,True,False,True,Big Ten,Big Ten,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,UVA Wise,Virginia Lynchburg,54,0,True,False,False,South Atlantic,,ii,,
1,regular,2021-09-04 16:00:00+00:00,Notre Dame College,Ashland,42,35,True,False,False,Mountain East,Great Midwest Athletic,ii,ii,
1,regular,2021-09-04 16:00:00+00:00,Georgia State,Army,10,43,True,False,False,Sun Belt,FBS Independents,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Bluefield State,Lawrence Tech,14,21,True,False,False,Independent DII,,ii,,
1,regular,2021-09-04 16:00:00+00:00,Nebraska,Fordham,52,7,True,False,False,Big Ten,Patriot,fbs,fcs,
1,regular,2021-09-04 16:00:00+00:00,UConn,Holy Cross,28,38,True,False,False,FBS Independents,Patriot,fbs,fcs,
1,regular,2021-09-04 16:00:00+00:00,Davenport,Truman State,14,31,True,False,False,GLIAC,Great Lakes,ii,ii,
1,regular,2021-09-04 16:00:00+00:00,Southwest Baptist,UT Permian Basin,16,24,True,False,False,Great Lakes,Lone Star,ii,ii,
1,regular,2021-09-04 16:00:00+00:00,Kansas State,Stanford,24,7,True,True,False,Big 12,Pac-12,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Rutgers,Temple,61,14,True,False,False,Big Ten,American Athletic,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Wisconsin,Penn State,10,16,True,False,True,Big Ten,Big Ten,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Boston College,Colgate,51,0,True,False,False,ACC,Patriot,fbs,fcs,
1,regular,2021-09-04 16:00:00+00:00,Kentucky,UL Monroe,45,10,True,False,False,SEC,Sun Belt,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Shorter,Brevard,38,14,True,False,False,Gulf South,USA South,ii,iii,
1,regular,2021-09-04 16:00:00+00:00,Oklahoma,Tulane,40,35,True,False,False,Big 12,American Athletic,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Michigan,Western Michigan,47,14,True,False,False,Big Ten,Mid-American,fbs,fbs,
1,regular,2021-09-04 16:00:00+00:00,Lehigh,Villanova,3,47,True,False,False,Patriot,CAA,fcs,fcs,
1,regular,2021-09-04 16:05:00+00:00,Kutztown,Assumption,19,0,True,False,False,Pennsylvania State Athletic,Northeast 10,ii,ii,
1,regular,2021-09-04 17:00:00+00:00,Catawba,Erskine,37,27,True,False,False,South Atlantic,Independent DII,ii,ii,
1,regular,2021-09-04 17:00:00+00:00,New Haven,Franklin Pierce,30,14,True,False,True,Northeast 10,Northeast 10,ii,ii,
1,regular,2021-09-04 17:00:00+00:00,Shippensburg,West Virginia State,25,17,True,False,False,Pennsylvania State Athletic,Mountain East,ii,ii,
1,regular,2021-09-04 17:00:00+00:00,St. Augustine's,Tusculum,14,58,True,False,False,CIAA,South Atlantic,ii,ii,
1,regular,2021-09-04 17:00:00+00:00,MARIAN (IN,Tiffin,10,34,True,False,False,,Great Midwest Athletic,,ii,
1,regular,2021-09-04 17:00:00+00:00,McNeese,West Florida,36,42,True,False,False,Southland,Gulf South,fcs,ii,
1,regular,2021-09-04 17:00:00+00:00,Merrimack,Saint Anselm,55,23,True,False,False,NEC,Northeast 10,fcs,ii,
1,regular,2021-09-04 17:30:00+00:00,VMI,Davidson,45,24,True,False,False,Southern,Pioneer,fcs,fcs,
1,regular,2021-09-04 18:00:00+00:00,Furman,North Carolina A&T,29,18,True,False,False,Southern,Big South,fcs,fcs,
1,regular,2021-09-04 18:00:00+00:00,Elon,Wofford,22,24,True,False,False,CAA,Southern,fcs,fcs,
1,regular,2021-09-04 18:00:00+00:00,Richmond,Howard,38,14,True,False,False,CAA,MEAC,fcs,fcs,
1,regular,2021-09-04 18:00:00+00:00,McKendree,Northern Michigan,20,27,True,False,False,Great Lakes,GLIAC,ii,ii,
1,regular,2021-09-04 18:00:00+00:00,Fort Lewis,New Mexico Highlands,7,44,True,False,True,Rocky Mountain,Rocky Mountain,ii,ii,
1,regular,2021-09-04 18:00:00+00:00,Quincy,Midwestern State,27,48,True,False,False,Great Lakes,Lone Star,ii,ii,
1,regular,2021-09-04 18:00:00+00:00,Oregon,Fresno State,31,24,True,False,False,Pac-12,Mountain West,fbs,fbs,
1,regular,2021-09-04 18:00:00+00:00,Air Force,Lafayette,35,14,True,False,False,Mountain West,Patriot,fbs,fcs,
1,regular,2021-09-04 18:00:00+00:00,Barton,Newberry,7,31,True,False,False,Independent DII,South Atlantic,ii,ii,
1,regular,2021-09-04 18:00:00+00:00,Arkansas,Rice,38,17,True,False,False,SEC,Conference USA,fbs,fbs,
1,regular,2021-09-04 18:00:00+00:00,Michigan Tech,Hillsdale,14,10,True,False,False,GLIAC,Great Midwest Athletic,ii,ii,
1,regular,2021-09-04 18:00:00+00:00,Augustana (SD),Minot State,49,0,True,False,True,Northern Sun,Northern Sun,ii,ii,
1,regular,2021-09-04 18:30:00+00:00,Stonehill,Bloomsburg,35,13,True,False,False,Northeast 10,Pennsylvania State Athletic,ii,ii,
1,regular,2021-09-04 19:00:00+00:00,Western Colorado,Chadron State,23,10,True,False,True,Rocky Mountain,Rocky Mountain,ii,ii,
1,regular,2021-09-04 19:00:00+00:00,Idaho State,North Dakota,14,35,True,False,False,Big Sky,MVFC,fcs,fcs,
1,regular,2021-09-04 19:30:00+00:00,North Dakota State,UAlbany,28,6,True,False,False,MVFC,CAA,fcs,fcs,
1,regular,2021-09-04 19:30:00+00:00,Maryland,West Virginia,30,24,True,False,False,Big Ten,Big 12,fbs,fbs,
1,regular,2021-09-04 19:30:00+00:00,Navy,Marshall,7,49,True,False,False,American Athletic,Conference USA,fbs,fbs,
1,regular,2021-09-04 19:30:00+00:00,Miami,Alabama,13,44,True,True,False,ACC,SEC,fbs,fbs,
1,regular,2021-09-04 19:30:00+00:00,Cincinnati,Miami (OH),49,14,True,False,False,American Athletic,Mid-American,fbs,fbs,
1,regular,2021-09-04 19:30:00+00:00,Iowa,Indiana,34,6,True,False,True,Big Ten,Big Ten,fbs,fbs,
1,regular,2021-09-04 20:00:00+00:00,Pittsburgh,Massachusetts,51,7,True,False,False,ACC,FBS Independents,fbs,fbs,
1,regular,2021-09-04 20:00:00+00:00,Wyoming,Montana State,19,16,True,False,False,Mountain West,Big Sky,fbs,fcs,
1,regular,2021-09-04 20:00:00+00:00,Missouri,Central Michigan,34,24,True,False,False,SEC,Mid-American,fbs,fbs,
1,regular,2021-09-04 20:00:00+00:00,Elizabeth City State,Fayetteville State,6,47,True,False,True,CIAA,CIAA,ii,ii,
1,regular,2021-09-04 20:00:00+00:00,Mississippi State,Louisiana Tech,35,34,True,False,False,SEC,Conference USA,fbs,fbs,
1,regular,2021-09-04 20:00:00+00:00,Morgan State,Towson,0,31,True,False,False,MEAC,CAA,fcs,fcs,
1,regular,2021-09-04 20:00:00+00:00,Delaware State,Bowie State,32,24,True,False,False,MEAC,CIAA,fcs,ii,
1,regular,2021-09-04 20:00:00+00:00,San Diego,Cal Poly,17,28,True,False,False,Pioneer,Big Sky,fcs,fcs,
1,regular,2021-09-04 20:00:00+00:00,Idaho,Simon Fraser,68,0,True,False,False,Big Sky,Great Northwest,fcs,ii,
1,regular,2021-09-04 20:00:00+00:00,Presbyterian,St. Andrews,84,43,True,False,False,Pioneer,,fcs,,
1,regular,2021-09-04 20:30:00+00:00,Texas,Louisiana,38,18,True,False,False,Big 12,Sun Belt,fbs,fbs,
1,regular,2021-09-04 20:30:00+00:00,Iowa State,Northern Iowa,16,10,True,False,False,Big 12,MVFC,fbs,fcs,
1,regular,2021-09-04 21:00:00+00:00,USC,San José State,30,7,True,False,False,Pac-12,Mountain West,fbs,fbs,
1,regular,2021-09-04 22:00:00+00:00,Liberty,Campbell,48,7,True,False,False,FBS Independents,Big South,fbs,fcs,
1,regular,2021-09-04 22:00:00+00:00,Georgia Southern,Gardner-Webb,30,25,True,False,False,Sun Belt,Big South,fbs,fcs,
1,regular,2021-09-04 22:00:00+00:00,Livingstone,Clark Atlanta,10,13,True,False,False,CIAA,SIAC,ii,ii,
1,regular,2021-09-04 22:00:00+00:00,Virginia State,Lenoir Rhyne,7,48,True,False,False,CIAA,South Atlantic,ii,ii,
1,regular,2021-09-04 22:00:00+00:00,Lincoln (PA),Lock Haven,0,20,True,False,False,CIAA,Pennsylvania State Athletic,ii,ii,
1,regular,2021-09-04 22:00:00+00:00,Benedict,Allen,45,12,True,False,True,SIAC,SIAC,ii,ii,
1,regular,2021-09-04 22:00:00+00:00,Clarion,Lake Erie,26,31,True,False,False,Pennsylvania State Athletic,Great Midwest Athletic,ii,ii,
1,regular,2021-09-04 22:00:00+00:00,Stetson,Warner,54,14,True,False,False,Pioneer,,fcs,,
1,regular,2021-09-04 22:00:00+00:00,Indiana Wesleyan,Valparaiso,28,10,True,False,False,,Pioneer,,fcs,
1,regular,2021-09-04 22:00:00+00:00,James Madison,Morehead State,68,10,True,False,False,CAA,Pioneer,fcs,fcs,
1,regular,2021-09-04 22:00:00+00:00,Mercyhurst,Alderson-Broaddus,18,3,True,False,False,Pennsylvania State Athletic,Mountain East,ii,ii,
1,regular,2021-09-04 22:00:00+00:00,Hampton,Virginia Union,42,28,True,False,False,Big South,CIAA,fcs,ii,
1,regular,2021-09-04 22:00:00+00:00,Western Carolina,Eastern Kentucky,28,31,True,False,False,Southern,AWC,fcs,fcs,
1,regular,2021-09-04 22:00:00+00:00,Alabama State,Miles,14,13,True,False,False,SWAC,SIAC,fcs,ii,
1,regular,2021-09-04 22:00:00+00:00,Rhode Island,Bryant,45,21,True,False,False,CAA,NEC,fcs,fcs,
1,regular,2021-09-04 22:00:00+00:00,Sacred Heart,Bucknell,21,0,True,False,False,NEC,Patriot,fcs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Oklahoma State,Missouri State,23,16,True,False,False,Big 12,MVFC,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Saginaw Valley State,Texas A&M-Kingsville,13,9,True,False,False,GLIAC,Lone Star,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,Harding,East Central,28,0,True,False,True,Great American,Great American,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,Stephen F. Austin,Tarleton State,20,10,True,False,True,Western Athletic,Western Athletic,fcs,fcs,
1,regular,2021-09-04 23:00:00+00:00,North Alabama,SE Louisiana,28,49,True,False,False,Big South,Southland,fcs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Arkansas-Pine Bluff,Lane College,34,16,True,False,False,SWAC,SIAC,fcs,ii,
1,regular,2021-09-04 23:00:00+00:00,Alabama A&M,South Carolina State,42,41,True,False,False,SWAC,MEAC,fcs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Valdosta State,Savannah State,53,7,True,False,False,Gulf South,SIAC,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,Middle Tennessee,Monmouth,50,15,True,False,False,Conference USA,Big South,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,West Alabama,Morehouse,48,7,True,False,False,Gulf South,SIAC,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,Purdue,Oregon State,30,21,True,False,False,Big Ten,Pac-12,fbs,fbs,
1,regular,2021-09-04 23:00:00+00:00,Adams State,Western New Mexico,17,35,True,False,False,Rocky Mountain,Lone Star,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,SMU,Abilene Christian,56,9,True,False,False,American Athletic,Western Athletic,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Texas State,Baylor,20,29,True,False,False,Sun Belt,Big 12,fbs,fbs,
1,regular,2021-09-04 23:00:00+00:00,Ohio,Syracuse,9,29,True,False,False,Mid-American,ACC,fbs,fbs,
1,regular,2021-09-04 23:00:00+00:00,North Greenville,Limestone,37,16,True,False,False,Gulf South,South Atlantic,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,Auburn,Akron,60,10,True,False,False,SEC,Mid-American,fbs,fbs,
1,regular,2021-09-04 23:00:00+00:00,South Carolina,Eastern Illinois,46,0,True,False,False,SEC,OVC,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Houston,Texas Tech,21,38,True,True,False,American Athletic,Big 12,fbs,fbs,
1,regular,2021-09-04 23:00:00+00:00,Memphis,Nicholls,42,17,True,False,False,American Athletic,Southland,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Saint Xavier,Indianapolis,10,34,True,False,False,,Great Lakes,,ii,
1,regular,2021-09-04 23:00:00+00:00,Arkansas State,Central Arkansas,40,21,True,False,False,Sun Belt,AWC,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Toledo,Norfolk State,49,10,True,False,False,Mid-American,MEAC,fbs,fcs,
1,regular,2021-09-04 23:00:00+00:00,Northeastern State,Emporia State,7,38,True,False,True,Mid America,Mid America,ii,ii,
1,regular,2021-09-04 23:00:00+00:00,Troy,Southern,55,3,True,False,False,Sun Belt,SWAC,fbs,fcs,
1,regular,2021-09-04 23:30:00+00:00,Florida,Florida Atlantic,35,14,True,False,False,SEC,Conference USA,fbs,fbs,
1,regular,2021-09-04 23:30:00+00:00,Georgia Tech,Northern Illinois,21,22,True,False,False,ACC,Mid-American,fbs,fbs,
1,regular,2021-09-04 23:30:00+00:00,Virginia,William & Mary,43,0,True,False,False,ACC,CAA,fbs,fcs,
1,regular,2021-09-04 23:30:00+00:00,Clemson,Georgia,3,10,True,True,False,ACC,SEC,fbs,fbs,
1,regular,2021-09-04 23:30:00+00:00,North Texas,Northwestern State,44,14,True,False,False,Conference USA,Southland,fbs,fcs,
1,regular,2021-09-04 23:30:00+00:00,Illinois State,Butler,49,7,True,False,False,MVFC,Pioneer,fcs,fcs,
1,regular,2021-09-04 23:30:00+00:00,Illinois,UTSA,30,37,True,False,False,Big Ten,Conference USA,fbs,fbs,
1,regular,2021-09-05 00:00:00+00:00,Washington,Montana,7,13,True,False,False,Pac-12,Big Sky,fbs,fcs,
1,regular,2021-09-05 00:00:00+00:00,Texas Southern,Prairie View A&M,17,40,True,False,True,SWAC,SWAC,fcs,fcs,
1,regular,2021-09-05 00:00:00+00:00,Vanderbilt,East Tennessee State,3,23,True,False,False,SEC,Southern,fbs,fcs,
1,regular,2021-09-05 00:00:00+00:00,Texas A&M,Kent State,41,10,True,False,False,SEC,Mid-American,fbs,fbs,
1,regular,2021-09-05 00:00:00+00:00,South Alabama,Southern Miss,31,7,True,False,False,Sun Belt,Conference USA,fbs,fbs,
1,regular,2021-09-05 00:00:00+00:00,TCU,Duquesne,45,3,True,False,False,Big 12,NEC,fbs,fcs,
1,regular,2021-09-05 00:30:00+00:00,UCLA,LSU,38,27,True,False,False,Pac-12,SEC,fbs,fbs,
1,regular,2021-09-05 01:00:00+00:00,UTEP,Bethune-Cookman,38,28,True,False,False,Conference USA,SWAC,fbs,fcs,
1,regular,2021-09-05 01:00:00+00:00,Utah Tech,Sacramento State,7,19,True,False,False,Western Athletic,Big Sky,fcs,fcs,
1,regular,2021-09-05 02:30:00+00:00,California,Nevada,17,22,True,False,False,Pac-12,Mountain West,fbs,fbs,
1,regular,2021-09-05 02:30:00+00:00,Arizona,BYU,16,24,True,True,False,Pac-12,FBS Independents,fbs,fbs,
1,regular,2021-09-05 02:30:00+00:00,San Diego State,New Mexico State,28,10,True,False,False,Mountain West,FBS Independents,fbs,fbs,
1,regular,2021-09-05 03:00:00+00:00,Washington State,Utah State,23,26,True,False,False,Pac-12,Mountain West,fbs,fbs,
1,regular,2021-09-05 03:59:00+00:00,Hawai'i,Portland State,49,35,True,False,False,Mountain West,Big Sky,fbs,fcs,
1,regular,2021-09-05 19:00:00+00:00,Florida A&M,Jackson State,6,7,True,False,True,SWAC,SWAC,fcs,fcs,Denny's Orange Blossom Classic
1,regular,2021-09-05 20:00:00+00:00,Grambling,Tennessee State,16,10,True,False,False,SWAC,OVC,fcs,fcs,
1,regular,2021-09-05 23:00:00+00:00,Tuskegee,Fort Valley State,0,30,True,False,True,SIAC,SIAC,ii,ii,Boeing Red Tails Classic
1,regular,2021-09-05 23:30:00+00:00,Florida State,Notre Dame,38,41,True,False,True,ACC,FBS Independents,fbs,fbs,
1,regular,2021-09-07 00:00:00+00:00,Ole Miss,Louisville,43,24,True,True,False,SEC,ACC,fbs,fbs,
2,regular,2021-09-09 23:00:00+00:00,Charleston (WV),Fairmont State,27,6,True,False,True,Mountain East,Mountain East,ii,ii,
2,regular,2021-09-09 23:00:00+00:00,Washburn,Central Missouri,29,10,True,False,True,Mid America,Mid America,ii,ii,
2,regular,2021-09-09 23:00:00+00:00,Wheeling,Notre Dame College,15,31,True,False,True,Mountain East,Mountain East,ii,ii,
