name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,36.85526315789474,8.353383458646617,0.8152259781298075,
big ten,True,33.35338345864662,9.44172932330827,0.77937365485132,
big 12,True,29.204887218045112,11.381578947368421,0.7195720637273064,
acc,True,33.795112781954884,13.795112781954888,0.7101271822418833,
pac-12,False,29.0,6.706766917293233,0.8121709833649189,
sun belt,False,33.088345864661655,17.883458646616543,0.6491499797175204,
mountain west,False,24.82330827067669,23.795112781954888,0.5105741349313745,
conference usa,False,14.265037593984964,17.353383458646615,0.45116223767909164,
american athletic,False,24.35338345864662,30.293233082706767,0.4456521739130435,
mid-american,False,20.44172932330827,28.795112781954888,0.41517141330075585,
fbs independents,False,12.296992481203008,21.325187969924812,0.3657404819142394,
