name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,50.35845588235294,9.409926470588236,0.8425601279448853,
big ten,True,46.19209558823529,10.704963235294118,0.8118538382010856,
big 12,True,36.75643382352941,10.461397058823529,0.7784439296906935,
acc,True,36.974264705882355,19.67922794117647,0.6526387514398352,
fbs independents,False,11.897058823529411,6.67922794117647,0.6404433229429519,
american athletic,False,31.0,18.67922794117647,0.6240032561839743,
mountain west,False,26.730698529411764,24.140625,0.525457107754571,
sun belt,False,27.46139705882353,28.487132352941174,0.4908332238139046,
conference usa,False,16.782169117647058,25.487132352941174,0.3970297244993368,
mid-american,False,18.192095588235293,33.78216911764706,0.3500212209096697,
pac-12,False,5.1920955882352935,10.243566176470587,0.3363701321900679,
