name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,14.0,20.0,0.0,2.843283582089552
mid-american,False,16.0,16.0,0.3333333333333333,2.843283582089552
sec,True,32.0,8.0,0.6666666666666666,2.843283582089552
sun belt,False,22.0,16.0,1.0,2.843283582089552
big 12,True,32.0,9.0,0.3333333333333333,2.843283582089552
american athletic,False,18.0,18.0,0.3333333333333333,2.843283582089552
acc,True,31.0,9.0,0.5,2.843283582089552
conference usa,False,8.0,15.0,0.5,2.843283582089552
big ten,True,37.0,7.0,0.6666666666666666,2.843283582089552
fbs independents,False,3.0,6.0,0.3333333333333333,2.843283582089552
pac-12,False,5.0,1.0,1.0,2.843283582089552
