name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,45.671992481203006,10.469924812030076,0.813509667699004,
big 12,True,23.67763157894737,7.677631578947369,0.7551405791019723,
big ten,True,32.409774436090224,12.087406015037594,0.7283556869785616,
acc,True,35.8796992481203,17.409774436090224,0.6732980599647267,
pac-12,False,29.0,10.557330827067668,0.7331131649599658,
sun belt,False,30.174812030075188,21.64473684210526,0.582305571677307,
american athletic,False,24.174812030075188,22.61748120300752,0.5166408901922188,
fbs independents,False,24.906954887218046,24.289473684210527,0.5062756710287516,
conference usa,False,15.469924812030074,17.174812030075188,0.4738872574422756,
mountain west,False,20.32236842105263,27.409774436090224,0.42575856026148423,
mid-american,False,21.557330827067666,30.8796992481203,0.4111089204738946,
