name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,48.0,6.0,0.8888888888888888,
big ten,True,44.0,10.0,0.8148148148148148,
big 12,True,37.0,9.0,0.8043478260869565,
acc,True,37.0,21.0,0.6379310344827587,
fbs independents,False,16.0,5.0,0.7619047619047619,
american athletic,False,34.0,18.0,0.6538461538461539,
mountain west,False,26.0,22.0,0.5416666666666666,
sun belt,False,26.0,28.0,0.48148148148148145,
conference usa,False,19.0,27.0,0.41304347826086957,
pac-12,False,6.0,13.0,0.3157894736842105,
mid-american,False,16.0,36.0,0.3076923076923077,
