name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,20.0,27.0,0.0,5.253731343283582
mid-american,False,20.0,27.0,0.25,5.253731343283582
sec,True,40.0,8.0,0.6666666666666666,5.253731343283582
sun belt,False,28.0,25.0,0.6666666666666666,5.253731343283582
big 12,True,33.0,11.0,0.3333333333333333,5.253731343283582
american athletic,False,26.0,23.0,0.5,5.253731343283582
acc,True,41.0,13.0,0.3333333333333333,5.253731343283582
conference usa,False,12.0,23.0,0.5,5.253731343283582
big ten,True,42.0,10.0,0.6666666666666666,5.253731343283582
fbs independents,False,9.0,8.0,0.6666666666666666,5.253731343283582
pac-12,False,8.0,2.0,0.8,5.253731343283582
