,Team Name,W,L,Conf.,Conf. Rank,Conf. W,Conf. L,C,c,Cc,N_raw,N_adj,SOR_raw,SOR_adj,SPI
1,Ohio State,14,2,big ten,2,8,2,0.9090909090909091,0.7777777777777778,0.7070707070707071,16.64514010507881,32.24892852683321,6.246121933621933,65.0,97.24892852683321
2,Notre Dame,14,2,fbs independents,5,0,0,0.6363636363636364,0.6666666666666667,0.4242424242424243,12.157006920415228,29.468180073316578,5.4109742381801205,61.386578213592564,90.85475828690915
3,Oregon,13,1,big ten,2,10,1,0.9090909090909091,0.8888888888888888,0.808080808080808,8.0327868852459,26.912904190696118,4.9393939393939394,59.34619836823713,86.25910255893325
4,Texas,13,3,sec,1,7,2,1.0,1.0,1.0,10.75,28.596429579948563,4.458630421865715,57.26608561952465,85.86251519947321
5,Indiana,11,2,big ten,2,8,1,0.9090909090909091,0.8333333333333334,0.7575757575757576,21.085374588167888,35.0,2.3282828282828283,48.048740652535656,83.04874065253564
6,Penn State,13,3,big ten,2,8,2,0.9090909090909091,0.7222222222222222,0.6565656565656566,8.987028301886795,27.50413115175712,3.5890151515151523,53.503533461591715,81.00766461334882
7,Georgia,11,3,sec,1,7,2,1.0,0.875,0.875,3.634920634920636,24.18808314123306,4.1236631016042775,55.81678722670939,80.00487036794244
8,Alabama,9,4,sec,1,5,3,1.0,0.9375,0.9375,12.241457858769929,29.52050401437749,1.8374458874458872,45.92504336488942,75.44554737926691
9,Miami,10,3,acc,4,6,2,0.7272727272727273,0.8235294117647058,0.5989304812834224,11.366293951232656,28.97827173598305,1.7334797555385784,45.47521456438768,74.45348630037071
10,Ole Miss,10,3,sec,1,5,3,1.0,0.75,0.75,15.986515476555319,31.840859215638755,1.058174178762414,42.553379424419376,74.39423864005813
11,Memphis,11,2,american athletic,6,6,2,0.5454545454545454,0.7857142857142857,0.42857142857142855,6.134615384615385,25.736838943139677,2.0109530175706647,46.67575422419224,72.41259316733192
12,Tennessee,10,3,sec,1,6,2,1.0,0.8125,0.8125,10.794761273209552,28.624162678796928,1.2925653594771243,43.567516448994695,72.19167912779163
13,SMU,11,3,acc,4,8,1,0.7272727272727273,1.0,0.7272727272727273,2.755381604696675,23.643140133200177,2.397653000594177,48.348883601291625,71.99202373449181
14,Army,12,2,american athletic,6,9,1,0.5454545454545454,1.0,0.5454545454545454,11.023809523809526,28.76607592923544,1.102164502164502,42.74371173790092,71.50978766713637
15,Clemson,10,4,acc,4,8,1,0.7272727272727273,0.8823529411764706,0.6417112299465241,4.352733686067017,24.63282429524117,1.8581455309396486,46.014604221225916,70.64742851646709
16,Boise State,12,2,mountain west,10,8,0,0.18181818181818177,1.0,0.18181818181818177,9.25287356321839,27.66884301945495,1.1139971139971139,42.79490773307568,70.46375075253063
17,Iowa State,11,3,big 12,3,7,3,0.8181818181818181,0.8125,0.6647727272727272,-0.08949096880131258,21.88051975548084,2.3762573211102627,48.2563112158272,70.13683097130804
18,BYU,11,2,big 12,3,8,2,0.8181818181818181,1.0,0.8181818181818181,-3.6448243114909804,19.67771353569138,2.695075757575758,49.63573846027805,69.31345199596943
19,Arizona State,11,3,big 12,3,8,2,0.8181818181818181,0.9375,0.7670454545454545,2.3019832661915096,23.362224510434466,1.6731601731601724,45.214230675786,68.57645518622047
20,Illinois,10,3,big ten,2,6,3,0.9090909090909091,0.6111111111111112,0.5555555555555556,-1.9983277591973216,20.697846529328075,2.278409090909091,47.832952654581,68.53079918390907
21,South Carolina,9,4,sec,1,5,3,1.0,0.6875,0.6875,3.0788655788655763,23.843563677666587,1.5154486036838979,44.531862246555534,68.37542592422213
22,Florida,8,5,sec,1,4,4,1.0,0.4375,0.4375,-2.3829431438127058,20.459547309594004,1.6819614209320093,45.25231091071918,65.71185822031318
