name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,19.0,25.0,0.5,5.786259541984733
mid-american,False,16.0,30.0,0.25,5.786259541984733
sec,True,38.0,5.0,0.75,5.786259541984733
sun belt,False,28.0,20.0,0.3333333333333333,5.786259541984733
pac-12,False,24.0,9.0,1.0,5.786259541984733
fbs independents,False,16.0,21.0,0.42857142857142855,5.786259541984733
big 12,True,25.0,5.0,0.6666666666666666,5.786259541984733
acc,True,33.0,11.0,1.0,5.786259541984733
conference usa,False,19.0,24.0,0.5,5.786259541984733
american athletic,False,22.0,18.0,0.75,5.786259541984733
big ten,True,32.0,10.0,0.6666666666666666,5.786259541984733
