name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,35.0,21.0,0.8,12.5
mid-american,False,21.0,34.0,0.4,12.5
sec,True,57.0,18.0,0.5,12.5
sun belt,False,18.0,14.0,0.25,12.5
pac-12,False,28.0,15.0,0.75,12.5
fbs independents,False,27.0,28.0,0.8461538461538461,12.5
big 12,True,25.0,11.0,0.6666666666666666,12.5
acc,True,36.0,25.0,0.75,12.5
conference usa,False,27.0,37.0,0.6,12.5
american athletic,False,38.0,17.0,0.5,12.5
big ten,True,38.0,13.0,0.75,12.5
