week,season_type,start_date,home_team,away_team,home_points,away_points,completed,neutral_site,conference_game,home_conference,away_conference,home_classification,away_classification,notes
1,regular,2025-08-29 00:00:00+00:00,Minnesota,Buffalo,23,10,True,False,False,Big Ten,Mid-American,fbs,fbs,
1,regular,2025-08-29 00:30:00+00:00,UAB,Alabama State,52,42,True,False,False,American Athletic,SWAC,fbs,fcs,
1,regular,2025-08-29 01:00:00+00:00,Wisconsin,Miami (OH),17,0,True,False,False,Big Ten,Mid-American,fbs,fbs,
1,regular,2025-08-29 01:00:00+00:00,Cincinnati,Nebraska,17,20,True,True,False,Big 12,Big Ten,fbs,fbs,
1,regular,2025-08-29 02:00:00+00:00,San Diego State,Stony Brook,42,0,True,False,False,Mountain West,Coastal Athletic,fbs,fcs,
1,regular,2025-08-29 22:00:00+00:00,West Florida,Lenoir Rhyne,48,21,True,False,False,Gulf South,South Atlantic,ii,ii,
1,regular,2025-08-29 22:00:00+00:00,Rhode Island,Campbell,31,20,True,False,True,Coastal Athletic,Coastal Athletic,fcs,fcs,
1,regular,2025-08-29 22:00:00+00:00,Army,Tarleton State,27,30,True,False,False,American Athletic,UAC,fbs,fcs,
1,regular,2025-08-29 23:00:00+00:00,Wake Forest,Kennesaw State,10,9,True,False,False,ACC,Conference USA,fbs,fbs,
1,regular,2025-08-29 23:00:00+00:00,Charlotte,App State,11,34,True,True,False,American Athletic,Sun Belt,fbs,fbs,Duke’s Mayo Classic
1,regular,2025-08-29 23:00:00+00:00,Marist,New Haven,31,14,True,False,False,Pioneer,NEC,fcs,fcs,
1,regular,2025-08-29 23:00:00+00:00,Florida International,Bethune-Cookman,42,9,True,False,False,Conference USA,SWAC,fbs,fcs,
1,regular,2025-08-29 23:00:00+00:00,Michigan State,Western Michigan,23,6,True,False,False,Big Ten,Mid-American,fbs,fbs,
1,regular,2025-08-29 23:00:00+00:00,Colgate,Monmouth,39,42,True,False,False,Patriot,Coastal Athletic,fcs,fcs,
1,regular,2025-08-29 23:30:00+00:00,Kansas,Wagner,46,7,True,False,False,Big 12,NEC,fbs,fcs,
1,regular,2025-08-29 23:30:00+00:00,Illinois,Western Illinois,52,3,True,False,False,Big Ten,OVC-Big South,fbs,fcs,
1,regular,2025-08-30 00:00:00+00:00,Baylor,Auburn,24,38,True,False,False,Big 12,SEC,fbs,fbs,
1,regular,2025-08-30 00:00:00+00:00,Colorado,Georgia Tech,20,27,True,False,False,Big 12,ACC,fbs,fbs,
1,regular,2025-08-30 01:30:00+00:00,Sam Houston,UNLV,21,38,True,True,False,Conference USA,Mountain West,fbs,fbs,
1,regular,2025-08-30 02:30:00+00:00,San José State,Central Michigan,14,16,True,False,False,Mountain West,Mid-American,fbs,fbs,
1,regular,2025-08-30 16:00:00+00:00,Lehigh,Richmond,21,14,True,False,False,Patriot,Patriot,fcs,fcs,
1,regular,2025-08-30 16:00:00+00:00,Shorter,Anderson (SC),7,34,True,False,False,Carolinas,South Atlantic,ii,ii,
1,regular,2025-08-30 16:00:00+00:00,Ohio State,Texas,14,7,True,False,False,Big Ten,SEC,fbs,fbs,
1,regular,2025-08-30 16:00:00+00:00,Kent State,Merrimack,21,17,True,False,False,Mid-American,FCS Independents,fbs,fcs,
1,regular,2025-08-30 16:00:00+00:00,Navy,VMI,52,7,True,False,False,American Athletic,Southern,fbs,fcs,
1,regular,2025-08-30 16:00:00+00:00,Southern Miss,Mississippi State,17,34,True,False,False,Sun Belt,SEC,fbs,fbs,
1,regular,2025-08-30 16:00:00+00:00,The Citadel,North Dakota State,0,38,True,False,False,Southern,MVFC,fcs,fcs,
1,regular,2025-08-30 16:00:00+00:00,Maryland,Florida Atlantic,39,7,True,False,False,Big Ten,American Athletic,fbs,fbs,
1,regular,2025-08-30 16:00:00+00:00,Purdue,Ball State,31,0,True,False,False,Big Ten,Mid-American,fbs,fbs,
1,regular,2025-08-30 16:00:00+00:00,Pittsburgh,Duquesne,61,9,True,False,False,ACC,NEC,fbs,fcs,
1,regular,2025-08-30 16:00:00+00:00,Gannon,Davenport,12,21,True,False,False,Pennsylvania State Athletic,GLIAC,ii,ii,
1,regular,2025-08-30 16:00:00+00:00,Tennessee,Syracuse,45,26,True,True,False,SEC,ACC,fbs,fbs,Aflac Kickoff
1,regular,2025-08-30 16:00:00+00:00,Carson Newman,West Virginia State,41,10,True,False,False,South Atlantic,Mountain East,ii,ii,
1,regular,2025-08-30 16:00:00+00:00,Tulane,Northwestern,23,3,True,False,False,American Athletic,Big Ten,fbs,fbs,
1,regular,2025-08-30 16:45:00+00:00,Kentucky,Toledo,24,16,True,False,False,SEC,Mid-American,fbs,fbs,
1,regular,2025-08-30 17:00:00+00:00,UT Permian Basin,Central Oklahoma,34,14,True,False,False,Lone Star,Mid America,ii,ii,
1,regular,2025-08-30 17:00:00+00:00,Tennessee Tech,Cumberland (TN),65,0,True,False,False,OVC-Big South,,fcs,,
1,regular,2025-08-30 17:00:00+00:00,Shaw,Albany State,7,51,True,False,False,CIAA,SIAC,ii,ii,
1,regular,2025-08-30 17:00:00+00:00,Davidson,Georgetown,14,51,True,False,False,Pioneer,Patriot,fcs,fcs,
1,regular,2025-08-30 17:00:00+00:00,Central State,Kentucky State,24,34,True,True,True,SIAC,SIAC,ii,ii,
1,regular,2025-08-30 17:00:00+00:00,Glenville State,Emory & Henry,17,45,True,False,False,Mountain East,South Atlantic,ii,ii,
1,regular,2025-08-30 17:00:00+00:00,Grand Valley State,Lincoln (PA),45,9,True,False,False,GLIAC,CIAA,ii,ii,
1,regular,2025-08-30 17:00:00+00:00,Post,West Virginia Wesleyan,51,14,True,False,False,Northeast 10,Mountain East,ii,ii,
1,regular,2025-08-30 17:15:00+00:00,Clark Atlanta,Valdosta State,28,31,True,True,False,SIAC,Gulf South,ii,ii,
1,regular,2025-08-30 18:00:00+00:00,Washburn,Truman State,20,17,True,False,False,Mid America,Great Lakes,ii,ii,
1,regular,2025-08-30 18:00:00+00:00,UConn,Central Connecticut,59,13,True,False,False,FBS Independents,NEC,fbs,fcs,
1,regular,2025-08-30 18:00:00+00:00,West Virginia,Robert Morris,45,3,True,False,False,Big 12,NEC,fbs,fcs,
1,regular,2025-08-30 18:00:00+00:00,Fort Lewis,William Jewell,14,34,True,False,False,Rocky Mountain,Great Lakes,ii,ii,
1,regular,2025-08-30 18:00:00+00:00,Furman,William & Mary,23,21,True,False,False,Southern,Coastal Athletic,fcs,fcs,
1,regular,2025-08-30 18:00:00+00:00,Boston College,Fordham,66,10,True,False,False,ACC,Patriot,fbs,fcs,
1,regular,2025-08-30 18:00:00+00:00,Valparaiso,Virginia Lynchburg,67,10,True,False,False,Pioneer,,fcs,,
1,regular,2025-08-30 18:00:00+00:00,Sacred Heart,Stonehill,12,7,True,False,False,FCS Independents,NEC,fcs,fcs,
1,regular,2025-08-30 18:00:00+00:00,Augustana (SD),Missouri Western,30,26,True,False,False,Northern Sun,Mid America,ii,ii,
1,regular,2025-08-30 18:00:00+00:00,Northern Iowa,Butler,38,14,True,False,False,MVFC,Pioneer,fcs,fcs,
1,regular,2025-08-30 18:30:00+00:00,Indiana,Old Dominion,27,14,True,False,False,Big Ten,Sun Belt,fbs,fbs,
1,regular,2025-08-30 19:00:00+00:00,Louisville,Eastern Kentucky,51,17,True,False,False,ACC,UAC,fbs,fcs,
1,regular,2025-08-30 19:00:00+00:00,Northern Colorado,Chadron State,17,3,True,False,False,Big Sky,Rocky Mountain,fcs,ii,
1,regular,2025-08-30 19:00:00+00:00,Jackson State,Hampton,28,14,True,False,False,SWAC,Coastal Athletic,fcs,fcs,
1,regular,2025-08-30 19:30:00+00:00,Georgia,Marshall,45,7,True,False,False,SEC,Sun Belt,fbs,fbs,
1,regular,2025-08-30 19:30:00+00:00,Northern Illinois,Holy Cross,19,17,True,False,False,Mid-American,Patriot,fbs,fcs,
1,regular,2025-08-30 19:30:00+00:00,Florida State,Alabama,31,17,True,False,False,ACC,SEC,fbs,fbs,
1,regular,2025-08-30 19:30:00+00:00,Air Force,Bucknell,49,13,True,False,False,Mountain West,Patriot,fbs,fcs,
1,regular,2025-08-30 19:30:00+00:00,Massachusetts,Temple,10,42,True,False,False,Mid-American,American Athletic,fbs,fbs,
1,regular,2025-08-30 19:30:00+00:00,Penn State,Nevada,46,11,True,False,False,Big Ten,Mountain West,fbs,fbs,
1,regular,2025-08-30 19:30:00+00:00,Iowa State,South Dakota,55,7,True,False,False,Big 12,MVFC,fbs,fcs,
1,regular,2025-08-30 20:00:00+00:00,Liberty,Maine,28,7,True,False,False,Conference USA,Coastal Athletic,fbs,fcs,
1,regular,2025-08-30 20:00:00+00:00,Florida A&M,Howard,9,10,True,True,False,SWAC,MEAC,fcs,fcs,Invesco QQQ Orange Blossom Classic
1,regular,2025-08-30 20:00:00+00:00,Oregon,Montana State,59,13,True,False,False,Big Ten,Big Sky,fbs,fcs,
1,regular,2025-08-30 20:00:00+00:00,Morehouse,Johnson C. Smith,9,45,True,True,False,SIAC,CIAA,ii,ii,
1,regular,2025-08-30 20:15:00+00:00,Arkansas,Alabama A&M,52,7,True,False,False,SEC,SWAC,fbs,fcs,
1,regular,2025-08-30 20:30:00+00:00,Memphis,Chattanooga,45,10,True,False,False,American Athletic,Southern,fbs,fcs,
1,regular,2025-08-30 20:30:00+00:00,Tennessee State,North Carolina A&T,24,21,True,False,False,OVC-Big South,Coastal Athletic,fcs,fcs,
1,regular,2025-08-30 21:00:00+00:00,Mississippi Valley State,Southern,29,34,True,False,True,SWAC,SWAC,fcs,fcs,
1,regular,2025-08-30 21:00:00+00:00,Pace,Saint Anselm,10,34,True,False,True,Northeast 10,Northeast 10,ii,ii,
1,regular,2025-08-30 21:00:00+00:00,Benedict,Fayetteville State,10,0,True,False,False,SIAC,CIAA,ii,ii,
1,regular,2025-08-30 21:15:00+00:00,West Alabama,Fort Valley State,27,17,True,True,False,Gulf South,SIAC,ii,ii,
1,regular,2025-08-30 21:30:00+00:00,East Tennessee State,Murray State,45,17,True,False,False,Southern,MVFC,fcs,fcs,
1,regular,2025-08-30 22:00:00+00:00,South Carolina State,Wofford,16,15,True,False,False,MEAC,Southern,fcs,fcs,
1,regular,2025-08-30 22:00:00+00:00,Western Carolina,Gardner-Webb,45,52,True,False,False,Southern,OVC-Big South,fcs,fcs,
1,regular,2025-08-30 22:00:00+00:00,Morehead State,Allen,38,31,True,False,False,Pioneer,SIAC,fcs,ii,
1,regular,2025-08-30 22:00:00+00:00,Iowa,UAlbany,34,7,True,False,False,Big Ten,Coastal Athletic,fbs,fcs,
1,regular,2025-08-30 22:00:00+00:00,Catawba,Ferrum,45,13,True,False,False,South Atlantic,Carolinas,ii,ii,
1,regular,2025-08-30 22:00:00+00:00,North Carolina Central,New Hampshire,10,27,True,False,False,MEAC,Coastal Athletic,fcs,fcs,
1,regular,2025-08-30 22:00:00+00:00,Frostburg State,Shepherd,41,27,True,False,False,Mountain East,Pennsylvania State Athletic,ii,ii,
1,regular,2025-08-30 22:00:00+00:00,Chowan,Elizabeth City State,28,14,True,False,False,Carolinas,CIAA,ii,ii,
1,regular,2025-08-30 22:00:00+00:00,Stetson,Webber International,21,31,True,False,False,Pioneer,,fcs,,
1,regular,2025-08-30 22:00:00+00:00,Savannah State,Edward Waters,14,41,True,False,True,SIAC,SIAC,ii,ii,
1,regular,2025-08-30 22:00:00+00:00,Mercer,Presbyterian,10,15,True,False,False,Southern,Pioneer,fcs,fcs,
1,regular,2025-08-30 22:00:00+00:00,Wingate,UNC Pembroke,30,21,True,False,False,South Atlantic,Carolinas,ii,ii,
1,regular,2025-08-30 22:00:00+00:00,Oklahoma,Illinois State,35,3,True,False,False,SEC,MVFC,fbs,fcs,
1,regular,2025-08-30 22:00:00+00:00,UVA Wise,Concord,29,37,True,False,False,South Atlantic,Mountain East,ii,ii,
1,regular,2025-08-30 22:00:00+00:00,James Madison,Weber State,45,10,True,False,False,Sun Belt,Big Sky,fbs,fcs,
1,regular,2025-08-30 22:00:00+00:00,Virginia,Coastal Carolina,48,7,True,False,False,ACC,Sun Belt,fbs,fbs,
1,regular,2025-08-30 23:00:00+00:00,Missouri S&T,Central Methodist,51,10,True,False,False,Great Lakes,,ii,,
1,regular,2025-08-30 23:00:00+00:00,Kansas State,North Dakota,38,35,True,False,False,Big 12,MVFC,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,Arkansas State,Southeast Missouri State,42,24,True,False,False,Sun Belt,OVC-Big South,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,Grambling,Langston,55,7,True,True,False,SWAC,,fcs,,
1,regular,2025-08-30 23:00:00+00:00,Troy,Nicholls,38,20,True,False,False,Sun Belt,Southland,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,South Dakota State,Sacramento State,20,3,True,False,False,MVFC,Big Sky,fcs,fcs,
1,regular,2025-08-30 23:00:00+00:00,Texas A&M,UTSA,42,24,True,False,False,SEC,American Athletic,fbs,fbs,
1,regular,2025-08-30 23:00:00+00:00,Middle Tennessee,Austin Peay,14,34,True,False,False,Conference USA,UAC,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,Missouri Southern State,Midwestern State,33,19,True,False,False,Mid America,Lone Star,ii,ii,
1,regular,2025-08-30 23:00:00+00:00,Bluefield State,Tusculum,23,49,True,False,False,CIAA,South Atlantic,ii,ii,
1,regular,2025-08-30 23:00:00+00:00,Southern Illinois,Thomas More,49,3,True,False,False,MVFC,Great Midwest Athletic,fcs,ii,
1,regular,2025-08-30 23:00:00+00:00,Incarnate Word,Eastern Washington,31,21,True,False,False,Southland,Big Sky,fcs,fcs,
1,regular,2025-08-30 23:00:00+00:00,Western Kentucky,North Alabama,55,6,True,False,False,Conference USA,UAC,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,South Alabama,Morgan State,38,21,True,False,False,Sun Belt,MEAC,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,Florida,Long Island University,55,0,True,False,False,SEC,NEC,fbs,fcs,
1,regular,2025-08-30 23:00:00+00:00,McNeese,Louisiana Christian,54,9,True,False,False,Southland,,fcs,,
1,regular,2025-08-30 23:00:00+00:00,Vanderbilt,Charleston Southern,45,3,True,False,False,SEC,OVC-Big South,fbs,fcs,
1,regular,2025-08-30 23:30:00+00:00,USC,Missouri State,73,13,True,False,False,Big Ten,Conference USA,fbs,fbs,
1,regular,2025-08-30 23:30:00+00:00,Louisiana Tech,SE Louisiana,24,0,True,False,False,Conference USA,Southland,fbs,fcs,
1,regular,2025-08-30 23:30:00+00:00,Texas Tech,Arkansas-Pine Bluff,67,7,True,False,False,Big 12,SWAC,fbs,fcs,
1,regular,2025-08-30 23:30:00+00:00,Clemson,LSU,10,17,True,False,False,ACC,SEC,fbs,fbs,
1,regular,2025-08-30 23:30:00+00:00,Utah State,UTEP,28,16,True,False,False,Mountain West,Conference USA,fbs,fbs,
1,regular,2025-08-30 23:30:00+00:00,Michigan,New Mexico,34,17,True,False,False,Big Ten,Mountain West,fbs,fbs,
1,regular,2025-08-30 23:30:00+00:00,Lincoln (MO),Lincoln (CA),55,6,True,False,False,Great Lakes,Independent DII,ii,ii,
1,regular,2025-08-30 23:45:00+00:00,Ole Miss,Georgia State,63,7,True,False,False,SEC,Sun Belt,fbs,fbs,
1,regular,2025-08-31 00:00:00+00:00,North Texas,Lamar,51,0,True,False,False,American Athletic,Southland,fbs,fcs,
1,regular,2025-08-31 00:00:00+00:00,BYU,Portland State,69,0,True,False,False,Big 12,Big Sky,fbs,fcs,
1,regular,2025-08-31 00:00:00+00:00,Tulsa,Abilene Christian,35,7,True,False,False,American Athletic,UAC,fbs,fcs,
1,regular,2025-08-31 00:00:00+00:00,Louisiana,Rice,12,14,True,False,False,Sun Belt,American Athletic,fbs,fbs,
1,regular,2025-08-31 00:00:00+00:00,San Diego,Cal Poly,17,41,True,False,False,Pioneer,Big Sky,fcs,fcs,
1,regular,2025-08-31 00:00:00+00:00,Texas State,Eastern Michigan,52,27,True,False,False,Sun Belt,Mid-American,fbs,fbs,
1,regular,2025-08-31 00:00:00+00:00,Western New Mexico,Adams State,35,21,True,False,False,Lone Star,Rocky Mountain,ii,ii,
1,regular,2025-08-31 00:00:00+00:00,UT Rio Grande Valley,Sul Ross State,66,0,True,False,False,Southland,Lone Star,fcs,ii,
1,regular,2025-08-31 00:00:00+00:00,Texas Southern,Prairie View A&M,21,22,True,False,True,SWAC,SWAC,fcs,fcs,
1,regular,2025-08-31 00:30:00+00:00,Southern Utah,Idaho State,46,24,True,False,False,UAC,Big Sky,fcs,fcs,
1,regular,2025-08-31 01:00:00+00:00,New Mexico State,Bryant,19,3,True,False,False,Conference USA,Coastal Athletic,fbs,fcs,
1,regular,2025-08-31 01:00:00+00:00,SMU,East Texas A&M,42,13,True,False,False,ACC,Southland,fbs,fcs,
1,regular,2025-08-31 01:30:00+00:00,Fresno State,Georgia Southern,42,14,True,False,False,Mountain West,Sun Belt,fbs,fbs,
1,regular,2025-08-31 02:00:00+00:00,Arizona State,Northern Arizona,38,19,True,False,False,Big 12,Big Sky,fbs,fcs,
1,regular,2025-08-31 02:00:00+00:00,Utah Tech,UC Davis,24,31,True,False,False,UAC,Big Sky,fcs,fcs,
1,regular,2025-08-31 02:00:00+00:00,Washington State,Idaho,13,10,True,False,False,Pac-12,Big Sky,fbs,fcs,
1,regular,2025-08-31 02:30:00+00:00,Oregon State,California,15,34,True,False,False,Pac-12,ACC,fbs,fbs,
1,regular,2025-08-31 02:30:00+00:00,Arizona,Hawai'i,40,6,True,False,False,Big 12,Mountain West,fbs,fbs,
1,regular,2025-08-31 03:00:00+00:00,Washington,Colorado State,38,21,True,False,False,Big Ten,Mountain West,fbs,fbs,
1,regular,2025-08-31 03:00:00+00:00,UCLA,Utah,10,43,True,False,False,Big Ten,Big 12,fbs,fbs,
1,regular,2025-08-31 19:00:00+00:00,South Carolina,Virginia Tech,24,11,True,True,False,SEC,ACC,fbs,fbs,Aflac Kickoff
1,regular,2025-08-31 20:00:00+00:00,Virginia Union,Miles,45,3,True,True,False,CIAA,SIAC,ii,ii,
1,regular,2025-08-31 23:00:00+00:00,Tuskegee,Winston-Salem State,20,17,True,True,False,SIAC,CIAA,ii,ii,
1,regular,2025-08-31 23:30:00+00:00,Miami,Notre Dame,27,24,True,False,False,ACC,FBS Independents,fbs,fbs,
1,regular,2025-09-02 00:00:00+00:00,North Carolina,TCU,14,48,True,False,False,ACC,Big 12,fbs,fbs,
1,regular,2025-12-13 17:00:00+00:00,John Carroll,Berry,21,13,True,False,False,Ohio,Southern Athletic,iii,iii,Division III Championship - Quarterfinal
1,regular,2025-12-13 17:00:00+00:00,Ferris State,Newberry,49,17,True,False,False,GLIAC,South Atlantic,ii,ii,Division II Championship - Semifinal
1,regular,2025-12-13 17:00:00+00:00,Susquehanna,Johns Hopkins,10,40,True,False,False,Landmark Conference,Centennial,iii,iii,Division III Championship - Quarterfinal
1,regular,2025-12-13 20:30:00+00:00,Kutztown,Harding,27,49,True,False,False,Pennsylvania State Athletic,Great American,ii,ii,Division II Championship - Semifinal
2,regular,2025-09-04 22:00:00+00:00,North Carolina Wesleyan,Averett,64,12,True,False,False,USA South,Old Dominion,iii,iii,
2,regular,2025-09-04 22:00:00+00:00,Wayne State (MI),Tiffin,7,34,True,False,False,GLIAC,Great Midwest Athletic,ii,ii,
2,regular,2025-09-04 22:00:00+00:00,California (PA),Charleston (WV),23,19,True,False,False,Pennsylvania State Athletic,Mountain East,ii,ii,
2,regular,2025-09-04 22:00:00+00:00,West Virginia Wesleyan,Clarion,20,48,True,False,False,Mountain East,Pennsylvania State Athletic,ii,ii,
2,regular,2025-09-04 23:00:00+00:00,Valley City State,Augsburg,27,0,True,True,False,,Minnesota,,iii,
2,regular,2025-09-04 23:00:00+00:00,Buffalo State,Brockport,0,41,True,False,False,Liberty League,Empire 8,iii,iii,
2,regular,2025-09-04 23:00:00+00:00,Lebanon Valley,Franklin & Marshall,21,31,True,False,False,Mid Atlantic,Centennial,iii,iii,
2,regular,2025-09-04 23:00:00+00:00,Wisconsin Eau Claire,Carroll (WI),29,7,True,False,False,Wisconsin,CCIW,iii,iii,
2,regular,2025-09-04 23:00:00+00:00,Henderson State,Southern Nazarene,48,13,True,False,True,Great American,Great American,ii,ii,
2,regular,2025-09-04 23:00:00+00:00,Westminster (PA),Marietta,8,12,True,False,False,Presidents',Ohio,iii,iii,
2,regular,2025-09-04 23:00:00+00:00,Millersville,Frostburg State,34,42,True,False,False,Pennsylvania State Athletic,Mountain East,ii,ii,
2,regular,2025-09-04 23:00:00+00:00,Fairmont State,Bloomsburg,41,40,True,False,False,Mountain East,Pennsylvania State Athletic,ii,ii,
