rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Texas,sec,5,0,95.6497735990155,0.8923444976076559,0.9910417874268852
2,Alabama,sec,4,0,88.98213219410485,0.8205741626794258,0.927108253851153
3,BYU,big 12,5,0,87.52392344497608,0.6435406698564593,1.0
4,Ohio State,big ten,4,0,85.80090383061707,0.9401913875598086,0.8137570040926735
5,Tennessee,sec,4,0,85.19669321066678,1.0,0.7722568186256428
6,Indiana,big ten,5,0,82.90927286359153,0.8660287081339713,0.8092041242908081
7,Miami,acc,5,0,82.8714757970382,0.8492822966507177,0.8176399294502014
8,Penn State,big ten,4,0,82.73263844153155,0.7338516746411484,0.8776589204475593
9,SMU,acc,4,1,81.15273998635615,0.6866028708133972,0.8787944539674961
10,Pittsburgh,acc,4,0,80.72124200713378,0.7129186602870814,0.8579859830320914
11,Rutgers,big ten,4,0,80.16708242998152,0.6620813397129187,0.8768343929235287
12,Missouri,sec,4,0,80.10387040507847,0.7308612440191389,0.8388265671447479
13,Iowa State,big 12,4,0,78.97966891676728,0.6889952153110047,0.8440744058597249
14,Washington State,pac-12,4,1,78.89565342214394,0.5502392344497608,0.9174966187138817
15,UNLV,mountain west,4,0,78.74130778557675,0.8145933014354066,0.7727775728513463
16,USC,big ten,3,1,78.36989027219133,0.6441387559808613,0.8588466740440182
17,Georgia,sec,3,1,77.86292227317524,0.6471291866028709,0.8494369344934579
18,Boston College,acc,4,1,77.8471017248461,0.605263157894737,0.8717367876696971
19,Notre Dame,fbs independents,4,1,77.47093969594778,0.6746411483253589,0.828592300070157
20,James Madison,sun belt,4,0,76.59138982676245,0.7547846889952153,0.7719065494143065
21,Oregon,big ten,4,0,75.74047923075521,0.6441387559808613,0.8183941964834625
22,Boise State,mountain west,3,1,75.02728913049197,0.6501196172248804,0.8042015773480177
23,Ole Miss,sec,4,1,74.56447088444466,0.9043062200956937,0.6602115874014675
24,Navy,american athletic,4,0,74.42190817491736,0.7069377990430623,0.7642936185909258
25,Memphis,american athletic,4,1,74.38873631835514,0.6148325358851676,0.8133784240365272
26,Army,american athletic,4,0,74.13845862392476,0.7458133971291867,0.7389998419138958
27,Kansas State,big 12,4,1,73.2920876518112,0.5789473684210528,0.8158296885703745
28,Nebraska,big ten,4,1,72.79392833379515,0.660287081339713,0.7643673921062337
29,Michigan,big ten,4,1,72.74613044129052,0.47846889952153115,0.8615341378159527
30,LSU,sec,4,1,72.20862781177485,0.6004784688995216,0.787567406158332
31,Duke,acc,5,0,71.98316217621695,0.5885167464114833,0.7905396315663852
32,Illinois,big ten,4,1,71.4276675391238,0.5933014354066987,0.7794171892290668
33,North Texas,american athletic,4,1,70.76040550724586,0.5406698564593302,0.7974917004795278
34,Texas Tech,big 12,4,1,70.59558057310879,0.5239234449760767,0.8039732307530169
35,Oklahoma,sec,4,1,70.36965170378748,0.5885167464114833,0.7657163935290088
36,Liberty,conference usa,4,0,70.18158017020352,0.5933014354066987,0.760246614322601
37,UCF,big 12,3,1,70.11273912414246,0.6142344497607656,0.7479158981925488
38,Iowa,big ten,3,1,69.53366306388351,0.6561004784688996,0.7164637894995696
39,South Carolina,sec,3,1,69.51118411912886,0.6441387559808613,0.7225588870738262
40,Arizona State,big 12,3,1,68.34150736613171,0.5663875598086126,0.7464298888127733
41,UL Monroe,sun belt,3,1,67.99870776586012,0.4318181818181819,0.8136164831111345
42,Clemson,acc,3,1,66.67110967435197,0.6321770334928231,0.6853063615708179
43,Arizona,big 12,3,1,65.94678842532373,0.5065789473684211,0.7417926964219844
44,Texas A&M,sec,4,1,64.76408359351146,0.5693779904306221,0.6897823681298413
45,Eastern Michigan,mid-american,4,1,64.37480887423615,0.5598086124401914,0.688946268289684
46,Colorado,big 12,4,1,64.33928433807097,0.5334928229665074,0.7025697774498955
47,Louisville,acc,3,1,64.27753752705902,0.742822966507177,0.5889035953739665
48,California,acc,3,1,63.0453538543651,0.5604066985645934,0.6681710677631436
49,Sam Houston,conference usa,4,1,62.557436186287454,0.5047846889952153,0.6906149549454602
50,Washington,big ten,3,2,61.79333914579212,0.590909090909091,0.6324849379072912
51,San José State,mountain west,3,1,61.67343107735807,0.5783492822966507,0.6374031722611583
52,Oklahoma State,big 12,3,2,61.60332149746621,0.5382775119617226,0.6579016704431679
53,Syracuse,acc,3,1,61.33998784335803,0.5723684210526316,0.6354937401002451
54,Oregon State,pac-12,3,1,60.8181425487867,0.5155502392344498,0.6580597565473995
55,Georgia Tech,acc,3,2,60.77043097528952,0.5885167464114833,0.6180360746290401
56,Utah,big 12,4,1,60.47008554550926,0.5980861244019139,0.6082626337144964
57,Tulane,american athletic,3,2,60.253186115753834,0.6124401913875599,0.5971966064182959
58,Maryland,big ten,3,2,59.67371562258179,0.576555023923445,0.6076044582347878
59,Louisiana,sun belt,3,1,59.458526311147295,0.5843301435406699,0.6001072505726747
60,Kentucky,sec,3,2,59.125004758971635,0.5406698564593302,0.6184855351214628
61,TCU,big 12,3,2,58.41842627989937,0.5287081339712919,0.6140560244754486
62,Coastal Carolina,sun belt,3,1,58.2545530066089,0.5454545454545455,0.602517598703074
63,Toledo,mid-american,3,1,58.16565617835542,0.6561004784688996,0.5415713758760605
64,Arkansas,sec,3,2,57.76385251549786,0.6244019138755982,0.5524582389207988
65,Michigan State,big ten,3,2,55.985744093524794,0.47129186602870815,0.607546596654154
66,Virginia,acc,3,1,55.868019936394475,0.5185406698564594,0.5802937921756677
67,Florida,sec,2,2,55.263114161140834,0.49162679425837325,0.5854796363399657
68,Western Kentucky,conference usa,3,2,54.52098330150081,0.437799043062201,0.6030464122203658
69,Baylor,big 12,2,3,53.98836302217265,0.5478468899521531,0.5355957211361121
70,Cincinnati,big 12,3,2,53.62701321185447,0.5789473684210528,0.5132900818018096
71,Colorado State,mountain west,2,2,53.147798531236376,0.31818181818181823,0.6463297676134268
72,UConn,fbs independents,3,2,52.771290526768446,0.6196172248803827,0.4782259639377699
73,North Carolina,acc,3,2,52.64320758509952,0.5191387559808612,0.5303592480887596
74,Northwestern,big ten,2,2,52.53423060137734,0.45574162679425845,0.5628195948242815
75,Fresno State,mountain west,3,2,52.109378061027286,0.47607655502392354,0.5453338251567686
76,NC State,acc,3,2,51.89087634651459,0.3636363636363637,0.6025169787575672
77,Vanderbilt,sec,2,2,51.79108790996363,0.6022727272727273,0.4724852685448949
78,Stanford,acc,2,2,51.7722059345218,0.4467703349282297,0.5559268340312886
79,Wisconsin,big ten,2,2,50.31238472888233,0.37500000000000006,0.5721136112135743
80,West Virginia,big 12,2,2,49.43207368378141,0.4766746411483254,0.5038224806706156
81,Minnesota,big ten,2,3,49.35609612068209,0.5645933014354068,0.4553127780068132
82,Arkansas State,sun belt,2,2,49.178476060040445,0.29425837320574166,0.5981451230436844
83,Ohio,mid-american,3,2,48.99282866911597,0.4162679425837321,0.5295915489028514
84,App State,sun belt,2,2,47.34137049795907,0.2882775119617225,0.5731024242969043
85,Virginia Tech,acc,2,3,46.88812469811336,0.4928229665071771,0.45598955185172557
86,Texas State,sun belt,2,2,45.901805144126875,0.5633971291866029,0.40281393265531956
87,Marshall,sun belt,2,2,45.78901772578449,0.4288277511961723,0.47353917590643785
88,East Carolina,american athletic,3,2,45.09043747997135,0.5382775119617226,0.40385730094324707
89,South Florida,american athletic,2,3,44.95454653722541,0.375598086124402,0.4893632849672514
90,Georgia Southern,sun belt,3,2,44.81772508296999,0.4330143540669857,0.4563418875480845
91,Bowling Green,mid-american,1,3,44.60085548871003,0.4617224880382775,0.43754720626723576
92,Nevada,mountain west,2,3,44.5787322587008,0.437799043062201,0.45008870386959643
93,Central Michigan,mid-american,3,2,44.01336100722616,0.44497607655502397,0.43752612812000496
94,UCLA,big ten,1,3,43.22233625544697,0.24641148325358841,0.5322759129472519
95,Buffalo,mid-american,3,2,42.74571610609973,0.3636363636363637,0.4618222058281077
96,Auburn,sec,2,3,42.72503284042672,0.6124401913875599,0.327532709874802
97,Georgia State,sun belt,2,2,42.5581970600167,0.3391148325358852,0.4721411987886265
98,South Alabama,sun belt,2,3,41.76160426383688,0.576555023923445,0.332033514254097
99,Hawai'i,mountain west,2,2,40.710645079971314,0.5245215311004785,0.34388294602237796
100,Northern Illinois,mid-american,2,2,40.59201578448001,0.5305023923444977,0.3388374161911168
101,UTSA,american athletic,2,3,39.691876441716275,0.3229665071770335,0.43673921062338616
102,Florida International,conference usa,2,3,37.699705023599876,0.4330143540669857,0.3468338866346981
103,UAB,american athletic,1,3,36.169738367497494,0.37500000000000006,0.3545344364230384
104,Florida Atlantic,american athletic,2,3,34.013247758408795,0.41866028708133973,0.29784827247018314
105,Wake Forest,acc,1,3,33.66090697122939,0.4198564593301436,0.29178355222575936
106,Charlotte,american athletic,2,3,32.972342648944,0.25358851674641153,0.3707191471203014
107,Old Dominion,sun belt,1,3,32.64181334112645,0.35705741626794263,0.3099200580268994
108,Jacksonville State,conference usa,1,3,32.50844202080522,0.3510765550239235,0.3110886553071985
109,Western Michigan,mid-american,1,3,31.887304515522402,0.2912679425837321,0.3337373311552581
110,Kansas,big 12,1,4,30.707922769601314,0.4880382775119618,0.2096397393335792
111,Florida State,acc,1,4,30.16732106759777,0.325358851674641,0.28891940398438976
112,Utah State,mountain west,1,3,29.674944430339117,0.2613636363636364,0.31580334088633605
113,Mississippi State,sec,1,4,29.029366447875837,0.3875598086124402,0.23791958686831427
114,Tulsa,american athletic,2,3,28.886889644553353,0.3564593301435407,0.252474047531222
115,San Diego State,mountain west,1,3,28.859009427042654,0.40191387559808617,0.227569596632456
116,Purdue,big ten,1,3,28.131789045986082,0.30322966507177035,0.2695192425919095
117,Miami (OH),mid-american,1,3,27.632121659233427,0.31818181818181823,0.2537808926595352
118,Houston,big 12,1,4,27.135838447599504,0.31339712918660295,0.24872213732412918
119,Air Force,mountain west,1,3,25.542020238299045,0.33313397129186606,0.21357432681667282
120,Troy,sun belt,1,4,25.455356685869802,0.3851674641148326,0.18422300679770248
121,Akron,mid-american,1,4,24.665882161222783,0.12679425837320576,0.311201278740932
122,Louisiana Tech,conference usa,1,3,24.615631219987055,0.40191387559808617,0.1622868549854468
123,Ball State,mid-american,1,3,24.06634924702798,0.09988038277511964,0.31646978230613526
124,Southern Miss,sun belt,1,3,22.64569525487035,0.23444976076555027,0.22215313273963216
125,Temple,american athletic,1,4,21.894689693618037,0.21052631578947373,0.22348105601517623
126,Rice,american athletic,1,4,21.795334846287105,0.41866028708133973,0.10988038151446486
127,Wyoming,mountain west,1,4,20.41051141485046,0.24641148325358855,0.18132476155345942
128,Middle Tennessee,conference usa,1,4,14.152973541185537,0.1626794258373206,0.1301414405673741
129,UTEP,conference usa,0,4,13.29180631569535,0.24641148325358872,0.0718062215664576
130,New Mexico State,conference usa,1,4,12.558371970299987,0.25358851674641153,0.05665805975654742
131,New Mexico,mountain west,1,4,12.550240999366391,0.29665071770334933,0.03334562891921794
