name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,24.0,23.0,0.75,6.481203007518797
mid-american,False,20.0,28.0,0.25,6.481203007518797
sec,True,34.0,8.0,0.5,6.481203007518797
sun belt,False,33.0,17.0,0.6666666666666666,6.481203007518797
pac-12,False,29.0,6.0,1.0,6.481203007518797
fbs independents,False,10.0,18.0,0.16666666666666666,6.481203007518797
big 12,True,30.0,12.0,0.6666666666666666,6.481203007518797
acc,True,33.0,13.0,1.0,6.481203007518797
american athletic,False,23.0,30.0,0.25,6.481203007518797
conference usa,False,14.0,17.0,0.5,6.481203007518797
big ten,True,33.0,9.0,0.6666666666666666,6.481203007518797
