,Team Name,W,L,Conf.,Conf. Rank,Conf. W,Conf. L,C,c,Cc,N_raw,N_adj,SOR_raw,SOR_adj,SPI
1,Michigan,15,0,big ten,2,10,0,0.9090909090909091,1.0,0.9090909090909091,25.466666666666665,33.348412896775805,6.452380952380953,65.0,98.34841289677581
2,Georgia,13,1,sec,1,8,1,1.0,0.9285714285714286,0.9285714285714286,24.5,32.63809047738066,5.142857142857143,59.74018591586972,92.37827639325037
3,Alabama,12,2,sec,1,9,0,1.0,1.0,1.0,15.0,25.657335666083483,5.117604617604618,59.63875699413718,85.29609266022067
4,Texas,12,2,big 12,3,9,1,0.8181818181818181,1.0,0.8181818181818181,16.857142857142858,27.021994501374657,4.393939393939393,56.732093894201824,83.75408839557649
5,Oregon,12,2,pac-12,5,8,2,0.6363636363636364,0.9166666666666666,0.5833333333333333,27.714285714285715,35.0,2.2651515151515156,48.18163579214873,83.18163579214873
6,Penn State,10,3,big ten,2,7,2,0.9090909090909091,0.8571428571428572,0.7792207792207793,22.76923076923078,31.36629304212409,3.1201298701298694,51.61572928509329,82.98202232721736
7,Florida State,13,1,acc,4,9,0,0.7272727272727273,1.0,0.7272727272727273,15.285714285714286,25.867283179205202,4.337662337662338,56.50605229719789,82.37333547640308
8,Washington,14,1,pac-12,5,10,0,0.6363636363636364,1.0,0.6363636363636364,11.2,22.86503374156461,5.075757575757575,59.4706747809804,82.33570852254502
9,Ohio State,11,2,big ten,2,8,1,0.9090909090909091,0.9285714285714286,0.8441558441558441,19.307692307692307,28.822698171610945,3.054112554112554,51.35056510399251,80.17326327560346
10,LSU,10,3,sec,1,6,2,1.0,0.8571428571428572,0.8571428571428572,17.53846153846154,27.52263857112645,2.8863636363636362,50.67678726676921,78.19942583789566
11,Ole Miss,11,2,sec,1,6,2,1.0,0.7857142857142857,0.7857142857142857,12.538461538461538,23.848557091496357,3.792207792207792,54.31518758777503,78.16374467927139
