week,season_type,start_date,home_team,away_team,home_points,away_points,completed,neutral_site,conference_game,home_conference,away_conference,home_classification,away_classification,notes
1,regular,2023-08-26 18:30:00+00:00,Notre Dame,Navy,42,3,True,True,False,FBS Independents,American Athletic,fbs,fbs,
1,regular,2023-08-26 19:30:00+00:00,Mercer,North Alabama,17,7,True,True,False,Southern,UAC,fcs,fcs,
1,regular,2023-08-26 21:30:00+00:00,Jacksonville State,UTEP,17,14,True,False,True,Conference USA,Conference USA,fbs,fbs,
1,regular,2023-08-26 23:00:00+00:00,New Mexico State,Massachusetts,30,41,True,False,False,Conference USA,FBS Independents,fbs,fbs,
1,regular,2023-08-26 23:00:00+00:00,San Diego State,Ohio,20,13,True,False,False,Mountain West,Mid-American,fbs,fbs,
1,regular,2023-08-26 23:00:00+00:00,UAlbany,Fordham,34,13,True,False,False,Coastal Athletic,Patriot,fcs,fcs,
1,regular,2023-08-26 23:30:00+00:00,Jackson State,South Carolina State,37,7,True,True,False,SWAC,MEAC,fcs,fcs,
1,regular,2023-08-26 23:30:00+00:00,Vanderbilt,Hawai'i,35,28,True,False,False,SEC,Mountain West,fbs,fbs,
1,regular,2023-08-27 00:00:00+00:00,USC,San José State,56,28,True,False,False,Pac-12,Mountain West,fbs,fbs,
1,regular,2023-08-27 01:00:00+00:00,Louisiana Tech,Florida International,22,17,True,False,True,Conference USA,Conference USA,fbs,fbs,
1,regular,2023-08-31 04:00:00+00:00,Morehead State,West Virginia State,37,35,True,False,False,Pioneer,Mountain East,fcs,ii,
1,regular,2023-08-31 04:00:00+00:00,Kennesaw State,Tusculum,38,7,True,False,False,FCS Independents,South Atlantic,fcs,ii,
1,regular,2023-08-31 04:00:00+00:00,Hiram,Heidelberg,14,68,True,False,False,North Coast,Ohio,iii,iii,
1,regular,2023-08-31 04:00:00+00:00,Lamar,Idaho,17,42,True,False,False,Southland,Big Sky,fcs,fcs,
1,regular,2023-08-31 04:00:00+00:00,New Haven,Frostburg State,24,27,True,False,False,Northeast 10,Mountain East,ii,ii,
1,regular,2023-08-31 04:00:00+00:00,East Texas A&M,UC Davis,10,48,True,False,False,Southland,Big Sky,fcs,fcs,
1,regular,2023-08-31 18:00:00+00:00,Northwood,Glenville State,9,44,True,False,False,Great Midwest Athletic,Mountain East,ii,ii,
1,regular,2023-08-31 22:00:00+00:00,Charleston Southern,North Greenville,13,10,True,False,False,Big South-OVC,Gulf South,fcs,ii,
1,regular,2023-08-31 22:00:00+00:00,Wingate,Albany State,30,7,True,False,False,South Atlantic,SIAC,ii,ii,
1,regular,2023-08-31 22:00:00+00:00,Saginaw Valley State,Winona State,34,24,True,False,False,GLIAC,Northern Sun,ii,ii,
1,regular,2023-08-31 22:00:00+00:00,Alderson-Broaddus,California (PA),0,0,True,False,False,Mountain East,Pennsylvania State Athletic,ii,ii,
1,regular,2023-08-31 22:00:00+00:00,UNC Pembroke,Fayetteville State,19,17,True,False,False,Mountain East,CIAA,ii,ii,
1,regular,2023-08-31 22:00:00+00:00,Keiser University,Mississippi College,14,17,True,True,False,,Gulf South,,ii,
1,regular,2023-08-31 22:00:00+00:00,Rowan,Stevenson,17,20,True,False,False,New Jersey,Mid Atlantic,iii,iii,
1,regular,2023-08-31 22:00:00+00:00,Barton,Chowan,41,0,True,False,False,South Atlantic,Gulf South,ii,ii,
