name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,30.0,19.0,1.0,11.976923076923077
mid-american,False,21.0,27.0,0.75,11.976923076923077
sec,True,48.0,8.0,0.5,11.976923076923077
sun belt,False,21.0,19.0,0.5,11.976923076923077
pac-12,False,16.0,20.0,0.3333333333333333,11.976923076923077
fbs independents,False,34.0,37.0,0.1,11.976923076923077
big 12,True,24.0,6.0,0.6666666666666666,11.976923076923077
acc,True,34.0,20.0,1.0,11.976923076923077
conference usa,False,24.0,32.0,0.25,11.976923076923077
american athletic,False,24.0,19.0,0.75,11.976923076923077
big ten,True,33.0,9.0,0.6666666666666666,11.976923076923077
