name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,26.0,18.0,0.5,4.485294117647059
mid-american,False,16.0,34.0,0.25,4.485294117647059
sec,True,43.0,6.0,1.0,4.485294117647059
sun belt,False,25.0,27.0,0.6666666666666666,4.485294117647059
big 12,True,37.0,9.0,0.6666666666666666,4.485294117647059
american athletic,False,30.0,16.0,0.5,4.485294117647059
acc,True,34.0,16.0,1.0,4.485294117647059
conference usa,False,18.0,24.0,0.6666666666666666,4.485294117647059
big ten,True,43.0,9.0,0.6666666666666666,4.485294117647059
fbs independents,False,5.0,4.0,0.6,4.485294117647059
pac-12,False,3.0,7.0,0.6,4.485294117647059
