name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,16.0,20.0,0.6666666666666666,3.0601503759398496
mid-american,False,16.0,21.0,0.3333333333333333,3.0601503759398496
sec,True,29.0,8.0,0.5,3.0601503759398496
sun belt,False,24.0,13.0,0.6666666666666666,3.0601503759398496
pac-12,False,29.0,5.0,1.0,3.0601503759398496
fbs independents,False,7.0,7.0,0.0,3.0601503759398496
big 12,True,28.0,12.0,0.6666666666666666,3.0601503759398496
acc,True,26.0,10.0,1.0,3.0601503759398496
american athletic,False,18.0,22.0,0.3333333333333333,3.0601503759398496
conference usa,False,13.0,11.0,0.6666666666666666,3.0601503759398496
big ten,True,25.0,9.0,0.6666666666666666,3.0601503759398496
