name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
big 12,True,26.19465648854962,7.018129770992366,0.7886919297842387,
sec,True,47.529580152671755,13.036259541984734,0.784758873851874,
big ten,True,32.353053435114504,10.31679389312977,0.758218167181001,
acc,True,32.353053435114504,20.91412213740458,0.6073731728288908,
mountain west,False,31.353053435114504,14.737595419847327,0.6802476036685092,
american athletic,False,24.63358778625954,18.176526717557252,0.5754151342917642,
sun belt,False,20.036259541984734,16.31679389312977,0.5511575410782719,
fbs independents,False,30.51145038167939,27.49332061068702,0.5260162200398099,
pac-12,False,24.47519083969466,27.932251908396946,0.46701746080876866,
mid-american,False,21.334923664122137,28.49332061068702,0.42816928379931063,
conference usa,False,23.77385496183206,32.93225190839694,0.41924681968095845,
