name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,44.26526717557252,11.202290076335878,0.7980388783760537,
big 12,True,26.341603053435115,6.8606870229007635,0.7933670536843316,
big ten,True,33.341603053435115,10.480916030534353,0.7608326438183164,
acc,True,32.961832061068705,17.164122137404583,0.6575801416279601,
mountain west,False,27.784351145038165,16.759541984732824,0.6237521957071247,
american athletic,False,23.822519083969464,17.341603053435115,0.5787204450625869,
sun belt,False,21.240458015267176,18.379770992366414,0.5361013438659024,
pac-12,False,25.860687022900763,23.265267175572518,0.5264159738948023,
fbs independents,False,24.74618320610687,24.923664122137406,0.4982133937833788,
conference usa,False,22.442748091603054,29.404580152671755,0.43286219081272087,
mid-american,False,19.442748091603054,28.202290076335878,0.40807498197548664,
