name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,42.24626865671642,8.215485074626866,0.8371938256770497,
big ten,True,41.815298507462686,10.061567164179104,0.8060490541609725,
big 12,True,33.0615671641791,11.153917910447761,0.7477372940357392,
acc,True,43.03078358208955,15.246268656716419,0.7383829814479855,
pac-12,False,11.708022388059701,5.184701492537313,0.6930807885581756,
fbs independents,False,13.876865671641792,10.369402985074625,0.5723299476762082,
sun belt,False,28.338619402985074,25.12313432835821,0.5300727609010487,
american athletic,False,26.030783582089555,25.307835820895523,0.5070409739256837,
mountain west,False,22.184701492537314,29.938432835820898,0.4256210179683585,
mid-american,False,20.061567164179102,28.12313432835821,0.4163472335153134,
conference usa,False,12.246268656716417,22.938432835820898,0.3480566307863619,
