rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Georgia,sec,14,1,100.0,1.0,1.0
2,Alabama,sec,13,2,93.88048846960346,0.8428528256270778,0.9904713780408575
3,Baylor,big 12,12,2,87.48600965493203,0.7272374044812849,0.9543492384321086
4,Oklahoma State,big 12,12,2,87.33221097250843,0.7207615593834993,0.9554700983705531
5,Michigan,big ten,12,2,85.68580835726299,0.8191944048698355,0.8771385259510576
6,Cincinnati,american athletic,13,1,83.93776914255082,0.8476881233000907,0.8349028434930406
7,Ohio State,big ten,11,2,83.65238782955726,0.90069042471581,0.801972660992368
8,Oklahoma,big 12,11,2,81.37201251093265,0.7263407490062068,0.8607705583956216
9,Notre Dame,fbs independents,11,2,79.72198307369418,0.7667898737708349,0.8136051921802301
10,Pittsburgh,acc,11,3,78.1880300727906,0.8075378836938221,0.7680646791308742
11,Ole Miss,sec,10,3,76.90306197435221,0.6482320942883046,0.834075979604024
12,Clemson,acc,10,3,76.46331884445954,0.692865611269963,0.8032772684617051
13,Louisiana,sun belt,13,1,76.03595111708819,0.7129905452661572,0.7858658774272721
14,Michigan State,big ten,11,2,75.51236470078784,0.6035985773066462,0.8367140691546958
15,Houston,american athletic,12,2,74.11920474111466,0.7647973060484392,0.7284815235295276
16,Wake Forest,acc,11,3,73.91714543962742,0.7052195311488149,0.7574532592218292
17,Coastal Carolina,sun belt,11,2,73.140500581643,0.8351349466489992,0.6755504222912004
18,Kentucky,sec,10,3,72.41285905543016,0.6775228398075179,0.7492239948025698
19,San Diego State,mountain west,12,2,71.94969960128559,0.6223287138971636,0.7718183786905364
20,NC State,acc,9,3,71.49565892095224,0.7283167119975823,0.7077626769390286
21,Arkansas,sec,9,4,71.22038573785268,0.6300997280145059,0.7564137731899228
22,Air Force,mountain west,10,3,69.41227602227941,0.6886812190529324,0.6970528208527198
23,Iowa,big ten,10,4,69.06277610284232,0.5614557699779822,0.7601819100555837
24,Texas A&M,sec,8,4,68.26918352671535,0.7283167119975823,0.6581245939507687
25,UTSA,conference usa,12,2,68.17282134130117,0.706514700168372,0.6683816436216639
26,Wisconsin,big ten,9,4,67.32530105858257,0.652416486505335,0.6844726773983976
27,Purdue,big ten,9,4,66.99995215421013,0.6063881721179999,0.7042517866166174
28,Iowa State,big 12,7,6,66.81050209248055,0.6803124346188717,0.6615317981664621
29,Kansas State,big 12,8,5,66.25292631199119,0.6035985773066462,0.6942611708655165
30,Fresno State,mountain west,10,3,66.02557546254442,0.717971964572146,0.6291777954233739
31,Minnesota,big ten,9,4,65.4875877152048,0.6328893228258594,0.6667147910199956
32,App State,sun belt,10,4,65.32834605107524,0.7091050382074862,0.6232256879048188
33,BYU,fbs independents,10,3,65.2691449684079,0.6356789176372132,0.6618520438631607
34,Utah State,mountain west,11,3,65.17562563895387,0.63269006605362,0.662022666570418
35,Boise State,mountain west,7,5,64.0152341224107,0.6693865216077365,0.6244108594790757
36,Army,fbs independents,9,4,63.68019846036756,0.6761280424018412,0.6156264150200481
37,Tennessee,sec,7,6,62.99097408606272,0.6705488527791338,0.6080271421352775
38,Miami,acc,7,5,62.23405355594795,0.5877908733756422,0.640944199812315
39,Penn State,big ten,7,6,62.01341988319897,0.6245205383917983,0.6177723236844005
40,SMU,american athletic,8,4,61.021757976836156,0.6663644605621034,0.5799846439563467
41,Nevada,mountain west,8,5,60.84076525434309,0.6510216890996584,0.5854616328593084
42,Texas Tech,big 12,7,6,60.26029186480104,0.4878303926354697,0.66440350957784
43,UCF,american athletic,9,4,60.052629783058585,0.6189413487690913,0.5906105011713906
44,Mississippi State,sec,7,6,59.270599831172156,0.5422274914568659,0.6198867327720283
45,Auburn,sec,6,7,59.208085352041586,0.6035985773066462,0.5858790022509072
46,Utah,pac-12,10,4,59.166144465076556,0.7311229115399562,0.516566808633509
47,Texas,big 12,5,7,58.309174275321084,0.5605923239649441,0.5952068144084314
48,Liberty,fbs independents,8,5,58.30683259375829,0.7040239905153777,0.5179383527033855
49,Western Kentucky,conference usa,9,5,57.90348981623457,0.754435953891983,0.484588175846387
50,Maryland,big ten,7,6,56.57666318477457,0.4599344445219332,0.6227531942539523
51,West Virginia,big 12,6,7,56.56048487398698,0.5101471511262989,0.595466685916408
52,Oregon,pac-12,10,4,56.15184760540003,0.5653412770366534,0.5594600447556486
53,Louisville,acc,6,7,55.60668910531269,0.5631494525420183,0.55225320409757
