name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,41.48473282442748,6.774809160305344,0.859617209743752,
big 12,True,25.709923664122137,5.532442748091603,0.8229185755299004,
big ten,True,32.70992366412214,10.354961832061068,0.7595497651333865,
acc,True,33.532442748091604,13.307251908396948,0.7158979791395045,
pac-12,False,25.35496183206107,13.082061068702291,0.6596494712278437,
sun belt,False,26.93511450381679,19.64503816793893,0.5782530317928547,
american athletic,False,23.06488549618321,18.35496183206107,0.5568558791006267,
mountain west,False,21.83969465648855,24.225190839694655,0.4741072168365233,
fbs independents,False,21.83969465648855,26.06488549618321,0.45589992829256637,
conference usa,False,20.419847328244277,26.307251908396946,0.43700224627322853,
mid-american,False,19.06488549618321,30.35496183206107,0.3857738646895274,
