name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
big ten,True,48.97282608695652,12.369565217391305,0.7983520864711615,
sec,True,52.29347826086956,13.826086956521738,0.7908926516521454,
big 12,True,37.19565217391304,11.641304347826086,0.7616292009793011,
acc,True,44.29347826086956,26.603260869565215,0.624760444614795,
fbs independents,False,16.690217391304344,5.184782608695652,0.7629813664596273,
american athletic,False,34.92391304347826,21.554347826086957,0.6183602771362586,
mountain west,False,25.01086956521739,24.14673913043478,0.5087893864013268,
sun belt,False,27.282608695652172,29.92391304347826,0.4769143074292228,
conference usa,False,20.554347826086957,28.603260869565215,0.41813156440022115,
pac-12,False,6.320652173913043,12.91304347826087,0.32862390505792594,
mid-american,False,15.961956521739129,35.05978260869565,0.31284618662121855,
