name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,38.17669172932331,8.759398496240602,0.8133760512615138,
big ten,True,33.7593984962406,9.949248120300751,0.7723734571883197,
big 12,True,28.291353383458645,10.671052631578947,0.7261192589733694,
acc,True,34.70864661654135,14.708646616541355,0.7023583111449221,
pac-12,False,29.0,7.518796992481203,0.7941115915173976,
sun belt,False,33.18984962406015,18.898496240601503,0.6371837898307532,
mountain west,False,23.81015037593985,24.708646616541355,0.49074074074074076,
american athletic,False,23.94924812030075,28.671052631578945,0.455133242837751,
conference usa,False,14.56954887218045,17.759398496240603,0.450665736380022,
mid-american,False,20.94924812030075,29.70864661654135,0.413543599257885,
fbs independents,False,14.93609022556391,21.227443609022558,0.4130152294817818,
