name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,26.0,22.0,0.5,10.088235294117647
mid-american,False,16.0,36.0,0.25,10.088235294117647
sec,True,48.0,6.0,1.0,10.088235294117647
sun belt,False,26.0,28.0,0.5,10.088235294117647
big 12,True,37.0,9.0,0.6666666666666666,10.088235294117647
american athletic,False,34.0,18.0,0.5,10.088235294117647
acc,True,37.0,21.0,1.0,10.088235294117647
conference usa,False,19.0,27.0,0.6666666666666666,10.088235294117647
big ten,True,44.0,10.0,0.6666666666666666,10.088235294117647
fbs independents,False,16.0,5.0,0.7272727272727273,10.088235294117647
pac-12,False,6.0,13.0,0.5555555555555556,10.088235294117647
