name,p5,cvc_wins,cvc_losses,cvc_perc,mean_games_played
mountain west,False,23.0,15.0,0.5,3.7205882352941178
mid-american,False,14.0,31.0,0.0,3.7205882352941178
sec,True,41.0,5.0,1.0,3.7205882352941178
sun belt,False,23.0,25.0,0.6666666666666666,3.7205882352941178
big 12,True,36.0,9.0,0.6666666666666666,3.7205882352941178
american athletic,False,29.0,16.0,0.5,3.7205882352941178
acc,True,33.0,16.0,1.0,3.7205882352941178
conference usa,False,18.0,21.0,0.6666666666666666,3.7205882352941178
big ten,True,43.0,9.0,0.6666666666666666,3.7205882352941178
fbs independents,False,3.0,4.0,0.5,3.7205882352941178
pac-12,False,2.0,6.0,0.5,3.7205882352941178
