name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,47.37781954887218,10.43233082706767,0.819541537961307,
big 12,True,20.73872180451128,5.783834586466165,0.7819277108433735,
big ten,True,32.035714285714285,11.387218045112782,0.7377602701181767,
acc,True,35.72932330827068,17.81954887218045,0.6672283066554339,
pac-12,False,26.648496240601506,11.12593984962406,0.7054637738853504,
sun belt,False,29.55827067669173,22.29699248120301,0.5700148620727153,
american athletic,False,24.080827067669176,20.909774436090228,0.5352412784625026,
fbs independents,False,27.900375939849624,27.161654135338345,0.5067080872563411,
conference usa,False,14.909774436090228,17.60338345864662,0.4585766317858588,
mountain west,False,20.387218045112782,27.035714285714285,0.4299020967933727,
mid-american,False,21.080827067669173,31.25187969924812,0.40282317445494054,
