rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Ohio State,big ten,14,2,97.24892852683321,0.9213979579095204,1.0
2,Notre Dame,fbs independents,14,2,90.85475828690915,0.8419480020947594,0.9444088955937318
3,Oregon,big ten,13,1,86.25910255893325,0.7689401197341748,0.9130184364344174
4,Texas,sec,13,3,85.86251519947321,0.8170408451413875,0.8810167018388408
5,Indiana,big ten,11,2,83.04874065253564,1.0,0.7392113946543947
6,Penn State,big ten,13,3,81.00766461334882,0.785832318621632,0.8231312840244879
7,Georgia,sec,11,3,80.00487036794244,0.6910880897495161,0.8587198034878367
8,Alabama,sec,9,4,75.44554737926691,0.8434429718393569,0.7065391286906064
9,Miami,acc,10,3,74.45348630037071,0.8279506210280871,0.6996186856059643
10,Ole Miss,sec,10,3,74.39423864005813,0.9097388347325358,0.6546673757602981
11,Memphis,american athletic,11,2,72.41259316733192,0.7353382555182765,0.7180885265260345
12,Tennessee,sec,10,3,72.19167912779163,0.817833219394198,0.6702694838306876
13,SMU,acc,11,3,71.99202373449181,0.675518289520005,0.7438289784814096
14,Army,american athletic,12,2,71.50978766713637,0.8218878836924411,0.6575955651984756
15,Clemson,acc,10,4,70.64742851646709,0.7037949798640335,0.7079169880188603
16,Boise State,mountain west,12,2,70.46375075253063,0.7905383719844271,0.658383195893472
17,Iowa State,big 12,11,3,70.13683097130804,0.6251577072994525,0.7424047879358031
18,BYU,big 12,11,2,69.31345199596943,0.5622203867340395,0.7636267455427392
19,Arizona State,big 12,11,3,68.57645518622047,0.6674921288695561,0.6956035488582462
20,Illinois,big ten,10,3,68.53079918390907,0.5913670436950879,0.7358915793012462
21,South Carolina,sec,9,4,68.37542592422213,0.6812446765047596,0.6851055730239313
22,Florida,sec,8,5,65.71185822031318,0.5845584945598287,0.6961893986264489
23,Kansas State,big 12,9,4,65.37116988799879,0.583092475072925,0.6917374347760987
24,Missouri,sec,10,3,65.01065235315282,0.5573526407302704,0.7000509219629747
25,Navy,american athletic,10,3,64.97342157283688,0.6941548975609351,0.6258153870492947
26,LSU,sec,9,4,64.7484851483646,0.551242651955461,0.6993075743065149
27,Louisville,acc,9,4,64.65342736270583,0.6653524032994502,0.6364014345726935
28,Michigan,big ten,8,5,63.16852859201062,0.42830363746869893,0.7411984812400947
29,Tulane,american athletic,9,5,62.91321664609857,0.7125207016087546,0.584230647535264
