rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
1,Oregon State,pac-12,2,0,85.83179297597042,0.5951940850277264,1.0
2,Michigan,big ten,2,0,83.43633995814301,0.9833641404805915,0.7541322314049587
3,Alabama,sec,2,0,82.98827546172531,0.7948243992606284,0.8487603305785125
4,Duke,acc,2,0,82.83369526854196,0.6950092421441774,0.9001287968230117
5,Mississippi State,sec,2,0,81.46245474404607,0.7504621072088724,0.8491735537190082
6,Minnesota,big ten,2,0,80.57772130406981,0.9833641404805915,0.7101534828807556
7,James Madison,sun belt,2,0,79.90420736288503,1.0,0.6908339594290007
8,Michigan State,big ten,2,0,79.6594919112143,0.8946395563770795,0.743801652892562
9,BYU,fbs independents,2,0,79.56200152484962,0.678373382624769,0.8587528174305034
10,Ole Miss,sec,2,0,79.0839311083808,0.8946395563770795,0.7349468713105077
11,Georgia,sec,2,0,78.61545423992912,0.922365988909427,0.7128099173553719
12,Tulane,american athletic,2,0,78.49231385317758,0.9500924214417745,0.6959858323494688
13,Toledo,mid-american,2,0,78.1041437977247,0.9390018484288355,0.6959858323494688
14,Miami,acc,2,0,77.94619806340526,0.9279112754158965,0.6995277449822905
15,Ohio State,big ten,2,0,77.75075453868934,0.7282809611829945,0.8040141676505314
16,Wake Forest,acc,2,0,77.50447376518625,0.7837338262476894,0.7703659976387249
17,Florida State,acc,2,0,77.28361161607675,0.711645101663586,0.8057851239669422
18,Syracuse,acc,2,0,77.12969227042493,0.8059149722735675,0.7526564344746164
19,Tennessee,sec,2,0,77.01011725629438,0.7948243992606284,0.756788665879575
20,NC State,acc,2,0,76.8290106114536,0.7781885397412199,0.7629601803155522
21,Kansas State,big 12,2,0,76.75491077566359,0.8280961182994454,0.7349468713105077
22,SMU,american athletic,2,0,75.73703495905265,0.8558225508317929,0.7043576258452292
23,Texas Tech,big 12,2,0,75.65318906052319,0.7948243992606284,0.7359128474830954
24,Washington,pac-12,2,0,75.58550129084493,0.878003696857671,0.6900826446280992
25,UCLA,pac-12,2,0,75.4208612761797,0.8502772643253235,0.7024793388429752
26,Marshall,sun belt,2,0,75.0938126736312,0.800369685767098,0.7243211334120425
27,TCU,big 12,2,0,75.07775622126151,0.8558225508317929,0.6942148760330579
28,USC,pac-12,2,0,75.01922553470422,0.844731977818854,0.6992862509391435
29,California,pac-12,2,0,74.96931378989017,0.634011090573013,0.8119834710743803
30,Rutgers,big ten,2,0,74.75517047227684,0.8170055452865065,0.7101534828807556
31,Arkansas,sec,2,0,74.67860956965156,0.600739371534196,0.8254266394762262
32,Clemson,acc,2,0,74.5115575904519,0.7837338262476894,0.7243211334120425
33,Kansas,big 12,2,0,74.49201814821038,0.8114602587800369,0.7090909090909091
34,Maryland,big ten,2,0,74.16370746773582,0.7948243992606284,0.7129977460555974
35,Oklahoma,big 12,2,0,74.13174881365865,0.8280961182994454,0.6945905334335086
36,Air Force,mountain west,2,0,74.10733108262934,0.8280961182994454,0.6942148760330579
37,South Alabama,sun belt,2,0,73.55452101251126,0.789279112754159,0.7066115702479339
38,Penn State,big ten,2,0,73.21408384927122,0.7060998151571165,0.7461629279811098
39,Georgia Southern,sun belt,2,0,72.97896020967774,0.789279112754159,0.6977567886658796
40,Illinois,big ten,2,1,72.80271022877307,0.6691312384473198,0.7597402597402597
