rank,team,conference,wins,losses,SPI,N_adj,SOR_adj
40,Georgia State,sun belt,6,1,63.425977901612654,0.5158371040723982,0.6980258347550572
41,Maryland,big ten,5,2,63.254880271912285,0.6399482870071106,0.628564465025591
42,Memphis,american athletic,5,2,62.5899104837758,0.6037491919844862,0.6378259809895198
43,Florida,sec,5,2,62.122175254173364,0.5365223012281836,0.666829149402876
44,Texas A&M,sec,4,3,60.8609471273089,0.5959922430510666,0.6154033633926396
45,Georgia Southern,sun belt,5,2,60.336774879433776,0.5158371040723982,0.6504996344138436
46,Wyoming,mountain west,5,2,59.20664495573816,0.38396897220426635,0.7041189373629052
47,Arizona,pac-12,4,3,57.69728694267411,0.5753070458952811,0.5778698513282964
48,South Alabama,sun belt,4,3,57.4994568591793,0.6606334841628959,0.5288813063611991
49,Jacksonville State,conference usa,6,2,57.28456149328252,0.5135746606334841,0.6047607441709318
50,Texas State,sun belt,5,2,56.91904610135173,0.5494505494505495,0.5798196441628077
51,Minnesota,big ten,4,3,56.552903018760134,0.2986425339366516,0.7092371435534974
52,Ohio,mid-american,6,2,56.51871271765611,0.5271493212669683,0.5856690226663417
53,Washington State,pac-12,4,3,56.337645558982885,0.425339366515837,0.6377041189373629
54,Clemson,acc,4,3,56.23783722979434,0.5494505494505495,0.5693395076773093
55,Iowa State,big 12,4,3,55.949514922862974,0.4253393665158371,0.6317328783816719
56,Mississippi State,sec,4,3,55.10572773701619,0.39172592113768584,0.6368510845722642
57,Syracuse,acc,4,3,54.95641363840386,0.48998060762766643,0.5816475749451621
58,Miami (OH),mid-american,6,2,54.72029074851974,0.5588235294117647,0.540945649524738
59,Auburn,sec,3,4,54.61541494304465,0.4227537168713639,0.6126005361930295
60,BYU,big 12,5,2,53.748919691988604,0.4305106658047834,0.5950930213664798
61,West Virginia,big 12,4,3,53.6048890393631,0.4253393665158371,0.5956617109432123
62,Coastal Carolina,sun belt,4,3,53.18956092532815,0.497737556561086,0.5502884068567714
63,TCU,big 12,4,4,52.820036768152214,0.48642533936651583,0.5506946136972947
64,Louisiana,sun belt,4,3,52.717336283019925,0.4615384615384614,0.5625152327565196
65,Marshall,sun belt,4,3,52.51238195647595,0.37104072398190047,0.608091640263222
66,UCF,big 12,3,4,52.08800976660935,0.4770523594053008,0.5444796490372897
67,Nebraska,big ten,4,3,51.98932999398227,0.36069812540400775,0.6056137785360306
68,Western Kentucky,conference usa,4,3,51.62100056280785,0.4124111182934712,0.5721017141928669
69,Boston College,acc,4,3,51.29392961556658,0.34776987718164193,0.6018766756032172
70,Wake Forest,acc,4,3,51.14976570504089,0.3891402714932127,0.5773824031196685
71,Colorado,pac-12,4,3,50.66480160747627,0.3451842275371688,0.593590056056544
72,NC State,acc,4,3,49.36396831366079,0.4046541693600517,0.5415549597855227
73,Rice,american athletic,4,3,48.31066662402414,0.48998060762766643,0.479405313185474
74,UTSA,american athletic,4,3,47.99323252051527,0.44085326438267614,0.5009748964172556
75,New Mexico State,conference usa,5,3,47.40952431892347,0.5271493212669683,0.4455276626858396
76,Virginia Tech,acc,3,4,46.343085238369895,0.36586942469295414,0.5159639288325616
77,Northwestern,big ten,3,4,46.16763696798392,0.2676147382029735,0.5661710943212284
78,Texas Tech,big 12,3,5,45.897400974675854,0.45475113122171945,0.4612478674140873
79,Georgia Tech,acc,3,4,45.544249158820996,0.36069812540400775,0.5064586887643189
80,Arkansas,sec,2,6,45.41441644619377,0.43665158371040724,0.46356324640506946
81,South Carolina,sec,2,5,45.07215777441294,0.2779573367808662,0.5437484767243481
82,Old Dominion,sun belt,4,3,44.0937102638727,0.34776987718164193,0.49110407019254204
83,App State,sun belt,3,4,43.04397345282064,0.4175824175824176,0.4373629051913234
84,Illinois,big ten,3,5,42.51750181690254,0.23755656108597284,0.5262003412137459
85,Bowling Green,mid-american,4,4,42.51658371592136,0.3212669683257919,0.48111138191567143
86,Houston,big 12,3,4,41.9545037310374,0.3270846800258565,0.4693313835404988
87,California,pac-12,3,4,41.337190644082305,0.34776987718164193,0.4486960760419206
88,Northern Illinois,mid-american,4,4,40.50349981196851,0.4253393665158371,0.3941018766756032
89,Purdue,big ten,2,5,40.48508816526479,0.2469295410471881,0.4898854496709725
90,Indiana,big ten,2,5,40.07636504797836,0.16418875242404654,0.5281501340482574
91,Michigan State,big ten,2,5,39.761304773132565,0.2081447963800905,0.4996344138435292
92,Cincinnati,big 12,2,5,39.632583155686774,0.3891402714932127,0.40019497928345116
93,Utah State,mountain west,3,5,39.58500732826549,0.3936651583710407,0.3970265659273702
94,San José State,mountain west,3,5,39.08585815698258,0.40497737556561086,0.3832561540336339
95,Pittsburgh,acc,2,5,38.63473145684154,0.37104072398190047,0.3945893248842311
96,Boise State,mountain west,3,4,38.322643292679565,0.3503555268261151,0.4009261515963929
97,Tulsa,american athletic,3,4,37.873523732221095,0.2365869424692954,0.45527662685839626
98,South Florida,american athletic,4,4,37.8280267280425,0.2579185520361991,0.44309042164270046
99,Baylor,big 12,3,4,37.823620946156815,0.2469295410471881,0.4489398001462344
100,New Mexico,mountain west,3,4,37.49615022521504,0.3219133807369101,0.4035258753757413
101,Virginia,acc,2,5,36.92755438852269,0.23400129282482224,0.4421155252254448
102,Florida Atlantic,american athletic,3,4,36.15901288429281,0.3555268261150614,0.36485498415793316
103,Colorado State,mountain west,3,4,36.1180889236401,0.3038138332255979,0.3920708424729873
104,Eastern Michigan,mid-american,4,4,34.6718225526773,0.34841628959276016,0.34580388333739537
105,North Texas,american athletic,3,4,34.30021038205867,0.3555268261150614,0.33625802258510035
106,Navy,american athletic,3,4,33.62487772438884,0.30122818358112474,0.35510601998537655
107,Vanderbilt,sec,2,6,33.58242727151417,0.251131221719457,0.38142822325127956
108,Florida International,conference usa,4,4,33.10168607085497,0.2692307692307692,0.3642862945812007
109,Army,fbs independents,2,5,32.04997888092037,0.2779573367808662,0.34340726297830854
110,Arkansas State,sun belt,3,4,31.96681216591325,0.12281835811247559,0.4256641481842554
111,Charlotte,american athletic,2,5,31.242629000080502,0.22365869424692955,0.3602242261759687
112,Louisiana Tech,conference usa,3,5,30.8247662288823,0.3552036199095023,0.2829636851084572
113,Central Michigan,mid-american,4,4,30.144922102026662,0.23076923076923078,0.3395076773092859
114,Buffalo,mid-american,3,5,30.017242653262205,0.3167420814479638,0.29125030465513035
115,Middle Tennessee,conference usa,2,6,29.720149219439552,0.20135746606334842,0.34880981395726707
116,San Diego State,mountain west,3,5,29.630203812903698,0.21719457013574642,0.3388983670485011
117,UL Monroe,sun belt,2,5,26.996759351671823,0.13833225597931478,0.3408481598830124
118,Arizona State,pac-12,1,6,26.594369201213546,0.20038784744667096,0.30124299293200096
119,Stanford,pac-12,2,5,25.53869643997384,0.0892049127343245,0.344869607604192
120,UAB,american athletic,2,6,24.90137169249297,0.21493212669683276,0.26736534243236654
121,East Carolina,american athletic,1,6,22.404735305697287,0.2495151906916612,0.21033390202290994
122,UTEP,conference usa,2,6,21.371504093866495,0.19004524886877827,0.22646031359168087
123,UConn,fbs independents,1,6,20.838880538060476,0.19263089851325144,0.21687383215533346
124,Ball State,mid-american,2,6,20.609015255364397,0.13800904977375547,0.24274920789666088
125,Southern Miss,sun belt,1,6,19.847236819323243,0.05559146735617326,0.2754082378747258
126,Nevada,mountain west,1,6,19.299695730858012,0.04266321913380751,0.2739458932488423
127,Hawai'i,mountain west,2,6,18.330397983449547,0.13800904977375567,0.20769355755950925
128,Western Michigan,mid-american,2,6,18.137156566820657,0.1832579185520362,0.1803558371922983
129,Temple,american athletic,2,6,14.019906524637635,0.029411764705882353,0.19985376553741158
130,Sam Houston,conference usa,0,7,13.97411819111866,0.14608920491273433,0.13632301567958396
131,Massachusetts,fbs independents,1,7,8.961130600461933,0.01809954751131222,0.12811763750101546
132,Akron,mid-american,1,7,4.117647058823535,0.1176470588235296,0.0
133,Kent State,mid-american,1,7,1.2832074092127699,0.0,0.019741652449427226
