name,p5,cvc_wins,cvc_losses,cvc_perc,conf_index
sec,True,43.43283582089552,10.402985074626866,0.806764624341558,
big ten,True,39.940298507462686,10.686567164179106,0.7889150943396226,
big 12,True,33.68656716417911,12.716417910447761,0.7259568993245417,
acc,True,42.02985074626866,16.432835820895523,0.7189175389328567,
pac-12,False,16.925373134328357,5.08955223880597,0.768813559322034,
sun belt,False,31.776119402985074,26.37313432835821,0.5464579055441479,
american athletic,False,26.343283582089555,27.11940298507463,0.4927414852037968,
mountain west,False,22.746268656716417,27.34328358208955,0.45411203814064366,
fbs independents,False,9.343283582089551,12.805970149253731,0.421832884097035,
mid-american,False,20.686567164179106,28.71641791044776,0.4187311178247734,
conference usa,False,14.746268656716417,22.313432835820898,0.39790575916230364,
